SMILES,Name,InChI,Formula,MW,LogP,pKd,Structure,Synthesize,Chemical,SA_Score,SA_Score_Binary
ONCC(=O)Cc1nnc(s1)[C@H](c1[nH]ccc1)C(=O)OC,1/000000431,"InChI=1S/C12H14N4O4S/c1-20-12(18)10(8-3-2-4-13-8)11-16-15-9(21-11)5-7(17)6-14-19/h2-4,10,13-14,19H,5-6H2,1H3/t10-/m0/s1",C12H14N4O4S,310,0.08,4.36,-4.32,4.69,-190,3.870546691351528,1
Oc1c(OC(=O)c2ncc(o2)C)ccc(c1)c1cc[nH]c1,17/000000614,"InChI=1S/C15H12N2O4/c1-9-7-17-14(20-9)15(19)21-13-3-2-10(6-12(13)18)11-4-5-16-8-11/h2-8,16,18H,1H3",C15H12N2O4,284,1.85,4.36,-2.31,3.58,-180,2.9277228512014,1
S[C@@H](c1[nH]ccc1)C#CC/C=C\CCNN,21/000000045,"InChI=1S/C12H17N3S/c13-15-10-5-3-1-2-4-8-12(16)11-7-6-9-14-11/h1,3,6-7,9,12,14-16H,2,5,10,13H2/b3-1-/t12-/m1/s1",C12H17N3S,235,1.21,4.36,10.19,19.7,-150,4.562247532889765,1
Sc1c(ON)cc(cc1C=C)Br,15/000000007,"InChI=1S/C8H8BrNOS/c1-2-5-3-6(9)4-7(11-10)8(5)12/h2-4,12H,1,10H2",C8H8NOSBr,246,2.25,4.36,-6.84,2.35,0,3.4364987729462992,1
Oc1ccc(c(c1)C(=O)O)C(=O)[C@H](NC(=O)N)c1n[nH]c(=S)o1,12/000000090,"InChI=1S/C12H10N4O6S/c13-11(21)14-7(9-15-16-12(23)22-9)8(18)5-2-1-4(17)3-6(5)10(19)20/h1-3,7,17H,(H,16,23)(H,19,20)(H3,13,14,21)/t7-/m0/s1",C12H10N4O6S,338,-0.26,4.36,-7.9,4.94,-190,3.4905741094018774,1
NNCCN[C@H](Nc1cccc2c1C(=O)N(C2=O)CC#CC)N,5/000000004,"InChI=1S/C15H20N6O2/c1-2-3-9-21-13(22)10-5-4-6-11(12(10)14(21)23)20-15(16)18-7-8-19-17/h4-6,15,18-20H,7-9,16-17H2,1H3",C15H18N6O2,314,-0.04,4.36,-2.58,4.94,-80,3.678333468893193,1
N(CCC1=NNC(=O)/C/1=C\C(=O)N)CCCCC,1/000000357,"InChI=1S/C12H20N4O2/c1-2-3-4-6-14-7-5-10-9(8-11(13)17)12(18)16-15-10/h8,14H,2-7H2,1H3,(H2,13,17)(H,16,18)/b9-8-",C12H20N4O2,252,0.19,4.36,2.76,3.58,-80,3.1190049644534543,1
OC(=O)c1cc(nc(c1)Br)/C(=C/c1cnc([nH]1)C[NH3+])/N,6/000000002,"InChI=1S/C12H12BrN5O2/c13-10-2-6(12(19)20)1-9(18-10)8(15)3-7-5-16-11(4-14)17-7/h1-3,5H,4,14-15H2,(H,16,17)(H,19,20)/p+1/b8-3-",C12H13N5O2Br,339,0.17,4.36,-5.77,21.0,-20,3.9271213897970316,1
OC(=O)CCCCc1ccccc1O,17/000000273,"InChI=1S/C11H14O3/c12-10-7-3-1-5-9(10)6-2-4-8-11(13)14/h1,3,5,7,12H,2,4,6,8H2,(H,13,14)",C11H14O3,194,1.93,4.36,0.26,2.22,0,1.6925042543311903,1
C(=C\COC(=O)c1cncc(c1)I)\C(=O)[C@@H]1C(=O)NCCN1,27/000000021,"InChI=1S/C14H14IN3O4/c15-10-6-9(7-16-8-10)14(21)22-5-1-2-11(19)12-13(20)18-4-3-17-12/h1-2,6-8,12,17H,3-5H2,(H,18,20)/b2-1-/t12-/m1/s1",C14H14N3O4I,415,0.1,4.36,2.55,3.58,-150,3.6809212171880015,1
Sc1nnc([nH]1)[C@@H](c1nsnc1)N,1/000001129,"InChI=1S/C5H6N6S2/c6-3(2-1-7-13-11-2)4-8-5(12)10-9-4/h1,3H,6H2,(H2,8,9,10,12)/t3-/m1/s1",C5H6N6S2,214,0.58,4.36,4.95,21.4,-150,4.866013091198456,1
Oc1c(S)c(cc(c1)Br)/C=C/[C@H](c1n[nH]cc1)O,15/000000290,"InChI=1S/C12H11BrN2O2S/c13-8-5-7(12(18)11(17)6-8)1-2-10(16)9-3-4-14-15-9/h1-6,10,16-18H,(H,14,15)/b2-1+/t10-/m1/s1",C12H11N2O2SBr,327,2.85,4.36,-9.09,2.22,-190,4.2876978815266575,1
Oc1c(OC(=O)c2nnc[nH]2)cccc1[C@H](CF)C(=O)O,17/000001333,"InChI=1S/C12H10FN3O5/c13-4-7(11(18)19)6-2-1-3-8(9(6)17)21-12(20)10-14-5-15-16-10/h1-3,5,7,17H,4H2,(H,18,19)(H,14,15,16)/t7-/m0/s1",C12H9N3O5F,294,1.6,4.36,-1.54,3.58,-170,3.749352261643306,1
Oc1c(OC(=O)C(=O)O)ccc(c1)c1sncc1,17/000000031,"InChI=1S/C11H7NO5S/c13-7-5-6(9-3-4-12-18-9)1-2-8(7)17-11(16)10(14)15/h1-5,13H,(H,14,15)",C11H6NO5S,264,0.86,4.36,-5.57,3.58,-180,2.7991311182996075,1
Oc1c(OC(=O)c2nnc[nH]2)cccc1C=S,17/000001089,"InChI=1S/C10H7N3O3S/c14-8-6(4-17)2-1-3-7(8)16-10(15)9-11-5-12-13-9/h1-5,14H,(H,11,12,13)",C10H7N3O3S,249,2.11,4.35,-2.06,2.22,0,3.3748963895328643,1
ON[C@@H](c1cc[nH]c1CBr)C(=O)O,1/000000026,"InChI=1S/C7H9BrN2O3/c8-3-5-4(1-2-9-5)6(10-13)7(11)12/h1-2,6,9-10,13H,3H2,(H,11,12)/t6-/m0/s1",C7H8N2O3Br,248,-0.15,4.35,7.58,2.22,-150,3.9946764473018117,1
Sc1c(Cl)c(Cl)cc(c1)C/C(=C/CCNCO)/COC(=O)/C=C\C,8/000000056,"InChI=1S/C17H21Cl2NO3S/c1-2-4-16(22)23-10-12(5-3-6-20-11-21)7-13-8-14(18)17(19)15(24)9-13/h2,4-5,8-9,20-21,24H,3,6-7,10-11H2,1H3/b4-2-,12-5-",C17H21NO3SCl2,389,3.65,4.35,-0.99,5.09,-190,3.4849565802137947,1
[nH]1c(nnc1C[NH3+])[C@@H](n1nc([nH]c1=O)C[NH2+]C)Cl,26/000000090,"InChI=1S/C8H13ClN8O/c1-11-3-5-13-8(18)17(16-5)6(9)7-12-4(2-10)14-15-7/h6,11H,2-3,10H2,1H3,(H,12,14,15)(H,13,16,18)/p+2/t6-/m1/s1",C8H15N8OCl,274,-0.36,4.35,7.24,22.4,-170,5.729193266142042,1
ON[C@H](c1coc(c1)CCCO)S,1/000000562,"InChI=1S/C8H13NO3S/c10-3-1-2-7-4-6(5-12-7)8(13)9-11/h4-5,8-11,13H,1-3H2/t8-/m0/s1",C8H13NO3S,203,0.22,4.35,1.98,2.35,-150,4.080923590158955,1
OCC(=O)OCc1cc(OC(=O)c2nnc[nH]2)c(cc1)O,17/000000195,"InChI=1S/C12H11N3O6/c16-4-10(18)20-5-7-1-2-8(17)9(3-7)21-12(19)11-13-6-14-15-11/h1-3,6,16-17H,4-5H2,(H,13,14,15)",C12H11N3O6,293,1.05,4.35,-4.81,3.58,0,2.9468962931831477,1
Oc1c(OC(=O)CC(=O)C)ccc(c1C1=NNC(=O)C1)Cl,17/000000145,"InChI=1S/C13H11ClN2O5/c1-6(17)4-11(19)21-9-3-2-7(14)12(13(9)20)8-5-10(18)16-15-8/h2-3,20H,4-5H2,1H3,(H,16,18)",C13H11N2O5Cl,310,1.17,4.35,-2.08,22.1,-140,2.9526363329827774,1
Oc1c(OC(=O)c2nnn[nH]2)ccc(c1)CN(C)C(=S)Cl,17/000000569,"InChI=1S/C11H10ClN5O3S/c1-17(11(12)21)5-6-2-3-8(7(18)4-6)20-10(19)9-13-15-16-14-9/h2-4,18H,5H2,1H3,(H,13,14,15,16)",C11H10N5O3SCl,327,0.51,4.35,-4.01,3.58,-80,3.1748672278592256,1
OC/C=c\1/sc2c([nH]1)cc(cc2C(=O)NO)CS(=O)=O,30/000000048,"InChI=1S/C11H12N2O5S2/c14-2-1-9-12-8-4-6(5-20(17)18)3-7(10(8)19-9)11(15)13-16/h1,3-4,12,14,16,20H,2,5H2,(H,13,15)/b9-1+",C11H12N2O5S2,316,-0.09,4.35,-5.74,5.09,-60,4.2528634876991305,1
OC(=O)[C@@H](N(c1ccc(c(c1)Cl)Cl)N)c1nnsc1,7/000000003,"InChI=1S/C10H8Cl2N4O2S/c11-6-2-1-5(3-7(6)12)16(13)9(10(17)18)8-4-19-15-14-8/h1-4,9H,13H2,(H,17,18)/t9-/m0/s1",C10H8N4O2SCl2,318,2.17,4.35,-9.23,23.3,-190,3.4656230203610354,1
Oc1c(OC(=O)c2nnn[nH]2)ccc(c1)Cc1oncn1,17/000000683,"InChI=1S/C11H8N6O4/c18-7-3-6(4-9-12-5-13-21-9)1-2-8(7)20-11(19)10-14-16-17-15-10/h1-3,5,18H,4H2,(H,14,15,16,17)",C11H8N6O4,288,-0.05,4.35,-3.31,3.58,-20,3.205179307695726,1
OC(=O)Cc1ccc(c(c1)O)OC(=O)c1ncc(o1)CCCC,17/000000832,"InChI=1S/C16H17NO6/c1-2-3-4-11-9-17-15(22-11)16(21)23-13-6-5-10(7-12(13)18)8-14(19)20/h5-7,9,18H,2-4,8H2,1H3,(H,19,20)",C16H17NO6,319,1.59,4.35,0.27,5.09,-60,2.616847946050756,1
Oc1ccc(c(c1c1nc(n[nH]1)CCC)N)CCNN,6/000000018,"InChI=1S/C13H20N6O/c1-2-3-10-17-13(19-18-10)11-9(20)5-4-8(12(11)14)6-7-16-15/h4-5,16,20H,2-3,6-7,14-15H2,1H3,(H,17,18,19)",C13H20N6O,276,0.88,4.35,-5.98,18.9,-200,3.0916350261606684,1
Oc1c(OC(=O)c2nnc[nH]2)ccc(c1)[C@H](C(=O)N)Cl,17/000000521,"InChI=1S/C11H9ClN4O4/c12-8(9(13)18)5-1-2-7(6(17)3-5)20-11(19)10-14-4-15-16-10/h1-4,8,17H,(H2,13,18)(H,14,15,16)/t8-/m1/s1",C11H9N4O4Cl,296,1.06,4.35,-3.3,22.2,-190,3.6134191460310765,1
Oc1nc(nc2c1nn[nH]2)C(=C)CCCCC(=O)OC,28/000000056,"InChI=1S/C12H15N5O3/c1-7(5-3-4-6-8(18)20-2)10-13-11-9(12(19)14-10)15-17-16-11/h1,3-6H2,2H3,(H2,13,14,15,16,17,19)",C12H15N5O3,277,1.05,4.35,0.3,20.8,-60,3.405925410776053,1
ON[C@H](/C=C/Cc1ncnc(c1)Cc1sccc1)S,1/000000746,"InChI=1S/C13H15N3OS2/c17-16-13(18)5-1-3-10-7-11(15-9-14-10)8-12-4-2-6-19-12/h1-2,4-7,9,13,16-18H,3,8H2/b5-1+/t13-/m0/s1",C13H15N3OS2,293,1.35,4.35,-4.25,20.0,-150,3.914234531926393,1
OP(=O)(CCCC(=O)O[C@H](c1scc(c1)Br)c1nnc(s1)CN)O,8/000000059,"InChI=1S/C12H15BrN3O5PS2/c13-7-4-8(23-6-7)11(12-16-15-9(5-14)24-12)21-10(17)2-1-3-22(18,19)20/h4,6,11H,1-3,5,14H2,(H2,18,19,20)/t11-/m1/s1",C12H15N3O5PS2Br,456,0.0,4.35,-3.03,4.69,-150,3.811278532252034,1
OC(=O)c1cn[nH]c1C#CCCC(=O)/C=C/CCNNC,12/000000048,"InChI=1S/C14H18N4O3/c1-15-16-9-5-4-7-11(19)6-2-3-8-13-12(14(20)21)10-17-18-13/h4,7,10,15-16H,2,5-6,9H2,1H3,(H,17,18)(H,20,21)/b7-4+",C14H18N4O3,290,1.63,4.35,-3.91,5.39,-200,3.670712199310918,1
Oc1c(OC(=O)C(=O)O)ccc(c1)CCN,17/000000908,"InChI=1S/C10H11NO5/c11-4-3-6-1-2-8(7(12)5-6)16-10(15)9(13)14/h1-2,5,12H,3-4,11H2,(H,13,14)",C10H10NO5,224,-0.37,4.35,-3.27,3.58,0,2.29266010325531,1
Sc1ccc(c(c1O)C=C)c1cc(Br)cc(c1S)O,15/000000038,"InChI=1S/C14H11BrO2S2/c1-2-8-9(3-4-12(18)13(8)17)10-5-7(15)6-11(16)14(10)19/h2-6,16-19H,1H2",C14H11O2S2Br,355,5.22,4.35,-6.68,16.5,-180,3.478265233117278,1
Sc1c(/C=C/C=C/Cn2ncnc2)cc(cc1ON)Br,15/000000131,"InChI=1S/C13H13BrN4OS/c14-11-6-10(13(20)12(7-11)19-15)4-2-1-3-5-18-9-16-8-17-18/h1-4,6-9,20H,5,15H2/b3-1+,4-2+",C13H13N4OSBr,353,2.03,4.35,-6.88,2.35,-60,3.5557198439744333,1
OC/C=C/c1cc(OC)cc(c1O)OC(=O)c1ncoc1,17/000001314,"InChI=1S/C14H13NO6/c1-19-10-5-9(3-2-4-16)13(17)12(6-10)21-14(18)11-7-20-8-15-11/h2-3,5-8,16-17H,4H2,1H3/b3-2+",C14H13NO6,291,0.98,4.35,-2.22,5.09,-20,2.974917153678584,1
Oc1c(OC(=O)COC[C@H](CO)O)ccc(c1)Cc1nncs1,17/000000221,"InChI=1S/C14H16N2O6S/c17-5-10(18)6-21-7-14(20)22-12-2-1-9(3-11(12)19)4-13-16-15-8-23-13/h1-3,8,10,17-19H,4-7H2/t10-/m0/s1",C14H16N2O6S,340,0.55,4.35,-1.28,3.58,-190,3.2936430805795833,1
ON[C@H](c1n[nH]c(n1)Cc1oc(cc1)COC)S,1/000000909,"InChI=1S/C10H14N4O3S/c1-16-5-7-3-2-6(17-7)4-8-11-9(13-12-8)10(18)14-15/h2-3,10,14-15,18H,4-5H2,1H3,(H,11,12,13)/t10-/m0/s1",C10H14N4O3S,270,0.31,4.34,-1.21,22.4,-170,3.838344741255165,1
Oc1cc(cc(c1)O)C(=C)COC(=O)C[C@H](C)c1nnc([nH]1)S,1/000001101,"InChI=1S/C15H17N3O4S/c1-8(14-16-15(23)18-17-14)3-13(21)22-7-9(2)10-4-11(19)6-12(20)5-10/h4-6,8,19-20H,2-3,7H2,1H3,(H2,16,17,18,23)/t8-/m0/s1",C15H17N3O4S,335,2.99,4.34,1.12,5.08,-190,3.9402494372997854,1
Oc1c(OC(=O)c2ncoc2)ccc(c1)NC(=O)C=C,17/000001085,"InChI=1S/C13H10N2O5/c1-2-12(17)15-8-3-4-11(10(16)5-8)20-13(18)9-6-19-7-14-9/h2-7,16H,1H2,(H,15,17)",C13H10N2O5,274,0.82,4.34,-3.62,3.58,-20,2.73813282835847,1
Oc1cc(N)cc(c1Nc1nncs1)C(=C)C(=O)C,6/000000035,"InChI=1S/C12H12N4O2S/c1-6(7(2)17)9-3-8(13)4-10(18)11(9)15-12-16-14-5-19-12/h3-5,18H,1,13H2,2H3,(H,15,16)",C12H12N4O2S,276,1.94,4.34,-2.72,21.2,-40,3.284963736423925,1
[nH]1c(nnc1CC[NH3+])Cc1ccc2c(c1)c(ccc2)CC(=O)C,30/000000060,"InChI=1S/C18H20N4O/c1-12(23)9-15-4-2-3-14-6-5-13(10-16(14)15)11-18-20-17(7-8-19)21-22-18/h2-6,10H,7-9,11,19H2,1H3,(H,20,21,22)/p+1",C18H21N4O,309,3.06,4.34,-0.72,4.94,-100,3.209569143603204,1
ONCC(=O)Cc1nnc(s1)CC(F)F,1/000000244,"InChI=1S/C7H9F2N3O2S/c8-5(9)2-7-12-11-6(15-7)1-4(13)3-10-14/h5,10,14H,1-3H2",C7H9N3O2SF2,237,0.69,4.34,-0.54,2.22,-150,3.4128340568902207,1
Oc1c(OC(=O)c2nnc([nH]2)CCCCC(=O)O)cccc1,17/000000222,"InChI=1S/C14H15N3O5/c18-9-5-1-2-6-10(9)22-14(21)13-15-11(16-17-13)7-3-4-8-12(19)20/h1-2,5-6,18H,3-4,7-8H2,(H,19,20)(H,15,16,17)",C14H14N3O5,304,2.08,4.34,4.02,5.09,0,2.688717898129685,1
Sc1ccc(cc1O)c1cc(Br)cc(c1S)O,15/000000003,"InChI=1S/C12H9BrO2S2/c13-7-4-8(12(17)10(15)5-7)6-1-2-11(16)9(14)3-6/h1-5,14-17H",C12H9O2S2Br,329,4.7,4.34,-7.04,14.3,-180,3.026767585185037,1
Oc1cc(c(cc1S(=O)=O)F)CC#CCCS(=O)(=O)O,16/000000012,"InChI=1S/C11H11FO6S2/c12-9-7-11(19(14)15)10(13)6-8(9)4-2-1-3-5-20(16,17)18/h6-7,13,19H,3-5H2,(H,16,17,18)",C11H11O6S2F,322,0.12,4.34,-5.46,24.3,-40,3.8301816879894046,1
O[C@@H](C)c1ccc(c(c1CC[NH3+])O)OC(=O)c1ncoc1,17/000001554,"InChI=1S/C14H16N2O5/c1-8(17)9-2-3-12(13(18)10(9)4-5-15)21-14(19)11-6-20-7-16-11/h2-3,6-8,17-18H,4-5,15H2,1H3/p+1/t8-/m0/s1",C14H17N2O5,293,0.27,4.34,-3.52,3.72,-170,4.055099211245428,1
Oc1c(C(=O)C=C)c(N)cc(c1)[C@@H](CO)/C=C/CCC,6/000000021,"InChI=1S/C16H21NO3/c1-3-5-6-7-11(10-18)12-8-13(17)16(14(19)4-2)15(20)9-12/h4,6-9,11,18,20H,2-3,5,10,17H2,1H3/b7-6+/t11-/m1/s1",C16H21NO3,275,1.59,4.34,-5.15,16.4,-190,3.7340470714390017,1
O[C@H](CNC)C1=NNC(=O)/C/1=C\CCl,1/000001002,"InChI=1S/C8H12ClN3O2/c1-10-4-6(13)7-5(2-3-9)8(14)12-11-7/h2,6,10,13H,3-4H2,1H3,(H,12,14)/b5-2-/t6-/m1/s1",C8H12N3O2Cl,217,-0.16,4.34,6.85,3.72,-170,4.271915235558865,1
Oc1c(OC(=O)C(=O)O)cccc1,17/000000008,"InChI=1S/C8H6O5/c9-5-3-1-2-4-6(5)13-8(12)7(10)11/h1-4,9H,(H,10,11)",C8H5O5,181,0.35,4.33,-1.53,2.22,0,2.0054331566022334,1
Oc1c(OC(=O)c2nnc([nH]2)CCC)ccc(c1)S(=O)(=O)N,17/000000245,"InChI=1S/C12H14N4O5S/c1-2-3-10-14-11(16-15-10)12(18)21-9-5-4-7(6-8(9)17)22(13,19)20/h4-6,17H,2-3H2,1H3,(H2,13,19,20)(H,14,15,16)",C12H14N4O5S,326,1.35,4.33,-2.13,24.4,-80,2.9019972033406045,1
Oc1c(OC(=O)C(=O)O)cccc1CCO,17/000000514,"InChI=1S/C10H10O6/c11-5-4-6-2-1-3-7(8(6)12)16-10(15)9(13)14/h1-3,11-12H,4-5H2,(H,13,14)",C10H9O6,225,-0.3,4.33,-1.96,3.58,0,2.3551931980674734,1
Oc1c(OC(=O)c2nnc[nH]2)ccc(c1)CC(=O)NC,17/000001019,"InChI=1S/C12H12N4O4/c1-13-10(18)5-7-2-3-9(8(17)4-7)20-12(19)11-14-6-15-16-11/h2-4,6,17H,5H2,1H3,(H,13,18)(H,14,15,16)",C12H12N4O4,276,1.38,4.33,-3.27,3.58,-40,2.8634133228639644,1
O[P@@H](=O)Oc1ccc(c(c1)CO)c1ocnc1CCCC#CC,17/000001638,"InChI=1S/C16H18NO5P/c1-2-3-4-5-6-15-16(21-11-17-15)14-8-7-13(22-23(19)20)9-12(14)10-18/h7-9,11,18,23H,4-6,10H2,1H3,(H,19,20)",C16H18NO5P,335,1.18,4.33,-2.73,24.2,-140,4.191572548035204,1
[nH]1c(nnc1CC[NH3+])Cc1ccc2c(c1)cc(cc2)CNNC,30/000000051,"InChI=1S/C17H22N6/c1-19-20-11-13-3-5-14-4-2-12(8-15(14)9-13)10-17-21-16(6-7-18)22-23-17/h2-5,8-9,19-20H,6-7,10-11,18H2,1H3,(H,21,22,23)/p+1",C17H23N6,311,3.64,4.33,-1.46,18.8,-160,3.3921843194721113,1
Oc1nc(nc2c1nn[nH]2)C(=C)Cc1nnco1,28/000000003,"InChI=1S/C9H7N7O2/c1-4(2-5-13-10-3-18-5)7-11-8-6(9(17)12-7)14-16-15-8/h3H,1-2H2,(H2,11,12,14,15,16,17)",C9H7N7O2,245,1.1,4.33,-1.14,23.2,-40,4.084116609423867,1
OC/C=C/1\C(=O)NN=C1C(=O)Cc1occc1,1/000000347,"InChI=1S/C11H10N2O4/c14-4-3-8-10(12-13-11(8)16)9(15)6-7-2-1-5-17-7/h1-3,5,14H,4,6H2,(H,13,16)/b8-3-",C11H10N2O4,234,-0.27,4.33,5.28,2.48,0,3.3478531203020943,1
O[P@@H](=O)Oc1ccc(c(c1)CO)c1ocnc1CC=S,17/000001131,"InChI=1S/C12H12NO5PS/c14-6-8-5-9(18-19(15)16)1-2-10(8)12-11(3-4-20)13-7-17-12/h1-2,4-5,7,14,19H,3,6H2,(H,15,16)",C12H12NO5PS,313,0.04,4.33,-3.23,22.7,-140,4.415242767409698,1
c1cnccc1OCCCCc1nnc([nH]1)[C@@H](n1nc[nH]c1=O)Cl,26/000000100,"InChI=1S/C14H16ClN7O2/c15-12(22-14(23)17-9-18-22)13-19-11(20-21-13)3-1-2-8-24-10-4-6-16-7-5-10/h4-7,9,12H,1-3,8H2,(H,17,18,23)(H,19,20,21)/t12-/m1/s1",C14H16N7O2Cl,349,2.24,4.33,4.67,24.8,-190,3.860378732052234,1
OC(=O)c1cc(OS=O)ccc1c1[nH]ncc1N(=O)=O,12/000000031,"InChI=1S/C10H7N3O6S/c14-10(15)7-3-5(19-20-18)1-2-6(7)9-8(13(16)17)4-11-12-9/h1-4,20H,(H,11,12)(H,14,15)",C10H7N3O6S,297,0.75,4.33,-6.05,3.58,-180,3.403615935251578,1
Sc1c(Cl)c(Cl)cc(c1)[C@@H](/C=C/CCNCO)c1n[nH]c(c1)N,8/000000044,"InChI=1S/C15H18Cl2N4OS/c16-11-5-9(6-13(23)15(11)17)10(3-1-2-4-19-8-22)12-7-14(18)21-20-12/h1,3,5-7,10,19,22-23H,2,4,8H2,(H3,18,20,21)/b3-1+/t10-/m1/s1",C15H18N4OSCl2,372,3.52,4.33,-4.74,24.5,-190,4.3752471708162695,1
ONC/C=C/CC1=C[C@](C=CO1)(NCCN)C,1/000000480,"InChI=1S/C12H21N3O2/c1-12(14-8-6-13)5-9-17-11(10-12)4-2-3-7-15-16/h2-3,5,9-10,14-16H,4,6-8,13H2,1H3/b3-2+/t12-/m0/s1",C12H21N3O2,239,0.47,4.33,-2.2,3.58,-170,4.766981191221453,1
ONC/C=C\C[C@H](Cc1nocc1)O,1/000000840,"InChI=1S/C9H14N2O3/c12-9(3-1-2-5-10-13)7-8-4-6-14-11-8/h1-2,4,6,9-10,12-13H,3,5,7H2/b2-1-/t9-/m1/s1",C9H14N2O3,198,0.36,4.33,-1.65,3.58,-150,3.9604848104576504,1
O=Nc1c(O)cc(c(c1)F)[C@H](CCCC)CO,16/000000065,"InChI=1S/C12H16FNO3/c1-2-3-4-8(7-15)9-5-12(16)11(14-17)6-10(9)13/h5-6,8,15-16H,2-4,7H2,1H3/t8-/m1/s1",C12H16NO3F,241,2.03,4.33,-2.93,15.3,-170,3.4346385490809848,1
NC(=O)Nc1cccc2c1s/c(=C/c1nc[nH]c1)/[nH]2,30/000000040,"InChI=1S/C12H11N5OS/c13-12(18)17-9-3-1-2-8-11(9)19-10(16-8)4-7-5-14-6-15-7/h1-6,16H,(H,14,15)(H3,13,17,18)/b10-4+",C12H11N5OS,273,1.02,4.33,-3.7,21.2,-80,3.5395009714965457,1
SCc1nn(c(=O)[nH]1)[C@H](c1oc(cc1)Br)Cl,26/000000106,"InChI=1S/C8H7BrClN3O2S/c9-5-2-1-4(15-5)7(10)13-8(14)11-6(3-16)12-13/h1-2,7,16H,3H2,(H,11,12,14)/t7-/m1/s1",C8H7N3O2SClBr,324,1.83,4.33,7.36,21.4,-150,4.301608189624334,1
Oc1c(OC(=O)c2occc2)ccc(c1)/C(=C\c1ccc[nH]1)/N,17/000001483,"InChI=1S/C17H14N2O4/c18-13(10-12-3-1-7-19-12)11-5-6-15(14(20)9-11)23-17(21)16-4-2-8-22-16/h1-10,19-20H,18H2/b13-10+",C17H14N2O4,310,2.35,4.33,-5.7,3.58,-40,2.8181090037430643,1
OCC(=C)NCC#CCc1ncn[nH]1,15/000000109,"InChI=1S/C9H12N4O/c1-8(6-14)10-5-3-2-4-9-11-7-12-13-9/h7,10,14H,1,4-6H2,(H,11,12,13)",C9H12N4O,192,-0.14,4.33,9.26,2.22,0,3.818734816461369,1
Brc1csc(c1)[C@H](c1nnc(s1)CN)OC(=O)CCCCCCN,8/000000060,"InChI=1S/C15H21BrN4O2S2/c16-10-7-11(23-9-10)14(15-20-19-12(8-18)24-15)22-13(21)5-3-1-2-4-6-17/h7,9,14H,1-6,8,17-18H2/t14-/m1/s1",C15H21N4O2S2Br,433,1.83,4.33,-0.98,4.69,-150,3.4514901735519103,1
SCC(=O)Oc1c(N)c(I)cc(c1)COC(=O)CN(=O)=O,9/000000008,"InChI=1S/C11H11IN2O6S/c12-7-1-6(4-19-9(15)3-14(17)18)2-8(11(7)13)20-10(16)5-21/h1-2,21H,3-5,13H2",C11H11N2O6SI,426,1.43,4.33,-4.69,3.72,-50,3.2334460929596416,1
OC[C@H]1NC(=CC1)C(=O)NC(=S)/C=C\c1nnc([nH]1)COCC,23/000000011,"InChI=1S/C14H19N5O3S/c1-2-22-8-12-16-11(18-19-12)5-6-13(23)17-14(21)10-4-3-9(7-20)15-10/h4-6,9,15,20H,2-3,7-8H2,1H3,(H,16,18,19)(H,17,21,23)/b6-5-/t9-/m0/s1",C14H19N5O3S,337,0.53,4.33,-0.82,5.09,-190,4.49549988531331,1
C1=C[C@H](SS1)/C=C(/CC(=O)OCC1=NNC(=O)/C/1=C\CN)\C,1/000001010,"InChI=1S/C14H17N3O3S2/c1-9(6-10-3-5-21-22-10)7-13(18)20-8-12-11(2-4-15)14(19)17-16-12/h2-3,5-6,10H,4,7-8,15H2,1H3,(H,17,19)/b9-6+,11-2-/t10-/m0/s1",C14H17N3O3S2,339,0.79,4.33,2.45,4.94,-170,4.849206080711575,1
NC/C=C/1\C(=O)NN=C1COC(=O)CC1CCCC1,1/000000623,"InChI=1S/C13H19N3O3/c14-6-5-10-11(15-16-13(10)18)8-19-12(17)7-9-3-1-2-4-9/h5,9H,1-4,6-8,14H2,(H,16,18)/b10-5-",C13H19N3O3,265,0.81,4.33,5.76,3.58,-150,3.249618174293749,1
Oc1nc(nc2c1nnn2CS)CCC(=O)OCC,28/000000062,"InChI=1S/C10H13N5O3S/c1-2-18-7(16)4-3-6-11-9-8(10(17)12-6)13-14-15(9)5-19/h19H,2-5H2,1H3,(H,11,12,17)",C10H13N5O3S,283,0.44,4.33,-3.31,21.1,-100,3.0549101917102943,1
ON[C@H](/C=C/Cc1ncnc(c1N=O)C)S,1/000000853,"InChI=1S/C9H12N4O2S/c1-6-9(13-15)7(11-5-10-6)3-2-4-8(16)12-14/h2,4-5,8,12,14,16H,3H2,1H3/b4-2+/t8-/m0/s1",C9H12N4O2S,240,0.29,4.33,-1.45,16.9,-170,4.524166231582376,1
ONC/C=C\C[C@H](Cc1n[nH]cn1)O,1/000000400,"InChI=1S/C8H14N4O2/c13-7(3-1-2-4-11-14)5-8-9-6-10-12-8/h1-2,6-7,11,13-14H,3-5H2,(H,9,10,12)/b2-1-/t7-/m1/s1",C8H14N4O2,198,-0.04,4.32,-1.49,3.58,-150,4.5248228873807275,1
OC(=O)/C=C/C(C(=O)O)(F)F,19/000000002,"InChI=1S/C5H4F2O4/c6-5(7,4(10)11)2-1-3(8)9/h1-2H,(H,8,9)(H,10,11)/b2-1+",C5H4O4F2,166,0.34,4.32,7.07,1.11,-150,3.121790079886974,1
