SMILES;Name;InChI;Formula;MW;LogP;pKd;Structure;Synthesize;Chemical
OC(=O)C1=C(C#Cc2cscc2Br)NC=CC1;12/000000132;InChI=1S/C12H8BrNO2S/c13-10-7-17-6-8(10)3-4-11-9(12(15)16)2-1-5-14-11/h1,5-7,14H,2H2,(H,15,16);C12H8NO2SBr;310;3.18;4.26;-8.29;23.40;-20
N=C1SCCN1Cc1cnc([nH]1)[C@@H](C)N;12/000000193;InChI=1S/C9H15N5S/c1-6(10)8-12-4-7(13-8)5-14-2-3-15-9(14)11/h4,6,11H,2-3,5,10H2,1H3,(H,12,13)/b11-9-/t6-/m1/s1;C9H15N5S;225;0.50;4.03;2.08;2.22;-170
OC(=O)c1cc(OC)ccc1c1nnc[nH]1;12/000000096;InChI=1S/C10H9N3O3/c1-16-6-2-3-7(8(4-6)10(14)15)9-11-5-12-13-9/h2-5H,1H3,(H,14,15)(H,11,12,13);C10H9N3O3;219;2.53;4.03;-4.48;2.22;-160
OC(=O)c1c(S)cccc1COC(=O)C/C=C/c1csc(c1)Cl;12/000000045;InChI=1S/C16H13ClO4S2/c17-13-7-10(9-23-13)3-1-6-14(18)21-8-11-4-2-5-12(22)15(11)16(19)20/h1-5,7,9,22H,6,8H2,(H,19,20)/b3-1+;C16H13O4S2Cl;368;3.68;4.57;-0.51;5.09;-60
OC(=O)C1=C(C#Cc2cscc2Br)NC=CC1;12/000000146;InChI=1S/C12H8BrNO2S/c13-10-7-17-6-8(10)3-4-11-9(12(15)16)2-1-5-14-11/h1,5-7,14H,2H2,(H,15,16);C12H8NO2SBr;310;3.18;4.32;-8.05;23.40;-40
OC(=O)c1c(F)c(OC)ccc1COC(=O)CCc1n[nH]cc1;12/000000176;InChI=1S/C15H15FN2O5/c1-22-11-4-2-9(13(14(11)16)15(20)21)8-23-12(19)5-3-10-6-7-17-18-10/h2,4,6-7H,3,5,8H2,1H3,(H,17,18)(H,20,21);C15H15N2O5F;322;2.03;4.15;-6.64;3.58;-80
Oc1ccc(c(c1)C(=O)O)c1cnn(c1)CCC#CC;12/000000034;InChI=1S/C15H14N2O3/c1-2-3-4-7-17-10-11(9-16-17)13-6-5-12(18)8-14(13)15(19)20/h5-6,8-10,18H,4,7H2,1H3,(H,19,20);C15H14N2O3;270;2.48;4.06;-6.54;3.58;-180
Oc1ccc(c(c1)C(=O)O)c1onc(n1)CNOC;12/000000014;InChI=1S/C11H11N3O5/c1-18-12-5-9-13-10(19-14-9)7-3-2-6(15)4-8(7)11(16)17/h2-4,12,15H,5H2,1H3,(H,16,17);C11H11N3O5;265;1.43;4.01;-7.68;5.09;-200
OC(=O)C1=C(C#Cc2cscc2Br)NC=CC1;12/000000147;InChI=1S/C12H8BrNO2S/c13-10-7-17-6-8(10)3-4-11-9(12(15)16)2-1-5-14-11/h1,5-7,14H,2H2,(H,15,16);C12H8NO2SBr;310;3.18;4.25;-7.62;23.40;-20
OC(=O)C1=C(C#Cc2nc(n[nH]2)S)NC=CC1;12/000000177;InChI=1S/C10H8N4O2S/c15-9(16)6-2-1-5-11-7(6)3-4-8-12-10(17)14-13-8/h1,5,11H,2H2,(H,15,16)(H2,12,13,14,17);C10H8N4O2S;248;1.74;4.03;-6.03;24.10;-20
OC(=O)c1c(ONC/C=C/CCN(=O)=O)ccc(c1)OC;12/000000184;InChI=1S/C13H16N2O6/c1-20-10-5-6-12(11(9-10)13(16)17)21-14-7-3-2-4-8-15(18)19/h2-3,5-6,9,14H,4,7-8H2,1H3,(H,16,17)/b3-2+;C13H16N2O6;296;2.19;4.11;-8.13;3.58;-110
Oc1ccc(c(c1)C(=O)O)c1nc(sc1)/C=C\C;12/000000024;InChI=1S/C13H11NO3S/c1-2-3-12-14-11(7-18-12)9-5-4-8(15)6-10(9)13(16)17/h2-7,15H,1H3,(H,16,17)/b3-2-;C13H11NO3S;261;2.49;4.28;-8.06;3.58;-160
OC(=O)c1c(ccc(c1)OC)N/C=C/c1nnc[nH]1;12/000000054;InChI=1S/C12H12N4O3/c1-19-8-2-3-10(9(6-8)12(17)18)13-5-4-11-14-7-15-16-11/h2-7,13H,1H3,(H,17,18)(H,14,15,16)/b5-4+;C12H12N4O3;260;2.39;4.05;-8.00;3.58;-60
Oc1ccc(c(c1)C(=O)O)n1nc(c(c1)Cl)CC1=CN[C@@H](N1)N;12/000000028;InChI=1S/C14H14ClN5O3/c15-10-6-20(12-2-1-8(21)4-9(12)13(22)23)19-11(10)3-7-5-17-14(16)18-7/h1-2,4-6,14,17-18,21H,3,16H2,(H,22,23);C14H13N5O3Cl;334;2.02;4.23;-8.80;4.94;-180
Oc1ccc(c(c1)C(=O)O)C(=O)CCCNCc1occn1;12/000000082;InChI=1S/C15H16N2O5/c18-10-3-4-11(12(8-10)15(20)21)13(19)2-1-5-16-9-14-17-6-7-22-14/h3-4,6-8,16,18H,1-2,5,9H2,(H,20,21);C15H16N2O5;304;0.42;4.21;-7.70;5.09;-40
OC(=O)c1cc(O)ccc1OCc1cccc(c1)Cl;12/000000038;InChI=1S/C14H11ClO4/c15-10-3-1-2-9(6-10)8-19-13-5-4-11(16)7-12(13)14(17)18/h1-7,16H,8H2,(H,17,18);C14H11O4Cl;278;3.48;4.15;-8.29;5.09;-40
OC(=O)c1ccccc1/N=C\1/N(CCNC(=O)N)CCC1;12/000000102;InChI=1S/C14H18N4O3/c15-14(21)16-7-9-18-8-3-6-12(18)17-11-5-2-1-4-10(11)13(19)20/h1-2,4-5H,3,6-9H2,(H,19,20)(H3,15,16,21)/b17-12+;C14H18N4O3;290;0.41;4.38;-7.38;3.58;-40
Oc1ccc(c(c1)C(=O)O)C(=O)CCCN;12/000000027;InChI=1S/C11H13NO4/c12-5-1-2-10(14)8-4-3-7(13)6-9(8)11(15)16/h3-4,6,13H,1-2,5,12H2,(H,15,16);C11H13NO4;223;0.48;4.10;-6.64;3.58;-20
OC(=O)c1cc(OC)ccc1c1nnc[nH]1;12/000000004;InChI=1S/C10H9N3O3/c1-16-6-2-3-7(8(4-6)10(14)15)9-11-5-12-13-9/h2-5H,1H3,(H,14,15)(H,11,12,13);C10H9N3O3;219;2.53;4.20;-4.34;2.22;-160
OC(=O)Cc1nnc([nH]1)c1ccc(cc1C(=O)O)OC;12/000000126;InChI=1S/C12H11N3O5/c1-20-6-2-3-7(8(4-6)12(18)19)11-13-9(14-15-11)5-10(16)17/h2-4H,5H2,1H3,(H,16,17)(H,18,19)(H,13,14,15);C12H11N3O5;277;1.97;4.58;-6.01;3.72;-200
OC(=O)c1ccccc1/N=C\1/N(CS)CCC1;12/000000118;InChI=1S/C12H14N2O2S/c15-12(16)9-4-1-2-5-10(9)13-11-6-3-7-14(11)8-17/h1-2,4-5,17H,3,6-8H2,(H,15,16)/b13-11+;C12H14N2O2S;250;2.10;4.27;-5.14;3.58;0
Oc1ccc(c(c1)C(=O)O)CC[C@H](CNC)c1nnc[nH]1;12/000000077;InChI=1S/C14H18N4O3/c1-15-7-10(13-16-8-17-18-13)3-2-9-4-5-11(19)6-12(9)14(20)21/h4-6,8,10,15,19H,2-3,7H2,1H3,(H,20,21)(H,16,17,18)/t10-/m1/s1;C14H18N4O3;290;2.03;4.31;-5.25;3.58;-190
Oc1ccc(c(c1)C(=O)O)CCCc1cscc1;12/000000016;InChI=1S/C14H14O3S/c15-12-5-4-11(13(8-12)14(16)17)3-1-2-10-6-7-18-9-10/h4-9,15H,1-3H2,(H,16,17);C14H14O3S;262;2.87;4.01;-4.28;3.58;-40
OC(=O)c1cc(O)ccc1CCCc1ccc2c([nH]1)ncn2;12/000000032;InChI=1S/C16H15N3O3/c20-12-6-4-10(13(8-12)16(21)22)2-1-3-11-5-7-14-15(19-11)18-9-17-14/h4-9,20H,1-3H2,(H,21,22)(H,17,18,19);C16H15N3O3;297;1.41;4.05;-9.39;3.72;-100
OC(=O)Cc1nnc([nH]1)c1ccc(cc1C(=O)O)OC;12/000000129;InChI=1S/C12H11N3O5/c1-20-6-2-3-7(8(4-6)12(18)19)11-13-9(14-15-11)5-10(16)17/h2-4H,5H2,1H3,(H,16,17)(H,18,19)(H,13,14,15);C12H11N3O5;277;1.97;4.20;-7.22;3.72;-200
OC(=O)C1=C(C#Cc2cscc2Br)NC=CC1;12/000000144;InChI=1S/C12H8BrNO2S/c13-10-7-17-6-8(10)3-4-11-9(12(15)16)2-1-5-14-11/h1,5-7,14H,2H2,(H,15,16);C12H8NO2SBr;310;3.18;4.41;-8.08;23.40;-40
Oc1ccc(c(c1)C(=O)O)/C=C/N(=O)=O;12/000000006;InChI=1S/C9H7NO5/c11-7-2-1-6(3-4-10(14)15)8(5-7)9(12)13/h1-5,11H,(H,12,13)/b4-3+;C9H7NO5;209;1.40;4.10;-3.98;2.22;-20
Oc1ccc(c(c1)C(=O)O)c1onc(n1)CNOC;12/000000015;InChI=1S/C11H11N3O5/c1-18-12-5-9-13-10(19-14-9)7-3-2-6(15)4-8(7)11(16)17/h2-4,12,15H,5H2,1H3,(H,16,17);C11H11N3O5;265;1.43;4.03;-8.15;5.09;-200
OC(=O)c1cn[nH]c1C#CCCC(=O)/C=C/CCNNC;12/000000048;InChI=1S/C14H18N4O3/c1-15-16-9-5-4-7-11(19)6-2-3-8-13-12(14(20)21)10-17-18-13/h4,7,10,15-16H,2,5-6,9H2,1H3,(H,17,18)(H,20,21)/b7-4+;C14H18N4O3;290;1.63;4.35;-3.91;5.39;-200
OC(=O)C1=C(C#Cc2snnc2)NC=CC1;12/000000159;InChI=1S/C10H7N3O2S/c14-10(15)8-2-1-5-11-9(8)4-3-7-6-12-13-16-7/h1,5-6,11H,2H2,(H,14,15);C10H7N3O2S;233;2.16;4.11;-7.66;24.50;-20
OC(=O)c1c(SCC2=CCOC2)ccc(c1S)O;12/000000199;InChI=1S/C12H12O4S2/c13-8-1-2-9(10(11(8)17)12(14)15)18-6-7-3-4-16-5-7/h1-3,13,17H,4-6H2,(H,14,15);C12H12O4S2;284;1.81;4.20;-6.66;2.22;-40
OC(=O)c1c(S)cccc1COC(=O)[C@@H](C1=CCC=C1)/C=C/c1csc(c1)Cl;12/000000122;InChI=1S/C21H17ClO4S2/c22-18-10-13(12-28-18)8-9-16(14-4-1-2-5-14)21(25)26-11-15-6-3-7-17(27)19(15)20(23)24/h1,3-10,12,16,27H,2,11H2,(H,23,24)/b9-8+/t16-/m1/s1;C21H17O4S2Cl;432;4.26;5.20;-0.66;5.08;-190
Oc1ccc(c(c1)C(=O)O)c1cnn(c1)CCC#CC;12/000000035;InChI=1S/C15H14N2O3/c1-2-3-4-7-17-10-11(9-16-17)13-6-5-12(18)8-14(13)15(19)20/h5-6,8-10,18H,4,7H2,1H3,(H,19,20);C15H14N2O3;270;2.48;4.12;-5.42;3.58;-160
OC(=O)c1cc(OC)ccc1c1nnc([nH]1)C(=O)OC;12/000000044;InChI=1S/C12H11N3O5/c1-19-6-3-4-7(8(5-6)11(16)17)9-13-10(15-14-9)12(18)20-2/h3-5H,1-2H3,(H,16,17)(H,13,14,15);C12H11N3O5;277;2.48;4.68;-0.09;5.09;-200
Oc1ccc(c(c1)C(=O)O)c1ccccc1;12/000000072;InChI=1S/C13H10O3/c14-10-6-7-11(12(8-10)13(15)16)9-4-2-1-3-5-9/h1-8,14H,(H,15,16);C13H10O3;214;3.17;4.17;-4.99;1.00;-160
OC(=O)c1c(ccc(c1)OC)N/C=C/c1nnc[nH]1;12/000000055;InChI=1S/C12H12N4O3/c1-19-8-2-3-10(9(6-8)12(17)18)13-5-4-11-14-7-15-16-11/h2-7,13H,1H3,(H,17,18)(H,14,15,16)/b5-4+;C12H12N4O3;260;2.39;4.12;-8.97;3.58;-80
OC(=O)c1ccccc1COC(=O)[C@@H](c1cnc[nH]1)/C=C/c1csc(c1)Cl;12/000000059;InChI=1S/C19H15ClN2O4S/c20-17-7-12(10-27-17)5-6-15(16-8-21-11-22-16)19(25)26-9-13-3-1-2-4-14(13)18(23)24/h1-8,10-11,15H,9H2,(H,21,22)(H,23,24)/b6-5+/t15-/m1/s1;C19H15N2O4SCl;402;2.92;4.91;-1.85;3.72;-190
Oc1ccc(c(c1)C(=O)O)c1cnn(c1)CCC#CC;12/000000037;InChI=1S/C15H14N2O3/c1-2-3-4-7-17-10-11(9-16-17)13-6-5-12(18)8-14(13)15(19)20/h5-6,8-10,18H,4,7H2,1H3,(H,19,20);C15H14N2O3;270;2.48;4.11;-3.38;3.58;-160
OC(=O)c1c(ccc(c1)OC)N/C=C/c1nnc[nH]1;12/000000057;InChI=1S/C12H12N4O3/c1-19-8-2-3-10(9(6-8)12(17)18)13-5-4-11-14-7-15-16-11/h2-7,13H,1H3,(H,17,18)(H,14,15,16)/b5-4+;C12H12N4O3;260;2.39;4.17;-8.68;3.58;-80
OC(=O)c1c(O)c(OC)ccc1COC(=O)CS;12/000000100;InChI=1S/C11H12O6S/c1-16-7-3-2-6(4-17-8(12)5-18)9(10(7)13)11(14)15/h2-3,13,18H,4-5H2,1H3,(H,14,15);C11H12O6S;272;1.22;4.11;-6.44;2.22;-40
Oc1ccc(c(c1)C(=O)O)C(=O)CCCNCc1occn1;12/000000078;InChI=1S/C15H16N2O5/c18-10-3-4-11(12(8-10)15(20)21)13(19)2-1-5-16-9-14-17-6-7-22-14/h3-4,6-8,16,18H,1-2,5,9H2,(H,20,21);C15H16N2O5;304;0.42;4.22;-5.84;5.09;-40
Oc1ccc(c(c1)C(=O)O)c1nc(sc1)CC(=O)OCC;12/000000020;InChI=1S/C14H13NO5S/c1-2-20-13(17)6-12-15-11(7-21-12)9-4-3-8(16)5-10(9)14(18)19/h3-5,7,16H,2,6H2,1H3,(H,18,19);C14H13NO5S;307;1.87;4.14;-9.15;5.09;-200
OC(=O)c1cn[nH]c1/C=C/[C@]1(C=C)C=C(CN1)CSC;12/000000063;InChI=1S/C14H17N3O2S/c1-3-14(6-10(7-15-14)9-20-2)5-4-12-11(13(18)19)8-16-17-12/h3-6,8,15H,1,7,9H2,2H3,(H,16,17)(H,18,19)/b5-4+/t14-/m1/s1;C14H17N3O2S;291;1.94;4.01;-4.63;5.09;-190
OC(=O)c1cc(OC)ccc1c1n[nH]cc1Br;12/000000113;InChI=1S/C11H9BrN2O3/c1-17-6-2-3-7(8(4-6)11(15)16)10-9(12)5-13-14-10/h2-5H,1H3,(H,13,14)(H,15,16);C11H9N2O3Br;297;2.90;4.19;-5.34;2.22;-160
OC(=O)c1c(ccc(c1)OC)c1nnc([nH]1)CCC=C;12/000000156;InChI=1S/C14H15N3O3/c1-3-4-5-12-15-13(17-16-12)10-7-6-9(20-2)8-11(10)14(18)19/h3,6-8H,1,4-5H2,2H3,(H,18,19)(H,15,16,17);C14H15N3O3;273;3.37;4.42;-6.35;5.09;-180
OC(=O)c1ccccc1/N=C\1/N[C@H](CC1)/C=C/N;12/000000108;InChI=1S/C13H15N3O2/c14-8-7-9-5-6-12(15-9)16-11-4-2-1-3-10(11)13(17)18/h1-4,7-9H,5-6,14H2,(H,15,16)(H,17,18)/b8-7+/t9-/m1/s1;C13H15N3O2;245;1.19;4.02;-10.15;3.58;-190
OC(=O)C1=C(C#Cc2cscc2Br)NC=CC1;12/000000133;InChI=1S/C12H8BrNO2S/c13-10-7-17-6-8(10)3-4-11-9(12(15)16)2-1-5-14-11/h1,5-7,14H,2H2,(H,15,16);C12H8NO2SBr;310;3.18;4.25;-7.75;23.40;-20
Oc1ccc(c(c1)C(=O)O)C(=O)[C@H](CCCl)N1CNCCC1;12/000000075;InChI=1S/C15H19ClN2O4/c16-5-4-13(18-7-1-6-17-9-18)14(20)11-3-2-10(19)8-12(11)15(21)22/h2-3,8,13,17,19H,1,4-7,9H2,(H,21,22)/t13-/m0/s1;C15H19N2O4Cl;326;1.72;4.34;-7.98;4.94;-190
OC(=O)C1=C(C#Cc2snnc2)NC=CC1;12/000000171;InChI=1S/C10H7N3O2S/c14-10(15)8-2-1-5-11-9(8)4-3-7-6-12-13-16-7/h1,5-6,11H,2H2,(H,14,15);C10H7N3O2S;233;2.16;4.27;-8.38;24.50;-20
