SMILES,Name,InChI,Formula,MW,LogP,pKd,Structure,Synthesize,Chemical,SA_Score,SA_Score_Binary
OC(=O)c1cc(oc1CNCO)C1=C(OC(=CC1)CS)CCC,15/000000014,"InChI=1S/C16H21NO5S/c1-2-3-13-11(5-4-10(8-23)21-13)14-6-12(16(19)20)15(22-14)7-17-9-18/h4,6,17-18,23H,2-3,5,7-9H2,1H3,(H,19,20)",C16H21NO5S,339,1.12,4.54,-5.72,24.9,-180,3.9010203018199867,1
OCC#C[C@H](c1cc[nH]c1)c1n[nH]c(=S)o1,29/000000004,"InChI=1S/C10H9N3O2S/c14-5-1-2-8(7-3-4-11-6-7)9-12-13-10(16)15-9/h3-4,6,8,11,14H,5H2,(H,13,16)/t8-/m1/s1",C10H9N3O2S,235,0.87,4.53,-0.35,23.1,-150,4.389059238575383,1
NC(c1s/c(=N/CC)/[nH]c1)N,13/000000049,"InChI=1S/C6H12N4S/c1-2-9-6-10-3-4(11-6)5(7)8/h3,5H,2,7-8H2,1H3,(H,9,10)",C6H12N4S,172,-0.32,4.53,4.74,2.22,-170,4.217675720912614,1
C(=C)Nc1cccc(c1C#C[C@@H](Cc1cnc[nH]1)S=O)F,5/000000010,"InChI=1S/C15H14FN3OS/c1-2-18-15-5-3-4-14(16)13(15)7-6-12(21-20)8-11-9-17-10-19-11/h2-5,9-10,12,18,21H,1,8H2,(H,17,19)/t12-/m0/s1",C15H14N3OSF,303,0.81,4.52,3.92,24.6,-150,4.303938229813067,1
OC(=O)CNC(=O)C1=CCC[C@@H](O1)CCO,30/000000058,"InChI=1S/C10H15NO5/c12-5-4-7-2-1-3-8(16-7)10(15)11-6-9(13)14/h3,7,12H,1-2,4-6H2,(H,11,15)(H,13,14)/t7-/m1/s1",C10H15NO5,229,-0.4,4.52,0.8,3.58,-150,3.3064190287851734,1
OCC#CCNc1nc(ncc1)CCCNOCC/C(=C/C)/C,6/000000191,"InChI=1S/C17H26N4O2/c1-3-15(2)9-14-23-20-11-6-7-16-19-12-8-17(21-16)18-10-4-5-13-22/h3,8,12,20,22H,6-7,9-11,13-14H2,1-2H3,(H,18,19,21)/b15-3+",C17H26N4O2,318,1.32,4.51,5.37,4.94,-170,3.410115996750058,1
C=C([C@H]1OC(=NC1)NCCC)CN,30/000000014,"InChI=1S/C9H17N3O/c1-3-4-11-9-12-6-8(13-9)7(2)5-10/h8H,2-6,10H2,1H3,(H,11,12)/t8-/m0/s1",C9H17N3O,183,0.39,4.51,5.78,2.22,-170,4.305012051697415,1
OCC#CCNc1nc(ncc1)CC[C@@H]1OCC1,6/000000054,"InChI=1S/C13H17N3O2/c17-9-2-1-7-14-13-5-8-15-12(16-13)4-3-11-6-10-18-11/h5,8,11,17H,3-4,6-7,9-10H2,(H,14,15,16)/t11-/m0/s1",C13H17N3O2,247,0.22,4.51,9.74,3.58,-150,3.434903999869853,1
NCC#C[C@H](C1=NN=CNC1)C=C,4/000000010,"InChI=1S/C9H12N4/c1-2-8(4-3-5-10)9-6-11-7-12-13-9/h2,7-8H,1,5-6,10H2,(H,11,12)/t8-/m1/s1",C9H12N4,176,0.63,4.51,1.8,17.1,-150,5.249536583921947,1
Sc1ccc(c(c1)NC(=S)Nc1cccc2c1C(=O)OC2)Cl,19/000000001,"InChI=1S/C15H11ClN2O2S2/c16-10-5-4-9(21)6-12(10)18-15(22)17-11-3-1-2-8-7-20-14(19)13(8)11/h1-6,21H,7H2,(H2,17,18,22)",C15H11N2O2S2Cl,350,3.88,4.51,-7.23,21.5,-80,2.6722856400651693,1
OC/C(=C\C1=NOCN1)/[C@H](c1nnc[nH]1)O,24/000000072,"InChI=1S/C8H11N5O3/c14-2-5(1-6-10-4-16-13-6)7(15)8-9-3-11-12-8/h1,3,7,14-15H,2,4H2,(H,10,13)(H,9,11,12)/b5-1+/t7-/m1/s1",C8H11N5O3,225,-0.27,4.5,7.34,2.22,-150,5.174181312153978,1
S[C@H](C/C=C\c1ccc(c(c1ON)CN)I)C(=O)OC,18/000000060,"InChI=1S/C13H17IN2O3S/c1-18-13(17)11(20)4-2-3-8-5-6-10(14)9(7-15)12(8)19-16/h2-3,5-6,11,20H,4,7,15-16H2,1H3/b3-2-/t11-/m1/s1",C13H17N2O3SI,408,1.45,4.5,-7.08,3.72,-170,3.987326558618488,1
NC(c1s/c(=N/CBr)/[nH]c1)N,13/000000051,"InChI=1S/C5H9BrN4S/c6-2-10-5-9-1-3(11-5)4(7)8/h1,4H,2,7-8H2,(H,9,10)",C5H9N4SBr,237,0.0,4.49,5.33,14.5,-150,4.633166490143384,1
OC(=O)Cc1[nH]cc(c1)CCC#CCO,6/000000087,"InChI=1S/C11H13NO3/c13-5-3-1-2-4-9-6-10(12-8-9)7-11(14)15/h6,8,12-13H,2,4-5,7H2,(H,14,15)",C11H13NO3,207,0.01,4.49,8.58,2.35,0,3.187764986935786,1
c1cccc(c1)C(=O)NNC(=O)[C@@H](c1cccnc1N)F,13/000000003,"InChI=1S/C14H13FN4O2/c15-11(10-7-4-8-17-12(10)16)14(21)19-18-13(20)9-5-2-1-3-6-9/h1-8,11H,(H2,16,17)(H,18,20)(H,19,21)/t11-/m1/s1",C14H13N4O2F,288,1.55,4.49,0.89,2.48,-150,2.696153471012545,1
OC(=O)/C=C\c1ccc2c(c1)ncc(c2)CS,27/000000002,"InChI=1S/C13H11NO2S/c15-13(16)4-2-9-1-3-11-5-10(8-17)7-14-12(11)6-9/h1-7,17H,8H2,(H,15,16)/b4-2-",C13H11NO2S,245,2.38,4.48,-3.01,2.22,-80,2.4941079279944027,1
Oc1c(I)ccc(c1)[C@@H](c1nnc([nH]1)S)Br,18/000000043,"InChI=1S/C9H7BrIN3OS/c10-7(8-12-9(16)14-13-8)4-1-2-5(11)6(15)3-4/h1-3,7,15H,(H2,12,13,14,16)/t7-/m0/s1",C9H7N3OSBrI,412,4.4,4.48,-7.6,17.3,-170,4.0504358120019575,1
OCC#CCNc1nc(ncc1)C[NH2+]CC,6/000000012,"InChI=1S/C11H16N4O/c1-2-12-9-11-14-7-5-10(15-11)13-6-3-4-8-16/h5,7,12,16H,2,6,8-9H2,1H3,(H,13,14,15)/p+1",C11H17N4O,221,-0.25,4.48,7.85,3.58,-20,4.025026401769737,1
O[C@@H](c1nnc[nH]1)c1ncc(cc1)CCCS,24/000000061,"InChI=1S/C11H14N4OS/c16-10(11-13-7-14-15-11)9-4-3-8(6-12-9)2-1-5-17/h3-4,6-7,10,16-17H,1-2,5H2,(H,13,14,15)/t10-/m1/s1",C11H14N4OS,250,1.75,4.47,9.11,3.72,-150,3.7795891190079516,1
Oc1ccncc1[C@H](c1nnc[nH]1)N,24/000000080,"InChI=1S/C8H9N5O/c9-7(8-11-4-12-13-8)5-3-10-2-1-6(5)14/h1-4,7H,9H2,(H,10,14)(H,11,12,13)/t7-/m1/s1",C8H9N5O,191,0.1,4.47,5.91,13.4,-150,3.856610964303804,1
OC(=O)[C@H](CCCCC/N=c\1/scc[nH]1)CN,13/000000050,"InChI=1S/C11H19N3O2S/c12-8-9(10(15)16)4-2-1-3-5-13-11-14-6-7-17-11/h6-7,9H,1-5,8,12H2,(H,13,14)(H,15,16)/t9-/m1/s1",C11H19N3O2S,257,1.11,4.47,0.02,3.58,-150,3.841885037375299,1
OCC#CCNc1nc(ncc1)CCCNOCCBr,6/000000127,"InChI=1S/C13H19BrN4O2/c14-6-11-20-17-8-3-4-12-16-9-5-13(18-12)15-7-1-2-10-19/h5,9,17,19H,3-4,6-8,10-11H2,(H,15,16,18)",C13H19N4O2Br,343,1.48,4.47,7.38,3.58,0,3.3500985540121277,1
OCC#CCNc1nc(ncc1)C[NH2+][C@@H]1C=COC1,6/000000055,"InChI=1S/C13H16N4O2/c18-7-2-1-5-14-12-3-6-15-13(17-12)9-16-11-4-8-19-10-11/h3-4,6,8,11,16,18H,5,7,9-10H2,(H,14,15,17)/p+1/t11-/m1/s1",C13H17N4O2,261,-0.19,4.47,9.58,3.58,-150,4.743107783674644,1
O[C@H](C)c1c(C#CC2=CCNN2)onc1C[NH3+],27/000000010,"InChI=1S/C11H14N4O2/c1-7(16)11-9(6-12)15-17-10(11)3-2-8-4-5-13-14-8/h4,7,13-14,16H,5-6,12H2,1H3/p+1/t7-/m1/s1",C11H15N4O2,235,0.83,4.46,-1.91,21.4,-170,5.259105229682992,1
N(Cc1n[nH]c(n1)[C@H](/C=C\c1oc(=S)[nH]n1)NN)C,17/000000019,"InChI=1S/C9H14N8OS/c1-11-4-6-12-8(16-14-6)5(13-10)2-3-7-15-17-9(19)18-7/h2-3,5,11,13H,4,10H2,1H3,(H,17,19)(H,12,14,16)/b3-2-/t5-/m0/s1",C9H14N8OS,282,-0.34,4.46,-2.17,5.09,-190,4.635654578546441,1
OCC#CCCc1c[nH]c(c1)COC(=O)C=C,6/000000036,"InChI=1S/C13H15NO3/c1-2-13(16)17-10-12-8-11(9-14-12)6-4-3-5-7-15/h2,8-9,14-15H,1,4,6-7,10H2",C13H15NO3,233,0.8,4.46,8.53,3.58,0,3.272134851071325,1
OCC#CCNc1nc(ncc1)CCc1[nH]ccc1,6/000000042,"InChI=1S/C14H16N4O/c19-11-2-1-8-16-14-7-10-17-13(18-14)6-5-12-4-3-9-15-12/h3-4,7,9-10,15,19H,5-6,8,11H2,(H,16,17,18)",C14H16N4O,256,0.54,4.45,10.68,3.58,0,3.137298119348694,1
OCC#CCNc1nc(ncc1)CCC1=C[C@@H](NN1)CO,6/000000137,"InChI=1S/C14H19N5O2/c20-8-2-1-6-15-14-5-7-16-13(17-14)4-3-11-9-12(10-21)19-18-11/h5,7,9,12,18-21H,3-4,6,8,10H2,(H,15,16,17)/t12-/m1/s1",C14H19N5O2,289,-0.07,4.45,11.03,3.58,-150,4.238954257555816,1
O[C@@H](c1nnc[nH]1)/C=C/C1=CC=CNC1,24/000000041,"InChI=1S/C10H12N4O/c15-9(10-12-7-13-14-10)4-3-8-2-1-5-11-6-8/h1-5,7,9,11,15H,6H2,(H,12,13,14)/b4-3+/t9-/m1/s1",C10H12N4O,204,0.59,4.45,7.92,2.22,-150,4.801881294618381,1
c1nc2c(o1)cccc2CCNCN,18/000000096,"InChI=1S/C10H13N3O/c11-6-12-5-4-8-2-1-3-9-10(8)13-7-14-9/h1-3,7,12H,4-6,11H2",C10H13N3O,191,0.24,4.45,2.59,2.48,-40,2.8017188596133398,1
Sc1ccc(cc1)C(=O)CCc1nnc[nH]1,12/000000012,"InChI=1S/C11H11N3OS/c15-10(5-6-11-12-7-13-14-11)8-1-3-9(16)4-2-8/h1-4,7,16H,5-6H2,(H,12,13,14)",C11H11N3OS,233,2.97,4.45,2.54,2.35,0,2.966701652605858,1
OCC#CCNc1nc(ncc1)CC[C@H](C)Cl,6/000000034,"InChI=1S/C12H16ClN3O/c1-10(13)4-5-11-15-8-6-12(16-11)14-7-2-3-9-17/h6,8,10,17H,4-5,7,9H2,1H3,(H,14,15,16)/t10-/m0/s1",C12H16N3OCl,253,1.29,4.44,9.1,3.58,-170,3.5554340758368372,1
OCNCC[C@H](c1nnc[nH]1)O,24/000000042,"InChI=1S/C6H12N4O2/c11-4-7-2-1-5(12)6-8-3-9-10-6/h3,5,7,11-12H,1-2,4H2,(H,8,9,10)/t5-/m1/s1",C6H12N4O2,172,-0.25,4.43,6.29,2.22,-150,4.159081736399595,1
O=c1o[nH]c(n1)[C@H](NCBr)c1ccc(c(c1)C(=O)N)Cl,10/000000001,"InChI=1S/C11H10BrClN4O3/c12-4-15-8(10-16-11(19)20-17-10)5-1-2-7(13)6(3-5)9(14)18/h1-3,8,15H,4H2,(H2,14,18)(H,16,17,19)/t8-/m1/s1",C11H10N4O3ClBr,361,0.79,4.43,-2.59,5.09,-150,3.663945020156951,1
Oc1c(Cl)c(/C(=C(\C(=O)C)/N)/c2noc(c2)CCN)ccc1Cl,21/000000014,"InChI=1S/C15H15Cl2N3O3/c1-7(21)14(19)12(11-6-8(4-5-18)23-20-11)9-2-3-10(16)15(22)13(9)17/h2-3,6,22H,4-5,18-19H2,1H3/b14-12-",C15H15N3O3Cl2,355,2.27,4.43,-6.44,3.58,-40,3.2171112369936843,1
Sc1nnc(o1)CCC(N)N,23/000000034,"InChI=1S/C5H10N4OS/c6-3(7)1-2-4-8-9-5(11)10-4/h3H,1-2,6-7H2,(H,9,11)",C5H10N4OS,174,0.37,4.42,-0.37,2.22,-150,3.522954182451077,1
N(C(=O)[C@@H](CCCOCC)c1nnc[nH]1)N,12/000000011,"InChI=1S/C9H17N5O2/c1-2-16-5-3-4-7(9(15)13-10)8-11-6-12-14-8/h6-7H,2-5,10H2,1H3,(H,13,15)(H,11,12,14)/t7-/m0/s1",C9H17N5O2,227,0.02,4.42,7.41,3.58,-170,3.704873084729229,1
SC/C=C/[C@H](c1nnc[nH]1)N,24/000000058,"InChI=1S/C6H10N4S/c7-5(2-1-3-11)6-8-4-9-10-6/h1-2,4-5,11H,3,7H2,(H,8,9,10)/b2-1+/t5-/m1/s1",C6H10N4S,170,1.12,4.42,6.43,2.22,-150,4.941202166521799,1
c1nnc(o1)[C@@](Cc1ccccc1)(NN)Br,17/000000034,"InChI=1S/C10H11BrN4O/c11-10(15-12,9-14-13-7-16-9)6-8-4-2-1-3-5-8/h1-5,7,15H,6,12H2/t10-/m1/s1",C10H11N4OBr,283,2.25,4.42,-4.23,2.22,-170,3.6718374994449485,1
OC(=O)c1c(OC(=O)CCCCC)cc(c(c1)Cl)NCS,28/000000026,"InChI=1S/C14H18ClNO4S/c1-2-3-4-5-13(17)20-12-7-11(16-8-21)10(15)6-9(12)14(18)19/h6-7,16,21H,2-5,8H2,1H3,(H,18,19)",C14H18NO4SCl,331,3.33,4.42,-4.74,2.48,-110,2.529344835007068,1
OCC#C[C@@H](C1=CCC=C1)/C=C/CO,3/000000002,"InChI=1S/C12H14O2/c13-9-3-7-12(8-4-10-14)11-5-1-2-6-11/h1,3,5-7,12-14H,2,9-10H2/b7-3+/t12-/m0/s1",C12H14O2,190,0.45,4.42,0.82,3.72,-150,4.557901348919189,1
Oc1c(cccc1I)NC(=O)c1n[nH]c(c1)C(=C(C)C)C,18/000000074,"InChI=1S/C15H16IN3O2/c1-8(2)9(3)12-7-13(19-18-12)15(21)17-11-6-4-5-10(16)14(11)20/h4-7,20H,1-3H3,(H,17,21)(H,18,19)",C15H16N3O2I,397,3.18,4.41,-5.9,3.72,-200,2.86695293217306,1
Oc1c(I)ccc(c1)O[C@H](C[NH3+])CF,18/000000039,"InChI=1S/C9H11FINO2/c10-4-7(5-12)14-6-1-2-8(11)9(13)3-6/h1-3,7,13H,4-5,12H2/p+1/t7-/m0/s1",C9H12NO2FI,312,2.49,4.41,-5.66,2.22,-150,3.9852306201742502,1
Sc1n[nH]c(n1)[C@](C1=CC(=O)CO1)(NN)Br,17/000000003,"InChI=1S/C7H8BrN5O2S/c8-7(13-9,4-1-3(14)2-15-4)5-10-6(16)12-11-5/h1,13H,2,9H2,(H2,10,11,12,16)/t7-/m0/s1",C7H8N5O2SBr,306,-0.17,4.41,-1.63,21.6,-150,4.967258888925032,1
OCC#CCNc1nc(ncc1)CC/C=C\COC,6/000000164,"InChI=1S/C14H19N3O2/c1-19-12-6-2-3-7-13-16-10-8-14(17-13)15-9-4-5-11-18/h2,6,8,10,18H,3,7,9,11-12H2,1H3,(H,15,16,17)/b6-2-",C14H19N3O2,261,0.43,4.41,7.83,3.58,-20,3.2010606917762647,1
OCC#CCNc1nc(ncc1)CCCNOCCC,6/000000117,"InChI=1S/C14H22N4O2/c1-2-12-20-17-9-5-6-13-16-10-7-14(18-13)15-8-3-4-11-19/h7,10,17,19H,2,5-6,8-9,11-12H2,1H3,(H,15,16,18)",C14H22N4O2,278,1.16,4.41,8.73,3.58,-20,3.1749112861076174,1
OCC#C/C=C/[C@H](c1nnc[nH]1)O,24/000000021,"InChI=1S/C8H9N3O2/c12-5-3-1-2-4-7(13)8-9-6-10-11-8/h2,4,6-7,12-13H,5H2,(H,9,10,11)/b4-2+/t7-/m1/s1",C8H9N3O2,179,0.33,4.41,5.92,2.22,-150,4.6285440683294325,1
C(=C\[C@H](c1nnc[nH]1)N)/CS(=O)=O,24/000000076,"InChI=1S/C6H10N4O2S/c7-5(2-1-3-13(11)12)6-8-4-9-10-6/h1-2,4-5,13H,3,7H2,(H,8,9,10)/b2-1+/t5-/m1/s1",C6H10N4O2S,202,-0.27,4.41,7.23,2.22,-150,5.3323274363128,1
N=C1NCC[C@@H]1CONCCCc1nccc(n1)NCC#CCO,6/000000134,"InChI=1S/C16H24N6O2/c17-16-13(5-9-20-16)12-24-21-8-3-4-14-19-10-6-15(22-14)18-7-1-2-11-23/h6,10,13,21,23H,3-5,7-9,11-12H2,(H2,17,20)(H,18,19,22)/t13-/m1/s1",C16H24N6O2,332,0.4,4.41,7.05,4.94,-150,4.227768622162125,1
NC(C(=O)c1cccc(c1N(=O)=O)NC(=O)c1nnsc1)N,6/000000202,"InChI=1S/C11H10N6O4S/c12-10(13)9(18)5-2-1-3-6(8(5)17(20)21)14-11(19)7-4-22-16-15-7/h1-4,10H,12-13H2,(H,14,19)",C11H10N6O4S,322,0.87,4.4,-4.03,3.58,-190,3.004338741802141,1
Oc1c(N(=O)=O)cccc1[C@@H](N)F,1/000000004,"InChI=1S/C7H7FN2O3/c8-7(9)4-2-1-3-5(6(4)11)10(12)13/h1-3,7,11H,9H2/t7-/m1/s1",C7H7N2O3F,186,1.0,4.4,-3.9,1.23,-170,3.1023844498874604,1
Oc1c(Cl)c(/C(=C(\c2nc(ncc2)N)/N)/c2nocc2)ccc1Cl,21/000000005,"InChI=1S/C15H11Cl2N5O2/c16-8-2-1-7(12(17)14(8)23)11(9-4-6-24-22-9)13(18)10-3-5-20-15(19)21-10/h1-6,23H,18H2,(H2,19,20,21)/b13-11-",C15H11N5O2Cl2,363,2.78,4.4,-6.25,3.58,-60,3.282123733955574,1
OCC#CCCc1c[nH]c(c1)[C@H](SC)O,6/000000099,"InChI=1S/C11H15NO2S/c1-15-11(14)10-7-9(8-12-10)5-3-2-4-6-13/h7-8,11-14H,3,5-6H2,1H3/t11-/m0/s1",C11H15NO2S,225,0.55,4.4,9.33,2.35,-170,4.196858167745253,1
OC(=O)CNC(=O)C1=CCC[C@@H](O1)C=C,30/000000053,"InChI=1S/C10H13NO4/c1-2-7-4-3-5-8(15-7)10(14)11-6-9(12)13/h2,5,7H,1,3-4,6H2,(H,11,14)(H,12,13)/t7-/m0/s1",C10H13NO4,211,0.63,4.4,1.77,3.58,-150,3.5505232441322807,1
C#CC/C=C/[C@@H](c1nc(sc1)N)NN,17/000000010,"InChI=1S/C9H12N4S/c1-2-3-4-5-7(13-11)8-6-14-9(10)12-8/h1,4-7,13H,3,11H2,(H2,10,12)/b5-4+/t7-/m0/s1",C9H12N4S,208,-0.12,4.39,-0.62,3.58,-150,4.49940259152274,1
OC(=O)/C=C/[C@H](c1nnc[nH]1)N,24/000000016,"InChI=1S/C6H8N4O2/c7-4(1-2-5(11)12)6-8-3-9-10-6/h1-4H,7H2,(H,11,12)(H,8,9,10)/b2-1+/t4-/m1/s1",C6H8N4O2,168,0.03,4.38,6.0,2.22,-150,4.206115960998525,1
Oc1ncc(cc1C(=O)NN)/C=C/[C@H]1SC=CC1,20/000000013,"InChI=1S/C12H13N3O2S/c13-15-12(17)10-6-8(7-14-11(10)16)3-4-9-2-1-5-18-9/h1,3-7,9H,2,13H2,(H,14,16)(H,15,17)/b4-3+/t9-/m0/s1",C12H13N3O2S,263,1.0,4.38,-5.54,3.72,-190,4.048037953924848,1
OCC#CCNc1nc(ncc1)CCC=C,6/000000014,"InChI=1S/C12H15N3O/c1-2-3-6-11-14-9-7-12(15-11)13-8-4-5-10-16/h2,7,9,16H,1,3,6,8,10H2,(H,13,14,15)",C12H15N3O,217,0.64,4.38,9.68,3.58,0,3.1291922880573626,1
OCC#CCNCCCC#CC[C@@H]1ON=CN1,6/000000155,"InChI=1S/C12H17N3O2/c16-10-6-5-9-13-8-4-2-1-3-7-12-14-11-15-17-12/h11-13,16H,2,4,7-10H2,(H,14,15)/t12-/m0/s1",C12H17N3O2,235,0.77,4.38,9.4,3.58,-150,4.63141026814453,1
NN[C@H](c1nc(n[nH]1)CC#CCBr)C=C,17/000000024,"InChI=1S/C9H12BrN5/c1-2-7(13-11)9-12-8(14-15-9)5-3-4-6-10/h2,7,13H,1,5-6,11H2,(H,12,14,15)/t7-/m0/s1",C9H12N5Br,270,0.92,4.38,3.7,20.2,-150,4.75182190400899,1
SCC1=CCC(=C(O1)CCC)c1occ(c1)C(=O)O,15/000000005,"InChI=1S/C14H16O4S/c1-2-3-12-11(5-4-10(8-19)18-12)13-6-9(7-17-13)14(15)16/h4,6-7,19H,2-3,5,8H2,1H3,(H,15,16)",C14H16O4S,280,2.17,4.38,-5.25,21.1,-180,3.694936897080394,1
OCC#CCNc1nc(ncc1)CCCNOC[C@H]1OC(=O)CC1,6/000000181,"InChI=1S/C16H22N4O4/c21-11-2-1-8-17-15-7-10-18-14(20-15)4-3-9-19-23-12-13-5-6-16(22)24-13/h7,10,13,19,21H,3-6,8-9,11-12H2,(H,17,18,20)/t13-/m0/s1",C16H22N4O4,334,0.43,4.38,7.12,4.94,-150,3.835566424359926,1
C(=C)CN/C=C/Cc1nnc([nH]1)C1=CCC=CO1,17/000000083,"InChI=1S/C13H16N4O/c1-2-8-14-9-5-7-12-15-13(17-16-12)11-6-3-4-10-18-11/h2,4-6,9-10,14H,1,3,7-8H2,(H,15,16,17)/b9-5+",C13H16N4O,244,3.18,4.38,-2.42,21.3,-160,4.330547501463612,1
OCC(=O)c1cccc(c1c1nncs1)NC(=O)c1nnsc1,6/000000200,"InChI=1S/C13H9N5O3S2/c19-4-10(20)7-2-1-3-8(11(7)13-17-14-6-22-13)15-12(21)9-5-23-18-16-9/h1-3,5-6,19H,4H2,(H,15,21)",C13H9N5O3S2,347,2.78,4.38,-3.47,3.58,-160,3.000714598148658,1
SC[C@@H](Cc1ccc(c(c1Br)O)Br)OCC(=O)NO,20/000000001,"InChI=1S/C11H13Br2NO4S/c12-8-2-1-6(10(13)11(8)16)3-7(5-19)18-4-9(15)14-17/h1-2,7,16-17,19H,3-5H2,(H,14,15)/t7-/m1/s1",C11H13NO4SBr2,415,2.52,4.38,-4.24,5.09,-150,3.5862633266610704,1
OCC#C[C@H](C/C=C(\CS)/N)c1csc(=O)[nH]1,3/000000012,"InChI=1S/C11H14N2O2S2/c12-9(6-16)4-3-8(2-1-5-14)10-7-17-11(15)13-10/h4,7-8,14,16H,3,5-6,12H2,(H,13,15)/b9-4+/t8-/m1/s1",C11H14N2O2S2,270,0.07,4.37,-3.06,3.85,-170,4.803028572563516,1
O[C@@H](c1nnc[nH]1)c1nc(sc1)S,24/000000013,"InChI=1S/C6H6N4OS2/c11-4(5-7-2-8-10-5)3-1-13-6(12)9-3/h1-2,4,11H,(H,9,12)(H,7,8,10)/t4-/m1/s1",C6H6N4OS2,214,0.73,4.37,6.85,2.22,-150,4.680628060013423,1
Oc1noc(c1)/C(=C\C[C@H](CN)c1nonc1)/N(=O)=O,4/000000025,"InChI=1S/C10H11N5O5/c11-4-6(7-5-12-20-13-7)1-2-8(15(17)18)9-3-10(16)14-19-9/h2-3,5-6H,1,4,11H2,(H,14,16)/b8-2+/t6-/m1/s1",C10H11N5O5,281,1.52,4.37,-5.86,5.08,-170,4.640986998178928,1
OCC#CCNc1nc(ncc1)CCCC(=O)C,6/000000052,"InChI=1S/C13H17N3O2/c1-11(18)5-4-6-12-15-9-7-13(16-12)14-8-2-3-10-17/h7,9,17H,4-6,8,10H2,1H3,(H,14,15,16)",C13H17N3O2,247,0.03,4.37,9.04,3.58,-20,2.901570177123137,1
O[C@@H](c1cc(C(=O)N)cc(c1)N(=O)=O)Cl,3/000000016,"InChI=1S/C8H7ClN2O4/c9-7(12)4-1-5(8(10)13)3-6(2-4)11(14)15/h1-3,7,12H,(H2,10,13)/t7-/m0/s1",C8H7N2O4Cl,230,0.5,4.37,-1.42,2.22,-150,3.013278793273572,1
Sc1nnc(o1)c1cccc(c1N(=O)=O)CCCO,5/000000002,"InChI=1S/C11H11N3O4S/c15-6-2-4-7-3-1-5-8(9(7)14(16)17)10-12-13-11(19)18-10/h1,3,5,15H,2,4,6H2,(H,13,19)",C11H11N3O4S,281,2.88,4.37,-5.39,21.9,-140,2.888024850636274,1
OCC#CCNc1nc(ncc1)CC/C=C/C,6/000000125,"InChI=1S/C13H17N3O/c1-2-3-4-7-12-15-10-8-13(16-12)14-9-5-6-11-17/h2-3,8,10,17H,4,7,9,11H2,1H3,(H,14,15,16)/b3-2+",C13H17N3O,231,0.95,4.37,9.28,3.58,-20,3.1945673667699124,1
OCC#CCNc1nc(ncc1)CCNCNCCC,6/000000031,"InChI=1S/C14H23N5O/c1-2-7-15-12-16-9-5-13-18-10-6-14(19-13)17-8-3-4-11-20/h6,10,15-16,20H,2,5,7-9,11-12H2,1H3,(H,17,18,19)",C14H23N5O,277,0.01,4.37,6.96,3.58,-20,3.144339933322473,1
OC[C@H](/C(=C/CS)/c1ccccc1)c1nnc(o1)S,23/000000044,"InChI=1S/C13H14N2O2S2/c16-8-11(12-14-15-13(19)17-12)10(6-7-18)9-4-2-1-3-5-9/h1-6,11,16,18H,7-8H2,(H,15,19)/b10-6+/t11-/m1/s1",C13H14N2O2S2,294,3.06,4.37,-7.45,5.09,-190,3.858803296495158,1
S[C@@H](C[NH2+]Cc1oc(=S)[nH]n1)CN,29/000000010,"InChI=1S/C6H12N4OS2/c7-1-4(12)2-8-3-5-9-10-6(13)11-5/h4,8,12H,1-3,7H2,(H,10,13)/p+1/t4-/m1/s1",C6H13N4OS2,221,0.1,4.37,-0.52,2.22,-150,5.345723590158954,1
c1nnc(n1CCS(=O)(=O)CNCN)SC/C=C/C[NH3+],11/000000025,"InChI=1S/C10H20N6O2S2/c11-3-1-2-5-19-10-15-14-8-16(10)4-6-20(17,18)9-13-7-12/h1-2,8,13H,3-7,9,11-12H2/p+1/b2-1+",C10H21N6O2S2,321,0.03,4.36,0.46,3.58,-170,4.032510850336492,1
c1oc(=O)n(n1)C[C@H](c1n[nH]c(=O)o1)N,28/000000023,"InChI=1S/C6H7N5O4/c7-3(4-9-10-5(12)15-4)1-11-6(13)14-2-8-11/h2-3H,1,7H2,(H,10,12)/t3-/m1/s1",C6H7N5O4,213,-0.35,4.36,-4.54,2.22,-190,4.316033991921078,1
C=CCN/C=C/[C@@H](c1nnc([nH]1)CNC)NC1=NCCO1,17/000000090,"InChI=1S/C13H21N7O/c1-3-5-15-6-4-10(17-13-16-7-8-21-13)12-18-11(9-14-2)19-20-12/h3-4,6,10,14-15H,1,5,7-9H2,2H3,(H,16,17)(H,18,19,20)/b6-4+/t10-/m0/s1",C13H21N7O,291,1.22,4.35,-1.1,23.3,-170,4.728477082272084,1
OCC[C@@](NN)(c1nnco1)Br,17/000000037,"InChI=1S/C5H9BrN4O2/c6-5(10-7,1-2-11)4-9-8-3-12-4/h3,10-11H,1-2,7H2/t5-/m1/s1",C5H9N4O2Br,237,0.03,4.35,-1.58,2.22,-150,4.636941135823699,1
OCC#CCNc1nc(ncc1)CCCNOCCOC(=O)C,6/000000176,"InChI=1S/C15H22N4O4/c1-13(21)22-11-12-23-18-8-4-5-14-17-9-6-15(19-14)16-7-2-3-10-20/h6,9,18,20H,4-5,7-8,10-12H2,1H3,(H,16,17,19)",C15H22N4O4,322,0.41,4.35,7.66,4.94,-110,3.158957255491316,1
