SMILES,Name,InChI,Formula,MW,LogP,pKd,Structure,Synthesize,Chemical,SA_Score,SA_Score_Binary,Database,HBA,HBD,TPSA,RotBonds,NumCarbons,NumOxygens,NumNitrogens,FractionCarbons,FractionOxygens,FractionNitrogens,CSP3,ChiralCarbonFraction,HeavyAtoms,NumRings,AliphaticRings,AromaticRings,Heterocycles,AliphaticHeterocycles,AromaticHeterocycles,SpiroAtoms,BridgeheadAtoms
Oc1c(OC(=O)c2nnc([nH]2)CCN)ccc(c1)[C@@H](CC)S,17/000001269,"InChI=1S/C14H18N4O3S/c1-2-11(22)8-3-4-10(9(19)7-8)21-14(20)13-16-12(5-6-15)17-18-13/h3-4,7,11,19,22H,2,5-6,15H2,1H3,(H,16,17,18)/t11-/m1/s1",C14H18N4O3S,322.109961436,1.6115999999999995,4.7,-1.1,22.6,-190,3.814284940085938,1,CONCAT,7,4,114.11999999999999,6,14,3,4,0.6363636363636364,0.13636363636363635,0.18181818181818182,0.35714285714285715,0.07142857142857142,22,2,0,2,1,0,1,0,0
Oc1c(OC(=O)c2nnc[nH]2)cccc1c1cc[nH]c1,17/000000625,"InChI=1S/C13H10N4O3/c18-11-9(8-4-5-14-6-8)2-1-3-10(11)20-13(19)12-15-7-16-17-12/h1-7,14,18H,(H,15,16,17)",C13H10N4O3,270.07529017999997,1.7245999999999997,4.7,-2.49,3.58,-120,3.2092879439325515,1,CONCAT,5,3,103.88999999999999,3,13,3,4,0.65,0.15,0.2,0.0,0.0,20,3,0,3,2,0,2,0,0
Oc1c(Nc2nncs2)ccc(c1c1nc(c[nH]1)Cl)N,6/000000010,"InChI=1S/C11H9ClN6OS/c12-7-3-14-10(17-7)8-5(13)1-2-6(9(8)19)16-11-18-15-4-20-11/h1-4,19H,13H2,(H,14,17)(H,16,18)",C11H9N6OSCl,308.024707588,2.6130000000000004,4.7,-3.12,24.0,-140,3.312268022112084,1,CONCAT,7,4,112.74,3,11,1,6,0.55,0.05,0.3,0.0,0.0,20,3,0,3,2,0,2,0,0
Sc1c(/C=C/C=C/COCCN)cc(cc1ON)Br,15/000000242,"InChI=1S/C13H17BrN2O2S/c14-11-8-10(13(19)12(9-11)18-16)4-2-1-3-6-17-7-5-15/h1-4,8-9,19H,5-7,15-16H2/b3-1+,4-2+",C13H17N2O2SBr,344.019410884,2.535,4.7,-6.93,2.35,-40,3.499178406514357,1,CONCAT,5,3,70.5,7,13,2,2,0.6842105263157895,0.10526315789473684,0.10526315789473684,0.23076923076923078,0.0,19,1,0,1,0,0,0,0,0
C#Cc1cc(c(cc1)O)CCCCC(=O)O,17/000001632,"InChI=1S/C13H14O3/c1-2-10-7-8-12(14)11(9-10)5-3-4-6-13(15)16/h1,7-9,14H,3-6H2,(H,15,16)",C13H14O3,218.094294308,2.1708999999999996,4.7,-2.43,2.22,0,2.2512061676560258,1,CONCAT,2,2,57.53,5,13,3,0,0.8125,0.1875,0.0,0.3076923076923077,0.0,16,1,0,1,0,0,0,0,0
ONCC(=O)Cc1nnc(s1)c1ccn(c1C)C,1/000000114,"InChI=1S/C11H14N4O2S/c1-7-9(3-4-15(7)2)11-14-13-10(18-11)5-8(16)6-12-17/h3-4,12,17H,5-6H2,1-2H3",C11H14N4O2S,266.083746688,0.9424199999999998,4.69,-2.99,23.7,-180,3.286900656761145,1,CONCAT,7,2,80.03999999999999,5,11,2,4,0.6111111111111112,0.1111111111111111,0.2222222222222222,0.36363636363636365,0.0,18,2,0,2,2,0,2,0,0
Sc1c(/C=C/C=C)cc(cc1ON)Br,15/000000183,"InChI=1S/C10H10BrNOS/c1-2-3-4-7-5-8(11)6-9(13-12)10(7)14/h2-6,14H,1,12H2/b4-3+",C10H10NOSBr,270.96664704,3.1895000000000007,4.69,-6.02,2.35,0,3.576224715246793,1,CONCAT,3,2,35.25,3,10,1,1,0.7142857142857143,0.07142857142857142,0.07142857142857142,0.0,0.0,14,1,0,1,0,0,0,0,0
Oc1c(OC(=O)c2nnc[nH]2)ccc(c1)c1ncsc1C,17/000000160,"InChI=1S/C13H10N4O3S/c1-7-11(15-6-21-7)8-2-3-10(9(18)4-8)20-13(19)12-14-5-16-17-12/h2-6,18H,1H3,(H,14,16,17)",C13H10N4O3S,302.04736118,2.1614199999999997,4.69,-4.25,3.58,-180,3.1947366973552462,1,CONCAT,7,2,100.99,3,13,3,4,0.6190476190476191,0.14285714285714285,0.19047619047619047,0.07692307692307693,0.0,21,3,0,3,2,0,2,0,0
Oc1c(OC(=O)c2nnc([nH]2)CCN)ccc(c1)C/C=C/CC,17/000001571,"InChI=1S/C16H20N4O3/c1-2-3-4-5-11-6-7-13(12(21)10-11)23-16(22)15-18-14(8-9-17)19-20-15/h3-4,6-7,10,21H,2,5,8-9,17H2,1H3,(H,18,19,20)/b4-3+",C16H20N4O3,316.15354049999996,1.7393999999999994,4.69,-2.44,4.94,-80,3.1820462818495736,1,CONCAT,6,3,114.11999999999999,7,16,3,4,0.6956521739130435,0.13043478260869565,0.17391304347826086,0.3125,0.0,23,2,0,2,1,0,1,0,0
Oc1c(OC(=O)C(=O)O)ccc(c1C=C)C1=CCC1,17/000001036,"InChI=1S/C14H12O5/c1-2-9-10(8-4-3-5-8)6-7-11(12(9)15)19-14(18)13(16)17/h2,4,6-7,15H,1,3,5H2,(H,16,17)",C14H11O5,260.06847348400004,2.2024,4.69,-4.6,5.09,-120,2.9414607082304,1,CONCAT,4,2,83.83,3,14,5,0,0.7368421052631579,0.2631578947368421,0.0,0.14285714285714285,0.0,19,2,1,1,0,0,0,0,0
SSCCCCc1oc(nc1)C(=O)Oc1ccc(cc1O)CC(=O)O,17/000001561,"InChI=1S/C16H17NO6S2/c18-12-7-10(8-14(19)20)4-5-13(12)23-16(21)15-17-9-11(22-15)3-1-2-6-25-24/h4-5,7,9,18,24H,1-3,6,8H2,(H,19,20)",C16H17NO6S2,383.04972926399995,3.1272,4.69,1.55,5.09,-60,3.0708147526601604,1,CONCAT,8,3,109.86,9,16,6,1,0.64,0.24,0.04,0.3125,0.0,25,2,0,2,1,0,1,0,0
Oc1cc(ccc1C/C=C/C)CC(=O)Nc1ccc(c(c1)N)F,28/000000096,"InChI=1S/C18H19FN2O2/c1-2-3-4-13-6-5-12(9-17(13)22)10-18(23)21-14-7-8-15(19)16(20)11-14/h2-3,5-9,11,22H,4,10,20H2,1H3,(H,21,23)/b3-2+",C18H19N2O2F,314.1430560680001,3.4133000000000004,4.69,-6.7,3.58,-80,2.3674397729738335,1,CONCAT,3,3,75.35,5,18,2,2,0.782608695652174,0.08695652173913043,0.08695652173913043,0.16666666666666666,0.0,23,2,0,2,0,0,0,0,0
Oc1c(OC(=O)C(=O)O)cccc1[C@H](/C=C\CS)N,17/000000507,"InChI=1S/C12H13NO5S/c13-8(4-2-6-19)7-3-1-5-9(10(7)14)18-12(17)11(15)16/h1-5,8,14,19H,6,13H2,(H,15,16)/b4-2-/t8-/m0/s1",C12H12NO5S,283.05144351600006,0.8680000000000001,4.68,-2.16,18.9,-150,3.7147474895569985,1,CONCAT,6,4,109.85,4,12,5,1,0.631578947368421,0.2631578947368421,0.05263157894736842,0.16666666666666666,0.08333333333333333,19,1,0,1,0,0,0,0,0
Oc1c(OC(=O)c2cc[nH]c2)ccc(c1N(=O)=O)[C@H](CN)CCl,17/000001105,"InChI=1S/C14H14ClN3O5/c15-5-9(6-16)10-1-2-11(13(19)12(10)18(21)22)23-14(20)8-3-4-17-7-8/h1-4,7,9,17,19H,5-6,16H2/t9-/m0/s1",C14H14N3O5Cl,339.062198228,2.1288,4.68,-4.41,3.85,-170,3.633798887849237,1,CONCAT,6,3,131.48000000000002,6,14,5,3,0.6086956521739131,0.21739130434782608,0.13043478260869565,0.21428571428571427,0.07142857142857142,23,2,0,2,1,0,1,0,0
ON[C@H](CNC(=O)CC[C@@H]1NC=CN1)S,1/000000863,"InChI=1S/C8H16N4O2S/c13-7(11-5-8(15)12-14)2-1-6-9-3-4-10-6/h3-4,6,8-10,12,14-15H,1-2,5H2,(H,11,13)/t8-/m0/s1",C8H15N4O2S,232.099396752,-0.8923999999999996,4.68,1.1,2.22,-150,4.553146079833166,1,CONCAT,6,6,85.42,6,8,2,4,0.5333333333333333,0.13333333333333333,0.26666666666666666,0.625,0.125,15,1,1,0,1,1,0,0,0
Oc1c(OC(=O)C(=O)O)ccc(c1)[C@H](CN)CS,17/000001472,"InChI=1S/C11H13NO5S/c12-4-7(5-18)6-1-2-9(8(13)3-6)17-11(16)10(14)15/h1-3,7,13,18H,4-5,12H2,(H,14,15)/t7-/m1/s1",C11H12NO5S,271.05144351600006,0.3543000000000002,4.68,-6.08,17.3,-170,3.247910804603581,1,CONCAT,6,4,109.85,4,11,5,1,0.6111111111111112,0.2777777777777778,0.05555555555555555,0.2727272727272727,0.09090909090909091,18,1,0,1,0,0,0,0,0
OC(=O)c1cc(OC)ccc1c1nnc([nH]1)C(=O)OC,12/000000044,"InChI=1S/C12H11N3O5/c1-19-6-3-4-7(8(5-6)11(16)17)9-13-10(15-14-9)12(18)20-2/h3-5H,1-2H3,(H,16,17)(H,13,14,15)",C12H11N3O5,277.06987045200003,0.9651,4.68,-0.09,5.09,-200,2.6135317394473816,1,CONCAT,6,2,114.39999999999999,4,12,5,3,0.6,0.25,0.15,0.16666666666666666,0.0,20,2,0,2,1,0,1,0,0
Oc1c(OC(=O)c2nnc[nH]2)cc(cc1c1ncncn1)CCC,17/000000555,"InChI=1S/C15H14N6O3/c1-2-3-9-4-10(13-17-6-16-7-18-13)12(22)11(5-9)24-15(23)14-19-8-20-21-14/h4-8,22H,2-3H2,1H3,(H,19,20,21)",C15H14N6O3,326.112738308,1.5339999999999998,4.68,-4.23,22.1,-180,3.239994676899718,1,CONCAT,8,2,126.77,5,15,3,6,0.625,0.125,0.25,0.2,0.0,24,3,0,3,2,0,2,0,0
Oc1c(OC(=O)c2nnc([nH]2)CCC)ccc(c1/C=C\C)CNNC,17/000001034,"InChI=1S/C17H23N5O3/c1-4-6-12-11(10-19-18-3)8-9-13(15(12)23)25-17(24)16-20-14(7-5-2)21-22-16/h4,6,8-9,18-19,23H,5,7,10H2,1-3H3,(H,20,21,22)/b6-4-",C17H23N5O3,345.1800895960001,1.9390999999999996,4.68,-2.72,24.3,-180,3.521880906506313,1,CONCAT,7,4,112.16,8,17,3,5,0.68,0.12,0.2,0.35294117647058826,0.0,25,2,0,2,1,0,1,0,0
Oc1cc(c(c(c1)C/C=C/CCO)F)C(=C)CC,16/000000102,"InChI=1S/C15H19FO2/c1-3-11(2)14-10-13(18)9-12(15(14)16)7-5-4-6-8-17/h4-5,9-10,17-18H,2-3,6-8H2,1H3/b5-4+",C15H19O2F,250.136908068,3.4356000000000018,4.68,-3.87,3.58,-40,3.22915671327606,1,CONCAT,2,2,40.46,6,15,2,0,0.8333333333333334,0.1111111111111111,0.0,0.3333333333333333,0.0,18,1,0,1,0,0,0,0,0
Oc1ccccc1C(=C)COC(=O)C[C@H](C)c1nnc([nH]1)S,1/000001061,"InChI=1S/C15H17N3O3S/c1-9(14-16-15(22)18-17-14)7-13(20)21-8-10(2)11-5-3-4-6-12(11)19/h3-6,9,19H,2,7-8H2,1H3,(H2,16,17,18,22)/t9-/m0/s1",C15H17N3O3S,319.09906240400005,2.5492000000000004,4.67,1.03,5.08,-190,3.7439215100733296,1,CONCAT,6,3,88.1,6,15,3,3,0.6818181818181818,0.13636363636363635,0.13636363636363635,0.26666666666666666,0.06666666666666667,22,2,0,2,1,0,1,0,0
Oc1c(OC(=O)c2nnn[nH]2)cccc1C(=O)[C@@H](C=C)O,17/000000881,"InChI=1S/C12H10N4O5/c1-2-7(17)9(18)6-4-3-5-8(10(6)19)21-12(20)11-13-15-16-14-11/h2-5,7,17,19H,1H2,(H,13,14,15,16)/t7-/m1/s1",C12H10N4O5,290.06511942,-0.14590000000000009,4.67,-1.95,5.09,-170,3.7222352855159855,1,CONCAT,8,3,138.29,5,12,5,4,0.5714285714285714,0.23809523809523808,0.19047619047619047,0.08333333333333333,0.08333333333333333,21,2,0,2,1,0,1,0,0
OCCCCc1nnc([nH]1)[C@@H](n1nc[nH]c1=O)Cl,26/000000033,"InChI=1S/C9H13ClN6O2/c10-7(16-9(18)11-5-12-16)8-13-6(14-15-8)3-1-2-4-17/h5,7,17H,1-4H2,(H,11,12,18)(H,13,14,15)/t7-/m1/s1",C9H13N6O2Cl,272.078851336,-0.2098000000000006,4.67,6.16,21.4,-150,4.246681392838875,1,CONCAT,6,3,112.47999999999999,6,9,2,6,0.5,0.1111111111111111,0.3333333333333333,0.5555555555555556,0.1111111111111111,18,2,0,2,2,0,2,0,0
Oc1c(OC(=O)c2nnn[nH]2)ccc(c1)c1[nH]ncc1Br,17/000001507,"InChI=1S/C11H7BrN6O3/c12-6-4-13-14-9(6)5-1-2-8(7(19)3-5)21-11(20)10-15-17-18-16-10/h1-4,19H,(H,13,14)(H,15,16,17,18)",C11H7N6O3Br,349.9763001840001,1.2771,4.67,-4.38,3.58,-180,3.172315158893708,1,CONCAT,7,3,129.67000000000002,3,11,3,6,0.5238095238095238,0.14285714285714285,0.2857142857142857,0.0,0.0,21,3,0,3,2,0,2,0,0
Oc1c(OC(=O)c2nnc[nH]2)ccc(c1)CC#CC,17/000000206,"InChI=1S/C13H11N3O3/c1-2-3-4-9-5-6-11(10(17)7-9)19-13(18)12-14-8-15-16-12/h5-8,17H,4H2,1H3,(H,14,15,16)",C13H11N3O3,257.080041212,1.2953,4.67,-4.07,3.58,-40,3.2389412512168256,1,CONCAT,5,2,88.1,3,13,3,3,0.6842105263157895,0.15789473684210525,0.15789473684210525,0.15384615384615385,0.0,19,2,0,2,1,0,1,0,0
Sc1ncc([nH]1)[C@@H](c1oc(cc1)Br)O,26/000000138,"InChI=1S/C8H7BrN2O2S/c9-6-2-1-5(13-6)7(12)4-3-10-8(14)11-4/h1-3,7,12H,(H2,10,11,14)/t7-/m0/s1",C8H7N2O2SBr,273.94116056400003,2.1356000000000006,4.67,5.31,2.22,-150,4.024174189155874,1,CONCAT,4,3,62.05,2,8,2,2,0.5714285714285714,0.14285714285714285,0.14285714285714285,0.125,0.125,14,2,0,2,2,0,2,0,0
Oc1c(S)c(cc(c1)Br)/C=C/[C@H](c1nncs1)O,15/000000248,"InChI=1S/C11H9BrN2O2S2/c12-7-3-6(10(17)9(16)4-7)1-2-8(15)11-14-13-5-18-11/h1-5,8,15-17H/b2-1+/t8-/m1/s1",C11H9N2O2S2Br,343.92888162800006,3.041700000000001,4.66,-9.07,2.22,-190,4.096155727680504,1,CONCAT,6,3,66.24000000000001,3,11,2,2,0.6111111111111112,0.1111111111111111,0.1111111111111111,0.09090909090909091,0.09090909090909091,18,2,0,2,1,0,1,0,0
OC/C=C/1\C(=O)NN=C1[C@@H](C/C=C/Cc1nocn1)N,1/000000998,"InChI=1S/C12H15N5O3/c13-9(3-1-2-4-10-14-7-20-17-10)11-8(5-6-18)12(19)16-15-11/h1-2,5,7,9,18H,3-4,6,13H2,(H,16,19)/b2-1+,8-5-/t9-/m1/s1",C12H15N5O3,277.11748934,-0.7098000000000004,4.66,4.23,5.09,-150,4.517984048497031,1,CONCAT,7,3,126.63,6,12,3,5,0.6,0.15,0.25,0.3333333333333333,0.08333333333333333,20,2,1,1,2,1,1,0,0
Oc1c(OC(=O)c2nnc[nH]2)cc(cc1c1[nH]ncc1Cl)COC,17/000001517,"InChI=1S/C14H12ClN5O4/c1-23-5-7-2-8(11-9(15)4-17-19-11)12(21)10(3-7)24-14(22)13-16-6-18-20-13/h2-4,6,21H,5H2,1H3,(H,17,19)(H,16,18,20)",C14H12N5O4Cl,349.05778154399997,1.9193999999999998,4.66,-4.67,5.24,-140,3.3342124419990675,1,CONCAT,7,3,126.00999999999999,5,14,4,5,0.5833333333333334,0.16666666666666666,0.20833333333333334,0.14285714285714285,0.0,24,3,0,3,2,0,2,0,0
Oc1c(OC(=O)CO)ccc(c1N(=O)=O)[C@@H](CCl)NCN,17/000001101,"InChI=1S/C11H14ClN3O6/c12-3-7(14-5-13)6-1-2-8(21-9(17)4-16)11(18)10(6)15(19)20/h1-2,7,14,16,18H,3-5,13H2/t7-/m1/s1",C11H14N3O6Cl,319.05711284800003,-0.016200000000000103,4.66,-6.11,20.9,-200,3.7253277353075713,1,CONCAT,8,4,147.95000000000002,7,11,6,3,0.5238095238095238,0.2857142857142857,0.14285714285714285,0.36363636363636365,0.09090909090909091,21,1,0,1,0,0,0,0,0
ON[C@H](C(=O)Cc1nnc(s1)C/C=C/C(=O)C)c1n[nH]cc1Br,1/000000446,"InChI=1S/C13H14BrN5O3S/c1-7(20)3-2-4-10-16-17-11(23-10)5-9(21)13(19-22)12-8(14)6-15-18-12/h2-3,6,13,19,22H,4-5H2,1H3,(H,15,18)/b3-2+/t13-/m1/s1",C13H14N5O3SBr,399.000072408,1.5430999999999995,4.66,1.53,3.84,-170,4.372960391970116,1,CONCAT,8,3,120.86000000000001,8,13,3,5,0.5652173913043478,0.13043478260869565,0.21739130434782608,0.3076923076923077,0.07692307692307693,23,2,0,2,2,0,2,0,0
Oc1c(OC(=O)c2cc[nH]c2)ccc(c1N(=O)=O)CCCl,17/000000442,"InChI=1S/C13H11ClN2O5/c14-5-3-8-1-2-10(12(17)11(8)16(19)20)21-13(18)9-4-6-15-7-9/h1-2,4,6-7,15,17H,3,5H2",C13H11N2O5Cl,310.035649132,2.6290000000000013,4.66,-3.94,3.58,-20,2.9609226655250076,1,CONCAT,5,2,105.46000000000001,5,13,5,2,0.6190476190476191,0.23809523809523808,0.09523809523809523,0.15384615384615385,0.0,21,2,0,2,1,0,1,0,0
Oc1c(OC(=O)c2ncoc2)ccc(c1)NC(=O)C(=C)C/C=C/C,17/000001221,"InChI=1S/C17H16N2O5/c1-3-4-5-11(2)16(21)19-12-6-7-15(14(20)8-12)24-17(22)13-9-23-10-18-13/h3-4,6-10,20H,2,5H2,1H3,(H,19,21)/b4-3+",C17H16N2O5,328.105921612,3.0603000000000016,4.66,-2.73,3.58,-60,3.1344534698912803,1,CONCAT,6,2,101.66,6,17,5,2,0.7083333333333334,0.20833333333333334,0.08333333333333333,0.11764705882352941,0.0,24,2,0,2,1,0,1,0,0
O[C@@H](C)c1ccc(c(c1C(=O)O)O)OC(=O)c1ncoc1,17/000001393,"InChI=1S/C13H11NO7/c1-6(15)7-2-3-9(11(16)10(7)12(17)18)21-13(19)8-4-20-5-14-8/h2-6,15-16H,1H3,(H,17,18)/t6-/m0/s1",C13H10NO7,293.05355169200004,1.3509000000000002,4.66,-3.53,3.58,-190,3.390026853294847,1,CONCAT,7,3,130.09,4,13,7,1,0.6190476190476191,0.3333333333333333,0.047619047619047616,0.15384615384615385,0.07692307692307693,21,2,0,2,1,0,1,0,0
Sc1c(/C=C/COCC)cc(cc1ON)Br,15/000000020,"InChI=1S/C11H14BrNO2S/c1-2-14-5-3-4-8-6-9(12)7-10(15-13)11(8)16/h3-4,6-7,16H,2,5,13H2,1H3/b4-3+",C11H14NO2SBr,302.99286178799997,3.040000000000001,4.66,-9.14,2.35,-40,3.3107736501735063,1,CONCAT,4,2,44.480000000000004,5,11,2,1,0.6875,0.125,0.0625,0.2727272727272727,0.0,16,1,0,1,0,0,0,0,0
OC/C=C(\C)/C=C/c1cc(Br)cc(c1S)ON,15/000000230,"InChI=1S/C12H14BrNO2S/c1-8(4-5-15)2-3-9-6-10(13)7-11(16-14)12(9)17/h2-4,6-7,15,17H,5,14H2,1H3/b3-2+,8-4+",C12H14NO2SBr,314.99286178799997,2.9421000000000013,4.65,-8.96,2.35,-60,3.456479959766978,1,CONCAT,4,3,55.480000000000004,4,12,2,1,0.7058823529411765,0.11764705882352941,0.058823529411764705,0.16666666666666666,0.0,17,1,0,1,0,0,0,0,0
OC(=O)CC(=O)Oc1ccccc1O,17/000000026,"InChI=1S/C9H8O5/c10-6-3-1-2-4-7(6)14-9(13)5-8(11)12/h1-4,10H,5H2,(H,11,12)",C9H8O5,196.037173356,0.7723,4.65,0.37,3.58,0,1.988650221319668,1,CONCAT,4,2,83.83,3,9,5,0,0.6428571428571429,0.35714285714285715,0.0,0.1111111111111111,0.0,14,1,0,1,0,0,0,0,0
ONCC(=O)Cc1nnc(s1)[C@H](CC)C(=O)O,1/000000287,"InChI=1S/C9H13N3O4S/c1-2-6(9(14)15)8-12-11-7(17-8)3-5(13)4-10-16/h6,10,16H,2-4H2,1H3,(H,14,15)/t6-/m0/s1",C9H13N3O4S,259.062676896,0.20669999999999916,4.65,-1.85,3.72,-170,3.627629853428811,1,CONCAT,7,3,112.41000000000001,7,9,4,3,0.5294117647058824,0.23529411764705882,0.17647058823529413,0.5555555555555556,0.1111111111111111,17,1,0,1,1,0,1,0,0
ON[C@H](C(=O)Cc1nnc(s1)CNC(=O)C)c1n[nH]cc1Br,1/000000279,"InChI=1S/C11H13BrN6O3S/c1-5(19)13-4-9-16-15-8(22-9)2-7(20)11(18-21)10-6(12)3-14-17-10/h3,11,18,21H,2,4H2,1H3,(H,13,19)(H,14,17)/t11-/m1/s1",C11H13N6O3SBr,387.9953213760001,0.49149999999999927,4.65,0.84,3.84,-190,4.051943956479381,1,CONCAT,8,4,132.89000000000001,7,11,3,6,0.5,0.13636363636363635,0.2727272727272727,0.36363636363636365,0.09090909090909091,22,2,0,2,2,0,2,0,0
OC/C=C\1/C(=NNC1=O)C(=O)Cc1oc(cc1)C[C@H](C)S,1/000000634,"InChI=1S/C14H16N2O4S/c1-8(21)6-9-2-3-10(20-9)7-12(18)13-11(4-5-17)14(19)16-15-13/h2-4,8,17,21H,5-7H2,1H3,(H,16,19)/b11-4-/t8-/m0/s1",C14H16N2O4S,308.08307799199997,0.6564999999999992,4.65,3.38,2.48,-170,4.145092049441715,1,CONCAT,6,3,91.9,6,14,4,2,0.6666666666666666,0.19047619047619047,0.09523809523809523,0.35714285714285715,0.07142857142857142,21,2,1,1,2,1,1,0,0
ON[C@H](CCCC)c1nonc1,1/000000007,"InChI=1S/C7H13N3O2/c1-2-3-4-6(9-11)7-5-8-12-10-7/h5-6,9,11H,2-4H2,1H3/t6-/m1/s1",C7H13N3O2,171.100776656,1.2797,4.65,3.82,2.35,-170,4.003332867621314,1,CONCAT,5,2,71.18,5,7,2,3,0.5833333333333334,0.16666666666666666,0.25,0.7142857142857143,0.14285714285714285,12,1,0,1,1,0,1,0,0
OC/C=C\1/C(=NNC1=O)C(=O)Cc1oc(cc1)CN(C)C(=S)Cl,1/000000605,"InChI=1S/C14H14ClN3O4S/c1-18(14(15)23)7-9-3-2-8(22-9)6-11(20)12-10(4-5-19)13(21)17-16-12/h2-4,19H,5-7H2,1H3,(H,17,21)/b10-4-",C14H14N3O4SCl,355.03935460800005,0.7511999999999992,4.65,2.38,3.84,-20,3.67709361912768,1,CONCAT,6,2,95.14,6,14,4,3,0.6086956521739131,0.17391304347826086,0.13043478260869565,0.2857142857142857,0.0,23,2,1,1,2,1,1,0,0
Oc1c(OC(=O)CO)ccc(c1)c1nonc1,17/000000087,"InChI=1S/C10H8N2O5/c13-5-10(15)16-9-2-1-6(3-8(9)14)7-4-11-17-12-7/h1-4,13-14H,5H2",C10H8N2O5,236.043321356,0.33989999999999987,4.65,-4.82,18.2,-160,2.9774367741482486,1,CONCAT,7,2,105.68,3,10,5,2,0.5882352941176471,0.29411764705882354,0.11764705882352941,0.1,0.0,17,2,0,2,1,0,1,0,0
ONC/C=C\C[C@H](Cc1ccc([nH]1)CC=C)O,1/000000916,"InChI=1S/C13H20N2O2/c1-2-5-11-7-8-12(15-11)10-13(16)6-3-4-9-14-17/h2-4,7-8,13-17H,1,5-6,9-10H2/b4-3-/t13-/m1/s1",C13H20N2O2,236.15247788,1.5716999999999999,4.65,-3.4,5.21,-190,4.100153306606069,1,CONCAT,3,4,68.28,8,13,2,2,0.7647058823529411,0.11764705882352941,0.11764705882352941,0.38461538461538464,0.07692307692307693,17,1,0,1,1,0,1,0,0
Oc1c(OC(=O)C(=O)O)ccc(c1Br)C1=CCC1,17/000000835,"InChI=1S/C12H9BrO5/c13-9-7(6-2-1-3-6)4-5-8(10(9)14)18-12(17)11(15)16/h2,4-5,14H,1,3H2,(H,15,16)",C12H8O5Br,311.96333548800004,2.3219000000000003,4.65,-4.69,3.58,-120,2.7945346567611455,1,CONCAT,4,2,83.83,2,12,5,0,0.6666666666666666,0.2777777777777778,0.0,0.16666666666666666,0.0,18,2,1,1,0,0,0,0,0
Sc1scc(n1)c1ccc(c(c1Br)CCO)O,17/000001648,"InChI=1S/C11H10BrNO2S2/c12-10-6(8-5-17-11(16)13-8)1-2-9(15)7(10)3-4-14/h1-2,5,14-15H,3-4H2,(H,13,16)",C11H10NO2S2Br,330.93363265999994,3.101700000000001,4.65,-6.71,3.58,-180,3.2545186276670695,1,CONCAT,5,3,53.35000000000001,3,11,2,1,0.6470588235294118,0.11764705882352941,0.058823529411764705,0.18181818181818182,0.0,17,2,0,2,1,0,1,0,0
Oc1c(OC(=O)c2nc(=O)o[nH]2)cccc1c1cnn(c1)C,17/000001455,"InChI=1S/C13H10N4O5/c1-17-6-7(5-14-17)8-3-2-4-9(10(8)18)21-12(19)11-15-13(20)22-16-11/h2-6,18H,1H3,(H,15,16,20)",C13H10N4O5,302.06511942000003,0.6881999999999999,4.65,-1.4,3.58,-140,2.940467774060206,1,CONCAT,8,2,123.24000000000001,3,13,5,4,0.5909090909090909,0.22727272727272727,0.18181818181818182,0.07692307692307693,0.0,22,3,0,3,2,0,2,0,0
OC/C=C\1/C(=NNC1=O)C(=O)Cc1oc(cc1)Br,1/000000354,"InChI=1S/C11H9BrN2O4/c12-9-2-1-6(18-9)5-8(16)10-7(3-4-15)11(17)14-13-10/h1-3,15H,4-5H2,(H,14,17)/b7-3-",C11H9N2O4Br,311.974568868,0.5581999999999994,4.65,4.98,2.48,0,3.482751733684223,1,CONCAT,5,2,91.9,4,11,4,2,0.6111111111111112,0.2222222222222222,0.1111111111111111,0.18181818181818182,0.0,18,2,1,1,2,1,1,0,0
OC(=O)c1ccccc1/N=C\1/N(CS)CCC1,12/000000116,"InChI=1S/C12H14N2O2S/c15-12(16)9-4-1-2-5-10(9)13-11-6-3-7-14(11)8-17/h1-2,4-5,17H,3,6-8H2,(H,15,16)/b13-11+",C12H14N2O2S,250.077598688,2.397900000000001,4.64,-8.01,3.58,-20,2.855804081840557,1,CONCAT,3,2,52.9,3,12,2,2,0.7058823529411765,0.11764705882352941,0.11764705882352941,0.3333333333333333,0.0,17,2,1,1,1,1,0,0,0
Oc1c(OC(=O)C(=O)O)cccc1[C@H](Cc1sccc1)N,17/000001411,"InChI=1S/C14H13NO5S/c15-10(7-8-3-2-6-21-8)9-4-1-5-11(12(9)16)20-14(19)13(17)18/h1-6,10,16H,7,15H2,(H,17,18)/t10-/m0/s1",C14H12NO5S,307.05144351600006,1.6862,4.64,-3.22,21.5,-170,3.010495232465587,1,CONCAT,6,3,109.85,4,14,5,1,0.6666666666666666,0.23809523809523808,0.047619047619047616,0.14285714285714285,0.07142857142857142,21,2,0,2,1,0,1,0,0
Oc1c(OC(=O)C(=O)O)cccc1n1nccc1N,17/000000844,"InChI=1S/C11H9N3O5/c12-8-4-5-13-14(8)6-2-1-3-7(9(6)15)19-11(18)10(16)17/h1-5,15H,12H2,(H,16,17)",C11H8N3O5,263.05422038800003,0.1501,4.64,-3.57,3.58,-120,2.815680304471263,1,CONCAT,7,3,127.66999999999999,2,11,5,3,0.5789473684210527,0.2631578947368421,0.15789473684210525,0.0,0.0,19,2,0,2,1,0,1,0,0
