SMILES,Name,InChI,Formula,MW,LogP,pKd,Structure,Synthesize,Chemical,SA_Score,SA_Score_Binary,Database,HBA,HBD,TPSA,RotBonds,NumCarbons,NumOxygens,NumNitrogens,FractionCarbons,FractionOxygens,FractionNitrogens,CSP3,ChiralCarbonFraction,HeavyAtoms,NumRings,AliphaticRings,AromaticRings,Heterocycles,AliphaticHeterocycles,AromaticHeterocycles,SpiroAtoms,BridgeheadAtoms
OC/C=C/1\C(=O)NN=C1C(=O)Cc1oc(cc1)[C@H](CCN)n1cnc(c1)Cl,1/000001001,"InChI=1S/C17H18ClN5O4/c18-15-8-23(9-20-15)12(3-5-19)14-2-1-10(27-14)7-13(25)16-11(4-6-24)17(26)22-21-16/h1-2,4,8-9,12,24H,3,5-7,19H2,(H,22,26)/b11-4-/t12-/m0/s1",C17H18N5O4Cl,391.1047317360001,0.5838,6.15,1.62,5.35,-170,4.248686927494223,1,CONCAT,8,3,135.74,8,17,4,5,0.6296296296296297,0.14814814814814814,0.18518518518518517,0.29411764705882354,0.058823529411764705,27,3,1,2,3,1,2,0,0
OC/C=C/1\C(=O)NN=C1C(=O)Cc1oc(cc1)CC[C@@H](c1cscc1)N,1/000001011,"InChI=1S/C18H19N3O4S/c19-15(11-6-8-26-10-11)4-3-12-1-2-13(25-12)9-16(23)17-14(5-7-22)18(24)21-20-17/h1-2,5-6,8,10,15,22H,3-4,7,9,19H2,(H,21,24)/b14-5-/t15-/m0/s1",C18H19N3O4S,373.109627088,1.4897999999999993,5.98,2.84,3.98,-170,3.8991570926075503,1,CONCAT,7,3,117.91999999999999,8,18,4,3,0.6923076923076923,0.15384615384615385,0.11538461538461539,0.2777777777777778,0.05555555555555555,26,3,1,2,3,1,2,0,0
OC/C=C\1/C(=NNC1=O)C(=O)Cc1oc(cc1)CC[C@@H](C1=CSCC1)N,1/000001031,"InChI=1S/C18H21N3O4S/c19-15(11-6-8-26-10-11)4-3-12-1-2-13(25-12)9-16(23)17-14(5-7-22)18(24)21-20-17/h1-2,5,10,15,22H,3-4,6-9,19H2,(H,21,24)/b14-5-/t15-/m0/s1",C18H21N3O4S,375.125277152,1.076399999999999,5.94,2.76,3.98,-170,4.346683495933954,1,CONCAT,7,3,117.92,8,18,4,3,0.6923076923076923,0.15384615384615385,0.11538461538461539,0.3888888888888889,0.05555555555555555,26,3,2,1,3,2,1,0,0
C#CC(=O)OC[C@H](CCc1oc(cc1)CC(=O)C1=NNC(=O)/C/1=C\CO)N,1/000001020,"InChI=1S/C18H19N3O6/c1-2-16(24)26-10-11(19)3-4-12-5-6-13(27-12)9-15(23)17-14(7-8-22)18(25)21-20-17/h1,5-7,11,22H,3-4,8-10,19H2,(H,21,25)/b14-7-/t11-/m0/s1",C18H19N3O6,373.127385328,-0.7679999999999982,5.78,2.3,5.5,-170,4.2068899558343045,1,CONCAT,8,3,144.22,9,18,6,3,0.6666666666666666,0.2222222222222222,0.1111111111111111,0.3333333333333333,0.05555555555555555,27,2,1,1,2,1,1,0,0
Sc1c(/C=C/C=C/[C@H](c2nncs2)O)cc(cc1ON)Br,15/000000234,"InChI=1S/C13H12BrN3O2S2/c14-9-5-8(12(20)11(6-9)19-15)3-1-2-4-10(18)13-17-16-7-21-13/h1-7,10,18,20H,15H2/b3-1+,4-2+/t10-/m1/s1",C13H12N3O2S2Br,384.95543072400005,3.144800000000001,5.76,-6.3,3.7,-190,4.285903145067304,1,CONCAT,7,3,81.26,5,13,2,3,0.6190476190476191,0.09523809523809523,0.14285714285714285,0.07692307692307693,0.07692307692307693,21,2,0,2,1,0,1,0,0
OC/C=C/1\C(=O)NN=C1C(=O)Cc1oc(cc1)/C=C/Nc1cccc2c1C(=O)NC2=O,1/000000999,"InChI=1S/C21H16N4O6/c26-9-7-14-18(24-25-20(14)29)16(27)10-12-5-4-11(31-12)6-8-22-15-3-1-2-13-17(15)21(30)23-19(13)28/h1-8,22,26H,9-10H2,(H,25,29)(H,23,28,30)/b8-6+,14-7-",C21H16N4O6,420.106984232,0.7620999999999996,5.75,-0.23,6.74,-100,3.544765242063936,1,CONCAT,8,4,150.1,7,21,6,4,0.6774193548387096,0.1935483870967742,0.12903225806451613,0.09523809523809523,0.0,31,4,2,2,3,2,1,0,0
Sc1nnc([nH]1)[C@H](COC(=O)CNc1ncnc2c1cn[nH]2)N,1/000000699,"InChI=1S/C11H13N9O2S/c12-6(10-17-11(23)20-19-10)3-22-7(21)2-13-8-5-1-16-18-9(5)15-4-14-8/h1,4,6H,2-3,12H2,(H2,17,19,20,23)(H2,13,14,15,16,18)/t6-/m0/s1",C11H13N9O2S,335.0912916560001,-0.5852000000000006,5.74,1.19,3.58,-190,3.9350610257113736,1,CONCAT,10,5,160.38000000000002,6,11,2,9,0.4782608695652174,0.08695652173913043,0.391304347826087,0.2727272727272727,0.09090909090909091,23,3,0,3,3,0,3,0,0
Oc1c(OC(=O)c2nnc([nH]2)CCC[NH3+])cc(cc1)CN,17/000001158,"InChI=1S/C13H17N5O3/c14-5-1-2-11-16-12(18-17-11)13(20)21-10-6-8(7-15)3-4-9(10)19/h3-4,6,19H,1-2,5,7,14-15H2,(H,16,17,18)/p+1",C13H18N5O3,292.14041585609004,-0.6372999999999991,5.72,0.13,3.58,0,3.5143750415534205,1,CONCAT,6,4,141.76,6,13,3,5,0.6190476190476191,0.14285714285714285,0.23809523809523808,0.3076923076923077,0.0,21,2,0,2,1,0,1,0,0
Oc1cc(cc(c1CC/C=C/C[NH3+])N(=O)=O)NC(=O)Cc1n[nH]nc1,17/000001600,"InChI=1S/C15H18N6O4/c16-5-3-1-2-4-12-13(21(24)25)6-10(7-14(12)22)18-15(23)8-11-9-17-20-19-11/h1,3,6-7,9,22H,2,4-5,8,16H2,(H,18,23)(H,17,19,20)/p+1/b3-1+",C15H19N6O4,347.1462295080901,0.3303999999999995,5.71,-2.19,3.58,-60,3.4913758515612585,1,CONCAT,6,4,161.68,8,15,4,6,0.6,0.16,0.24,0.26666666666666666,0.0,25,2,0,2,1,0,1,0,0
Sc1c(/C=C/C=C/[C@H](CC)O)cc(cc1ON)Br,15/000000256,"InChI=1S/C13H16BrNO2S/c1-2-11(16)6-4-3-5-9-7-10(14)8-12(17-15)13(9)18/h3-8,11,16,18H,2,15H2,1H3/b5-3+,6-4+/t11-/m0/s1",C13H16NO2SBr,329.00851185199997,3.3306000000000013,5.69,-6.22,2.35,-190,3.9226164560949472,1,CONCAT,4,3,55.480000000000004,5,13,2,1,0.7222222222222222,0.1111111111111111,0.05555555555555555,0.23076923076923078,0.07692307692307693,18,1,0,1,0,0,0,0,0
OC/C=C\1/C(=NNC1=O)C(=O)Cc1oc(cc1)[C@H](C(=C)c1ccccc1)O,1/000001018,"InChI=1S/C20H18N2O5/c1-12(13-5-3-2-4-6-13)19(25)17-8-7-14(27-17)11-16(24)18-15(9-10-23)20(26)22-21-18/h2-9,19,23,25H,1,10-11H2,(H,22,26)/b15-9-/t19-/m0/s1",C20H18N2O5,366.121571676,1.542499999999999,5.63,0.58,3.84,-150,3.842480854619729,1,CONCAT,6,3,112.13000000000001,7,20,5,2,0.7407407407407407,0.18518518518518517,0.07407407407407407,0.15,0.05,27,3,1,2,2,1,1,0,0
O=C(C/C=C/Cc1ncnc(n1)/C=C\CCC[C@@H](C)N)NCCc1ccc(cc1)Cl,22/000000015,"InChI=1S/C23H30ClN5O/c1-18(25)7-3-2-4-8-21-27-17-28-22(29-21)9-5-6-10-23(30)26-16-15-19-11-13-20(24)14-12-19/h4-6,8,11-14,17-18H,2-3,7,9-10,15-16,25H2,1H3,(H,26,30)/b6-5+,8-4-/t18-/m1/s1",C23H30N5OCl,427.21388826,3.903400000000002,5.62,10.33,8.12,-170,3.5016415043731133,1,CONCAT,5,2,93.79,12,23,1,5,0.7666666666666667,0.03333333333333333,0.16666666666666666,0.391304347826087,0.043478260869565216,30,2,0,2,1,0,1,0,0
OP(=O)(OC[C@@H](c1cc(Cl)c(c(c1)/C=C\C)Cl)C(=O)OC/C=C\NCc1ncoc1)O,8/000000055,"InChI=1S/C19H21Cl2N2O7P/c1-2-4-13-7-14(8-17(20)18(13)21)16(11-30-31(25,26)27)19(24)29-6-3-5-22-9-15-10-28-12-23-15/h2-5,7-8,10,12,16,22H,6,9,11H2,1H3,(H2,25,26,27)/b4-2-,5-3-/t16-/m0/s1",C19H21N2O7PCl2,490.04634300199996,4.0541000000000045,5.6,2.08,6.05,-190,4.172950423895639,1,CONCAT,7,3,131.12,11,19,7,2,0.6129032258064516,0.22580645161290322,0.06451612903225806,0.2631578947368421,0.05263157894736842,31,2,0,2,1,0,1,0,0
Oc1c(OC(=O)c2nnc([nH]2)CCC)cc(cc1)[C@H](Cc1sccn1)N,17/000001330,"InChI=1S/C17H19N5O3S/c1-2-3-14-20-16(22-21-14)17(24)25-13-8-10(4-5-12(13)23)11(18)9-15-19-6-7-26-15/h4-8,11,23H,2-3,9,18H2,1H3,(H,20,21,22)/t11-/m0/s1",C17H19N5O3S,373.1208604680001,2.381,5.56,-1.62,6.45,-170,3.5712427474932067,1,CONCAT,8,3,127.00999999999999,7,17,3,5,0.6538461538461539,0.11538461538461539,0.19230769230769232,0.29411764705882354,0.058823529411764705,26,3,0,3,2,0,2,0,0
ONC/C=C\C[C@](CCCl)(Cc1nnsc1)O,1/000000832,"InChI=1S/C10H16ClN3O2S/c11-5-4-10(15,3-1-2-6-12-16)7-9-8-17-14-13-9/h1-2,8,12,15-16H,3-7H2/b2-1-/t10-/m0/s1",C10H16N3O2SCl,277.065175432,1.3657000000000001,5.52,-0.88,3.58,-150,4.441951383529146,1,CONCAT,6,3,78.27,8,10,2,3,0.5882352941176471,0.11764705882352941,0.17647058823529413,0.6,0.1,17,1,0,1,1,0,1,0,0
O[C@@H](c1cc(Cl)ccc1O)C1=CN[C@@H](N1)C,11/000000006,"InChI=1S/C11H13ClN2O2/c1-6-13-5-9(14-6)11(16)8-4-7(12)2-3-10(8)15/h2-6,11,13-16H,1H3/t6?,11-/m0/s1",C11H12N2O2Cl,240.066555336,1.4591999999999998,5.5,5.08,2.22,-170,4.048494688176955,1,CONCAT,4,4,64.52,2,11,2,2,0.6875,0.125,0.125,0.2727272727272727,0.18181818181818182,16,2,1,1,1,1,0,0,0
OC(=O)/C=C\c1ncc(o1)c1c[nH]c(c1)CCc1ccc(cc1)O,4/000000007,"InChI=1S/C18H16N2O4/c21-15-5-2-12(3-6-15)1-4-14-9-13(10-19-14)16-11-20-17(24-16)7-8-18(22)23/h2-3,5-11,19,21H,1,4H2,(H,22,23)/b8-7-",C18H16N2O4,324.111006992,3.2583000000000024,5.48,-2.53,3.58,-120,2.8921451785719583,1,CONCAT,4,3,99.35000000000001,6,18,4,2,0.75,0.16666666666666666,0.08333333333333333,0.1111111111111111,0.0,24,3,0,3,2,0,2,0,0
Oc1c(OC(=O)COCN)ccc(c1n1cnnc1)C[NH3+],17/000000256,"InChI=1S/C12H15N5O4/c13-3-8-1-2-9(21-10(18)4-20-5-14)12(19)11(8)17-6-15-16-7-17/h1-2,6-7,19H,3-5,13-14H2/p+1",C12H16N5O4,294.11968041209,-1.4469999999999983,5.48,-3.0,20.6,-120,3.7096222384243465,1,CONCAT,8,3,140.13,6,12,4,5,0.5714285714285714,0.19047619047619047,0.23809523809523808,0.25,0.0,21,2,0,2,1,0,1,0,0
Oc1c(OC(=O)c2nnc([nH]2)CCC)cccc1NC(=O)c1occc1,17/000000983,"InChI=1S/C17H16N4O5/c1-2-5-13-19-15(21-20-13)17(24)26-11-7-3-6-10(14(11)22)18-16(23)12-8-4-9-25-12/h3-4,6-9,22H,2,5H2,1H3,(H,18,23)(H,19,20,21)",C17H16N4O5,356.1120696119999,2.5273000000000003,5.46,-1.32,4.94,-60,2.8613145206486923,1,CONCAT,7,3,130.33999999999997,6,17,5,4,0.6538461538461539,0.19230769230769232,0.15384615384615385,0.17647058823529413,0.0,26,3,0,3,2,0,2,0,0
Oc1c(OC(=O)c2nnc([nH]2)CCCCN)ccc(c1)CC#C/C=C/C,17/000001072,"InChI=1S/C19H22N4O3/c1-2-3-4-5-8-14-10-11-16(15(24)13-14)26-19(25)18-21-17(22-23-18)9-6-7-12-20/h2-3,10-11,13,24H,6-9,12,20H2,1H3,(H,21,22,23)/b3-2+",C19H22N4O3,354.16919056399996,2.1329000000000002,5.46,-0.46,6.45,-80,3.4114746038087755,1,CONCAT,6,3,114.11999999999999,7,19,3,4,0.7307692307692307,0.11538461538461539,0.15384615384615385,0.3157894736842105,0.0,26,2,0,2,1,0,1,0,0
Oc1c(OC(=O)c2nnc([nH]2)CCC)cc(c(c1)OCCN)CN,17/000001013,"InChI=1S/C15H21N5O4/c1-2-3-13-18-14(20-19-13)15(22)24-12-6-9(8-17)11(7-10(12)21)23-5-4-16/h6-7,21H,2-5,8,16-17H2,1H3,(H,18,19,20)",C15H21N5O4,335.1593541520001,0.47819999999999996,5.46,-3.27,5.08,-60,3.1069533550807193,1,CONCAT,8,4,149.37,8,15,4,5,0.625,0.16666666666666666,0.20833333333333334,0.4,0.0,24,2,0,2,1,0,1,0,0
OC(=O)Cc1nnc([nH]1)Cc1nc(O)c2c(n1)[nH]nn2,28/000000041,"InChI=1S/C9H8N8O3/c18-6(19)2-5-10-4(13-14-5)1-3-11-8-7(9(20)12-3)15-17-16-8/h1-2H2,(H,18,19)(H,10,13,14)(H2,11,12,15,16,17,20)",C9H8N8O3,276.071936116,-1.2105000000000006,5.44,1.01,24.0,-40,3.797597576767956,1,CONCAT,8,4,166.45,4,9,3,8,0.45,0.15,0.4,0.2222222222222222,0.0,20,3,0,3,3,0,3,0,0
Sc1c(/C=C/C=C/[C@H](c2ocnc2)O)cc(cc1ON)Br,15/000000295,"InChI=1S/C14H13BrN2O3S/c15-10-5-9(14(21)12(6-10)20-16)3-1-2-4-11(18)13-7-17-8-19-13/h1-8,11,18,21H,16H2/b3-1+,4-2+/t11-/m1/s1",C14H13N2O3SBr,367.983025376,3.2813000000000008,5.44,-5.75,3.7,-190,4.236613184180732,1,CONCAT,6,3,81.51,5,14,3,2,0.6666666666666666,0.14285714285714285,0.09523809523809523,0.07142857142857142,0.07142857142857142,21,2,0,2,1,0,1,0,0
Oc1c(OC(=O)c2nnc([nH]2)CCCCN)cccc1c1[nH]ncc1C,17/000000845,"InChI=1S/C17H20N6O3/c1-10-9-19-22-14(10)11-5-4-6-12(15(11)24)26-17(25)16-20-13(21-23-16)7-2-3-8-18/h4-6,9,24H,2-3,7-8,18H2,1H3,(H,19,22)(H,20,21,23)",C17H20N6O3,356.1596885,1.7094199999999997,5.44,0.76,6.45,-140,3.19057418800836,1,CONCAT,7,4,142.8,7,17,3,6,0.6538461538461539,0.11538461538461539,0.23076923076923078,0.29411764705882354,0.0,26,3,0,3,2,0,2,0,0
ON[C@H](CCCCCCCS)C1=CC(=O)CO1,1/000000033,"InChI=1S/C12H21NO3S/c14-10-8-12(16-9-10)11(13-15)6-4-2-1-3-5-7-17/h8,11,13,15,17H,1-7,9H2/t11-/m1/s1",C12H21NO3S,259.124214532,2.0874,5.39,1.47,2.48,-150,3.905692729682991,1,CONCAT,5,3,58.56,9,12,3,1,0.7058823529411765,0.17647058823529413,0.058823529411764705,0.75,0.08333333333333333,17,1,1,0,1,1,0,0,0
O=NCC(=O)OC[C@@H](c1nnc([nH]1)S)N,1/000000708,"InChI=1S/C6H9N5O3S/c7-3(2-14-4(12)1-8-13)5-9-6(15)11-10-5/h3H,1-2,7H2,(H2,9,10,11,15)/t3-/m0/s1",C6H9N5O3S,231.042610148,-0.5972000000000002,5.39,5.31,2.22,-150,4.428612549948417,1,CONCAT,8,3,123.32000000000001,5,6,3,5,0.4,0.2,0.3333333333333333,0.5,0.16666666666666666,15,1,0,1,1,0,1,0,0
Sc1c(/C=C/C=C/[C@H](c2sncn2)O)cc(cc1ON)Br,15/000000278,"InChI=1S/C13H12BrN3O2S2/c14-9-5-8(12(20)11(6-9)19-15)3-1-2-4-10(18)13-16-7-17-21-13/h1-7,10,18,20H,15H2/b3-1+,4-2+/t10-/m1/s1",C13H12N3O2S2Br,384.95543072400005,3.144800000000001,5.39,-6.04,3.7,-190,4.393877330204201,1,CONCAT,7,3,81.26,5,13,2,3,0.6190476190476191,0.09523809523809523,0.14285714285714285,0.07692307692307693,0.07692307692307693,21,2,0,2,1,0,1,0,0
Oc1c(OC(=O)c2nc(oc2)CO)cccc1c1cc[nH]c1,17/000001185,"InChI=1S/C15H12N2O5/c18-7-13-17-11(8-21-13)15(20)22-12-3-1-2-10(14(12)19)9-4-5-16-6-9/h1-6,8,16,18-19H,7H2",C15H12N2O5,300.07462148400003,2.0867999999999993,5.38,-0.2,3.58,-120,2.9139013791647788,1,CONCAT,6,3,108.58000000000001,4,15,5,2,0.6818181818181818,0.22727272727272727,0.09090909090909091,0.06666666666666667,0.0,22,3,0,3,2,0,2,0,0
OC(=O)Cc1n[nH]nc1[C@@H](CNCCS)O,1/000000275,"InChI=1S/C8H14N4O3S/c13-6(4-9-1-2-16)8-5(3-7(14)15)10-12-11-8/h6,9,13,16H,1-4H2,(H,14,15)(H,10,11,12)/t6-/m1/s1",C8H14N4O3S,246.078661308,-1.0154000000000003,5.38,4.52,4.81,-150,3.782509588225732,1,CONCAT,6,5,111.13,7,8,3,4,0.5,0.1875,0.25,0.625,0.125,16,1,0,1,1,0,1,0,0
NN[C@H](/C=C/N(=O)=O)c1nnco1,26/000000066,"InChI=1S/C5H7N5O3/c6-8-4(1-2-10(11)12)5-9-7-3-13-5/h1-4,8H,6H2/b2-1+/t4-/m1/s1",C5H7N5O3,185.054889084,-0.6356000000000002,5.37,7.31,2.22,-150,4.511592820928185,1,CONCAT,7,2,120.11,4,5,3,5,0.38461538461538464,0.23076923076923078,0.38461538461538464,0.2,0.2,13,1,0,1,1,0,1,0,0
ON[C@H](c1n[nH]c(n1)COC(=O)c1cccc(c1)C)S,1/000000782,"InChI=1S/C12H14N4O3S/c1-7-3-2-4-8(5-7)12(17)19-6-9-13-10(15-14-9)11(20)16-18/h2-5,11,16,18,20H,6H2,1H3,(H,13,14,15)/t11-/m0/s1",C12H14N4O3S,294.078661308,1.3773199999999992,5.37,-1.26,21.4,-170,3.3214485366404674,1,CONCAT,7,4,100.13,5,12,3,4,0.6,0.15,0.2,0.25,0.08333333333333333,20,2,0,2,1,0,1,0,0
Oc1ccc(c(c1)c1cccc(c1O)OC(=O)C1=CC=CC1)Cl,17/000000177,"InChI=1S/C18H13ClO4/c19-15-9-8-12(20)10-14(15)13-6-3-7-16(17(13)21)23-18(22)11-4-1-2-5-11/h1-4,6-10,20-21H,5H2",C18H13O4Cl,328.05023657600003,4.209900000000001,5.37,-2.0,18.7,-180,2.7003662818495737,1,CONCAT,4,2,66.75999999999999,3,18,4,0,0.782608695652174,0.17391304347826086,0.0,0.05555555555555555,0.0,23,3,1,2,0,0,0,0,0
ON[C@H](C(=O)Cc1nnc(s1)C/C=C\c1oc(=O)[nH]n1)c1n[nH]cc1Br,1/000000421,"InChI=1S/C13H12BrN7O4S/c14-6-5-15-19-11(6)12(21-24)7(22)4-10-18-17-9(26-10)3-1-2-8-16-20-13(23)25-8/h1-2,5,12,21,24H,3-4H2,(H,15,19)(H,20,23)/b2-1-/t12-/m1/s1",C13H12N7O4SBr,440.9854849640001,0.7875999999999995,5.34,0.88,3.84,-190,4.649059171609631,1,CONCAT,10,4,162.67999999999998,8,13,4,7,0.5,0.15384615384615385,0.2692307692307692,0.23076923076923078,0.07692307692307693,26,3,0,3,3,0,3,0,0
Sc1c(/C=C/C=C/[C@H](C(=O)N)O)cc(cc1ON)Br,15/000000269,"InChI=1S/C12H13BrN2O3S/c13-8-5-7(11(19)10(6-8)18-15)3-1-2-4-9(16)12(14)17/h1-6,9,16,19H,15H2,(H2,14,17)/b3-1+,4-2+/t9-/m1/s1",C12H13N2O3SBr,343.983025376,1.4059,5.34,-5.84,2.35,-170,4.138779163765142,1,CONCAT,5,4,98.57000000000001,5,12,3,2,0.631578947368421,0.15789473684210525,0.10526315789473684,0.08333333333333333,0.08333333333333333,19,1,0,1,0,0,0,0,0
OC/C=C/1\C(=O)NN=C1C(=O)Cc1oc(cc1)CC(=O)Nc1ccccc1C,1/000000614,"InChI=1S/C20H19N3O5/c1-12-4-2-3-5-16(12)21-18(26)11-14-7-6-13(28-14)10-17(25)19-15(8-9-24)20(27)23-22-19/h2-8,24H,9-11H2,1H3,(H,21,26)(H,23,27)/b15-8-",C20H19N3O5,381.132470708,1.2853199999999991,5.32,3.08,3.84,-80,3.0327216634552636,1,CONCAT,6,3,121.0,7,20,5,3,0.7142857142857143,0.17857142857142858,0.10714285714285714,0.2,0.0,28,3,1,2,2,1,1,0,0
OC/C=C\1/C(=NNC1=O)C(=O)Cc1oc(cc1)c1cc(S)ccc1O,1/000000619,"InChI=1S/C17H14N2O5S/c20-6-5-11-16(18-19-17(11)23)14(22)7-9-1-4-15(24-9)12-8-10(25)2-3-13(12)21/h1-5,8,20-21,25H,6-7H2,(H,19,23)/b11-5-",C17H14N2O5S,358.06234254799995,1.4569999999999992,5.32,0.21,3.84,-120,3.4909723350777417,1,CONCAT,7,4,112.13000000000001,5,17,5,2,0.68,0.2,0.08,0.11764705882352941,0.0,25,3,1,2,2,1,1,0,0
Oc1c(OC(=O)c2nnc([nH]2)CCC)cc(cc1)CN,17/000000735,"InChI=1S/C13H16N4O3/c1-2-3-11-15-12(17-16-11)13(19)20-10-6-8(7-14)4-5-9(10)18/h4-6,18H,2-3,7,14H2,1H3,(H,15,16,17)",C13H16N4O3,276.122240372,1.1406999999999998,5.32,-0.33,3.58,-20,2.8835743118749537,1,CONCAT,6,3,114.11999999999999,5,13,3,4,0.65,0.15,0.2,0.3076923076923077,0.0,20,2,0,2,1,0,1,0,0
Oc1c(OC(=O)c2nc(oc2)CC=C)ccc(c1c1cc[nH]c1)CC#CC,17/000001229,"InChI=1S/C21H18N2O4/c1-3-5-7-14-8-9-17(20(24)19(14)15-10-11-22-12-15)27-21(25)16-13-26-18(23-16)6-4-2/h4,8-13,22,24H,2,6-7H2,1H3",C21H18N2O4,362.126657056,3.8888000000000025,5.31,-2.85,6.45,-200,3.497924962837022,1,CONCAT,5,2,88.35,6,21,4,2,0.7777777777777778,0.14814814814814814,0.07407407407407407,0.14285714285714285,0.0,27,3,0,3,2,0,2,0,0
OC/C=C/C=C/c1cc(Br)cc(c1S)ON,15/000000174,"InChI=1S/C11H12BrNO2S/c12-9-6-8(4-2-1-3-5-14)11(16)10(7-9)15-13/h1-4,6-7,14,16H,5,13H2/b3-1+,4-2+",C11H12NO2SBr,300.977211724,2.552,5.3,-5.2,2.35,0,3.534983790033646,1,CONCAT,4,3,55.480000000000004,4,11,2,1,0.6875,0.125,0.0625,0.09090909090909091,0.0,16,1,0,1,0,0,0,0,0
Sc1c(/C=C/C=C/[C@H](CO)O)cc(cc1ON)Br,15/000000297,"InChI=1S/C12H14BrNO3S/c13-9-5-8(12(18)11(6-9)17-14)3-1-2-4-10(16)7-15/h1-6,10,15-16,18H,7,14H2/b3-1+,4-2+/t10-/m1/s1",C12H14NO3SBr,330.987776408,1.9128999999999998,5.3,-6.1,2.35,-150,4.007532939611431,1,CONCAT,5,4,75.71,5,12,3,1,0.6666666666666666,0.16666666666666666,0.05555555555555555,0.16666666666666666,0.08333333333333333,18,1,0,1,0,0,0,0,0
Sc1nnc([nH]1)[C@H](COC(=O)CCC(=O)C1=CCNC(=S)N1)N,1/000001124,"InChI=1S/C12H16N6O3S2/c13-6(10-16-12(23)18-17-10)5-21-9(20)2-1-8(19)7-3-4-14-11(22)15-7/h3,6H,1-2,4-5,13H2,(H2,14,15,22)(H2,16,17,18,23)/t6-/m0/s1",C12H16N6O3S2,356.0725303720001,-0.6526999999999994,5.3,0.29,3.58,-170,4.437790680431654,1,CONCAT,8,5,135.02,7,12,3,6,0.5217391304347826,0.13043478260869565,0.2608695652173913,0.4166666666666667,0.08333333333333333,23,2,1,1,2,1,1,0,0
O=Nc1ccc(c(c1c1nc(N)c(cc1)Cl)O)OC(=O)CC(=O)NN,17/000000123,"InChI=1S/C14H12ClN5O5/c15-6-1-2-7(18-14(6)16)12-8(20-24)3-4-9(13(12)23)25-11(22)5-10(21)19-17/h1-4,23H,5,17H2,(H2,16,18)(H,19,21)",C14H12N5O5Cl,365.052696164,1.3731000000000002,5.29,-2.86,24.5,-180,3.09456910947981,1,CONCAT,9,4,169.99,5,14,5,5,0.56,0.2,0.2,0.07142857142857142,0.0,25,2,0,2,1,0,1,0,0
C1=CC(=O)[C@@H](O1)/C=c\1/sc2c([nH]1)c(OS(=O)=O)ccc2C[NH3+],30/000000033,"InChI=1S/C13H12N2O5S2/c14-6-7-1-2-9(20-22(17)18)12-13(7)21-11(15-12)5-10-8(16)3-4-19-10/h1-5,10,15,22H,6,14H2/p+1/b11-5+/t10-/m0/s1",C13H13N2O5S2,341.02603993609006,0.17429999999999984,5.29,-0.37,24.8,-190,5.378589207262442,1,CONCAT,7,3,109.33999999999999,4,13,5,2,0.5909090909090909,0.22727272727272727,0.09090909090909091,0.15384615384615385,0.07692307692307693,22,3,2,1,2,2,0,0,0
OC/C=C\1/C(=NNC1=O)C(=O)Cc1oc(cc1)[C@H](/C=C/CSC)O,1/000000992,"InChI=1S/C16H18N2O5S/c1-24-8-2-3-12(20)14-5-4-10(23-14)9-13(21)15-11(6-7-19)16(22)18-17-15/h2-6,12,19-20H,7-9H2,1H3,(H,18,22)/b3-2+,11-6-/t12-/m0/s1",C16H18N2O5S,350.09364267599994,0.7482999999999991,5.29,1.68,3.84,-190,4.392761133233142,1,CONCAT,7,3,112.13000000000001,8,16,5,2,0.6666666666666666,0.20833333333333334,0.08333333333333333,0.3125,0.0625,24,2,1,1,2,1,1,0,0
Oc1c(OC(=O)c2nnc[nH]2)ccc(c1c1[nH]ccc1)CC#CC,17/000000594,"InChI=1S/C17H14N4O3/c1-2-3-5-11-7-8-13(24-17(23)16-19-10-20-21-16)15(22)14(11)12-6-4-9-18-12/h4,6-10,18,22H,5H2,1H3,(H,19,20,21)",C17H14N4O3,322.10659030799997,2.2904,5.27,-4.16,5.09,-180,3.6095204294080783,1,CONCAT,5,3,103.88999999999999,4,17,3,4,0.7083333333333334,0.125,0.16666666666666666,0.11764705882352941,0.0,24,3,0,3,2,0,2,0,0
OC/C=C(\C[NH3+])/C=C/c1cc(Br)cc(c1S)ON,15/000000245,"InChI=1S/C12H15BrN2O2S/c13-10-5-9(12(18)11(6-10)17-15)2-1-8(7-14)3-4-16/h1-3,5-6,16,18H,4,7,14-15H2/p+1/b2-1+,8-3-",C12H16N2O2SBr,331.01103727209,1.1640999999999997,5.27,-9.04,2.35,-40,4.172023275285477,1,CONCAT,4,4,83.12,5,12,2,2,0.6666666666666666,0.1111111111111111,0.1111111111111111,0.16666666666666666,0.0,18,1,0,1,0,0,0,0,0
Oc1c(OC(=O)c2nnc[nH]2)ccc(c1c1ncsc1)CC#CC,17/000000563,"InChI=1S/C16H12N4O3S/c1-2-3-4-10-5-6-12(23-16(22)15-17-8-19-20-15)14(21)13(10)11-7-24-9-18-11/h5-9,21H,4H2,1H3,(H,17,19,20)",C16H12N4O3S,340.063011244,2.4188,5.27,-6.3,5.09,-200,3.642458222050219,1,CONCAT,7,2,100.99,4,16,3,4,0.6666666666666666,0.125,0.16666666666666666,0.125,0.0,24,3,0,3,2,0,2,0,0
