SMILES,Name,InChI,Formula,MW,LogP,pKd,Structure,Synthesize,Chemical,SA_Score,SA_Score_Binary
Oc1cc(c(cc1O)C=C)CC(=O)OCC[C@@H]1ON=CC1,28/000000441,"InChI=1S/C15H17NO5/c1-2-10-7-13(17)14(18)8-11(10)9-15(19)20-6-4-12-3-5-16-21-12/h2,5,7-8,12,17-18H,1,3-4,6,9H2/t12-/m1/s1",C15H17NO5,291,2.45,5.64,-0.73,3.58,-170,3.7831868478052444,1
OCc1ccc2c(c1)cncc2/C=C/CNCCCON,26/000000003,"InChI=1S/C16H21N3O2/c17-21-8-2-7-18-6-1-3-14-10-19-11-15-9-13(12-20)4-5-16(14)15/h1,3-5,9-11,18,20H,2,6-8,12,17H2/b3-1+",C16H21N3O2,287,0.48,5.32,-1.54,15.4,-80,2.8448864955897992,1
S[C@@H](CCSCc1cc(O)c(cc1C=C)O)C,28/000000227,"InChI=1S/C13H18O2S2/c1-3-10-6-12(14)13(15)7-11(10)8-17-5-4-9(2)16/h3,6-7,9,14-16H,1,4-5,8H2,2H3/t9-/m1/s1",C13H18O2S2,270,3.72,5.14,-0.45,15.0,-170,3.647468983863593,1
Sc1nnc(s1)[C@H](/C=C\C)c1c(C=C)cc(c(c1)O)O,28/000000353,"InChI=1S/C14H14N2O2S2/c1-3-5-9(13-15-16-14(19)20-13)10-7-12(18)11(17)6-8(10)4-2/h3-7,9,17-18H,2H2,1H3,(H,16,19)/b5-3-/t9-/m1/s1",C14H14N2O2S2,306,3.66,5.09,-5.95,23.0,-190,4.216572712464643,1
Oc1c(O)cc(c(c1)C=C)C/C=C\Cc1cnc2c(c1)cn[nH]2,28/000000155,"InChI=1S/C18H17N3O2/c1-2-13-8-16(22)17(23)9-14(13)6-4-3-5-12-7-15-11-20-21-18(15)19-10-12/h2-4,7-11,22-23H,1,5-6H2,(H,19,20,21)/b4-3-",C18H17N3O2,307,3.83,5.08,-5.08,5.09,-100,3.220322989757051,1
OC(=O)/C=C/Cc1c(Cl)nc([nH]1)c1cc(N)ccc1C(=O)O,10/000000002,"InChI=1S/C14H12ClN3O4/c15-12-10(2-1-3-11(19)20)17-13(18-12)9-6-7(16)4-5-8(9)14(21)22/h1,3-6H,2,16H2,(H,17,18)(H,19,20)(H,21,22)/b3-1+",C14H12N3O4Cl,321,1.7,5.07,-5.73,23.0,-160,2.8926141264175254,1
Oc1c(O)cc(c(c1)C=C)CC(=O)OCCC/C=C\N,28/000000605,"InChI=1S/C15H19NO4/c1-2-11-8-13(17)14(18)9-12(11)10-15(19)20-7-5-3-4-6-16/h2,4,6,8-9,17-18H,1,3,5,7,10,16H2/b6-4-",C15H19NO4,277,1.86,5.06,0.4,3.58,0,3.04774460658025,1
Oc1ccc(cc1O)C(=C)[C@H](c1nncs1)N,28/000000104,"InChI=1S/C11H11N3O2S/c1-6(10(12)11-14-13-5-17-11)7-2-3-8(15)9(16)4-7/h2-5,10,15-16H,1,12H2/t10-/m1/s1",C11H11N3O2S,249,1.63,5.02,-7.37,2.22,-170,3.5628668704358564,1
Sc1nnc(s1)[C@H](/C=C\CBr)c1c(C=C)cc(c(c1)O)O,28/000000678,"InChI=1S/C14H13BrN2O2S2/c1-2-8-6-11(18)12(19)7-10(8)9(4-3-5-15)13-16-17-14(20)21-13/h2-4,6-7,9,18-19H,1,5H2,(H,17,20)/b4-3-/t9-/m1/s1",C14H13N2O2S2Br,385,4.24,4.99,-5.13,24.7,-170,4.373582235118107,1
Oc1cc(c(cc1O)C(=C)CN)C(=O)CCCc1nnc[nH]1,28/000000636,"InChI=1S/C15H18N4O3/c1-9(7-16)10-5-13(21)14(22)6-11(10)12(20)3-2-4-15-17-8-18-19-15/h5-6,8,21-22H,1-4,7,16H2,(H,17,18,19)",C15H18N4O3,302,1.7,4.98,-7.65,4.94,-20,3.4229215917390903,1
Oc1cc(c(cc1O)C=C)CC(=O)OCCc1sncn1,28/000000620,"InChI=1S/C14H14N2O4S/c1-2-9-5-11(17)12(18)6-10(9)7-14(19)20-4-3-13-15-8-16-21-13/h2,5-6,8,17-18H,1,3-4,7H2",C14H14N2O4S,306,1.09,4.98,0.48,3.58,-20,3.142483776885885,1
Oc1c(O)cc(c(c1)C=C)COCC[C@H](CC)CO,28/000000343,"InChI=1S/C15H22O4/c1-3-11(9-16)5-6-19-10-13-8-15(18)14(17)7-12(13)4-2/h4,7-8,11,16-18H,2-3,5-6,9-10H2,1H3/t11-/m0/s1",C15H22O4,266,2.1,4.97,-5.96,3.72,-190,3.305902310301864,1
Oc1cc(c(cc1O)C=C)[C@H](c1n[nH]c(=S)[nH]1)SCCNN,28/000000664,"InChI=1S/C13H17N5O2S2/c1-2-7-5-9(19)10(20)6-8(7)11(22-4-3-15-14)12-16-13(21)18-17-12/h2,5-6,11,15,19-20H,1,3-4,14H2,(H2,16,17,18,21)/t11-/m1/s1",C13H17N5O2S2,339,1.79,4.91,-4.99,24.3,-170,4.339219870729066,1
Sc1nnc(s1)[C@H](NCCO)/C=C\Cc1c(C=C)cc(c(c1)O)O,28/000000479,"InChI=1S/C16H19N3O3S2/c1-2-10-8-13(21)14(22)9-11(10)4-3-5-12(17-6-7-20)15-18-19-16(23)24-15/h2-3,5,8-9,12,17,20-22H,1,4,6-7H2,(H,19,23)/b5-3-/t12-/m1/s1",C16H19N3O3S2,365,2.15,4.91,-6.82,5.09,-190,4.242131512107999,1
Oc1c(O)cc(c(c1)C=C)CC(=O)OCCc1occc1,28/000000476,"InChI=1S/C16H16O5/c1-2-11-8-14(17)15(18)9-12(11)10-16(19)21-7-5-13-4-3-6-20-13/h2-4,6,8-9,17-18H,1,5,7,10H2",C16H16O5,288,2.04,4.91,0.21,3.58,-20,2.6797828642392094,1
Oc1cc(c(cc1O)C=C)[C@H](CC)/C=C\Cc1n[nH]cn1,28/000000435,"InChI=1S/C16H19N3O2/c1-3-11(6-5-7-16-17-10-18-19-16)13-9-15(21)14(20)8-12(13)4-2/h4-6,8-11,20-21H,2-3,7H2,1H3,(H,17,18,19)/b6-5-/t11-/m1/s1",C16H19N3O2,285,3.04,4.9,-4.43,19.7,-170,4.293835348457135,1
c1nc(sc1CONCc1cc2cccc3c2c(c1)CC3)NCBr,19/000000074,"InChI=1S/C18H18BrN3OS/c19-11-21-18-20-9-16(24-18)10-23-22-8-12-6-14-3-1-2-13-4-5-15(7-12)17(13)14/h1-3,6-7,9,22H,4-5,8,10-11H2,(H,20,21)",C18H18N3OSBr,404,3.54,4.9,-1.47,21.3,-180,3.145640387955349,1
Oc1cc(c(cc1O)C=C)C/C=C\Cc1n[nH]c(n1)CNC(=O)N,28/000000474,"InChI=1S/C16H19N5O3/c1-2-10-7-12(22)13(23)8-11(10)5-3-4-6-14-19-15(21-20-14)9-18-16(17)24/h2-4,7-8,22-23H,1,5-6,9H2,(H3,17,18,24)(H,19,20,21)/b4-3-",C16H19N5O3,329,0.99,4.88,-8.87,5.09,-40,3.3732396926237733,1
Oc1cc(c(cc1O)C=C)C/C=C/[C@H]1C=CCOC1,28/000000316,"InChI=1S/C16H18O3/c1-2-13-9-15(17)16(18)10-14(13)7-3-5-12-6-4-8-19-11-12/h2-6,9-10,12,17-18H,1,7-8,11H2/b5-3+/t12-/m0/s1",C16H18O3,258,2.51,4.87,-1.38,3.58,-150,4.122480219572081,1
Oc1cccc(c1C(=O)C/C=C\[C@H](C1=NN=CNC1)N)O,17/000000011,"InChI=1S/C14H16N4O3/c15-9(10-7-16-8-17-18-10)3-1-4-11(19)14-12(20)5-2-6-13(14)21/h1-3,5-6,8-9,20-21H,4,7,15H2,(H,16,17)/b3-1-/t9-/m1/s1",C14H16N4O3,288,0.7,4.87,2.21,3.58,-150,4.30381631325505,1
Oc1cc(c(cc1O)C=C)[C@H](C(=O)OC)N(=O)=O,28/000000320,"InChI=1S/C11H11NO6/c1-3-6-4-8(13)9(14)5-7(6)10(12(16)17)11(15)18-2/h3-5,10,13-14H,1H2,2H3/t10-/m1/s1",C11H11NO6,253,1.33,4.86,-3.21,17.4,-190,3.544436991182959,1
Oc1cc(c(cc1O)C=C)[C@](c1n[nH]c(=S)[nH]1)(SC)F,28/000000432,"InChI=1S/C12H12FN3O2S2/c1-3-6-4-8(17)9(18)5-7(6)12(13,20-2)10-14-11(19)16-15-10/h3-5,17-18H,1H2,2H3,(H2,14,15,16,19)/t12-/m1/s1",C12H12N3O2S2F,313,3.42,4.82,-6.05,23.6,-190,4.31519578938772,1
Oc1cc(c(cc1O)C=C)[C@@H](/C=C\CC[NH3+])c1nnc(s1)S,28/000000650,"InChI=1S/C15H17N3O2S2/c1-2-9-7-12(19)13(20)8-11(9)10(5-3-4-6-16)14-17-18-15(21)22-14/h2-3,5,7-8,10,19-20H,1,4,6,16H2,(H,18,21)/p+1/b5-3-/t10-/m1/s1",C15H18N3O2S2,336,2.71,4.81,-5.58,25.0,-170,4.724951018270049,1
ONC(=O)[C@@H](c1cc(O)c(cc1C=C)O)/C=C\Cc1n[nH]cn1,28/000000438,"InChI=1S/C15H16N4O4/c1-2-9-6-12(20)13(21)7-11(9)10(15(22)19-23)4-3-5-14-16-8-17-18-14/h2-4,6-8,10,20-21,23H,1,5H2,(H,19,22)(H,16,17,18)/b4-3-/t10-/m1/s1",C15H16N4O4,316,1.16,4.81,-5.23,23.9,-170,4.375939478508577,1
Oc1cc(c(cc1O)C=C)[C@H](CCl)/C=C\Cc1cnc[nH]1,28/000000600,"InChI=1S/C16H17ClN2O2/c1-2-11-6-15(20)16(21)7-14(11)12(8-17)4-3-5-13-9-18-10-19-13/h2-4,6-7,9-10,12,20-21H,1,5,8H2,(H,18,19)/b4-3-/t12-/m0/s1",C16H17N2O2Cl,304,2.73,4.79,-3.65,5.09,-150,3.9695419977400555,1
Oc1c(O)ccc(c1c1nnn[nH]1)C(=C)CN,28/000000218,"InChI=1S/C10H11N5O2/c1-5(4-11)6-2-3-7(16)9(17)8(6)10-12-14-15-13-10/h2-3,16-17H,1,4,11H2,(H,12,13,14,15)",C10H11N5O2,233,-0.09,4.79,-7.7,18.5,-180,3.41916412684874,1
S[C@@H](CCSCc1cc(O)c(cc1C=C)O)CNCC#C,28/000000673,"InChI=1S/C16H21NO2S2/c1-3-6-17-10-14(20)5-7-21-11-13-9-16(19)15(18)8-12(13)4-2/h1,4,8-9,14,17-20H,2,5-7,10-11H2/t14-/m0/s1",C16H21NO2S2,323,3.18,4.79,1.5,21.0,-180,4.018879582598212,1
Oc1cc(cc(c1O)N=O)C(=C)CN,28/000000289,"InChI=1S/C9H10N2O3/c1-5(4-10)6-2-7(11-14)9(13)8(12)3-6/h2-3,12-13H,1,4,10H2",C9H10N2O3,194,0.31,4.78,-6.28,13.2,-20,3.4275928518044037,1
Oc1cc(c(cc1O)C=C)[C@H](S(=O)=O)/C=C\CN(=O)=O,28/000000515,"InChI=1S/C12H13NO6S/c1-2-8-6-10(14)11(15)7-9(8)12(20(18)19)4-3-5-13(16)17/h2-4,6-7,12,14-15,20H,1,5H2/b4-3-/t12-/m1/s1",C12H13NO6S,299,0.72,4.77,-4.48,21.1,-150,4.579644991129374,1
Oc1c(O)cc(c(c1)C=C)C/C=C/CN,28/000000380,"InChI=1S/C12H15NO2/c1-2-9-7-11(14)12(15)8-10(9)5-3-4-6-13/h2-4,7-8,14-15H,1,5-6,13H2/b4-3+",C12H15NO2,205,1.59,4.77,-2.56,2.22,-20,3.1721237379408773,1
Oc1c(O)cc(c(c1)C=C)[C@@H](/C=C\C)C=S,28/000000157,"InChI=1S/C13H14O2S/c1-3-5-10(8-16)11-7-13(15)12(14)6-9(11)4-2/h3-8,10,14-15H,2H2,1H3/b5-3-/t10-/m0/s1",C13H14O2S,234,2.7,4.76,-4.68,14.7,-170,4.123736340543182,1
Oc1cc(c(cc1O)C(=O)N)C(=C)CN,28/000000412,"InChI=1S/C10H12N2O3/c1-5(4-11)6-2-8(13)9(14)3-7(6)10(12)15/h2-3,13-14H,1,4,11H2,(H2,12,15)",C10H12N2O3,208,-0.35,4.75,-4.98,13.2,0,2.8873437696914905,1
Sc1nnnn1[C@@H](CO)/C=C/CC=C,5/000000007,"InChI=1S/C8H12N4OS/c1-2-3-4-5-7(6-13)12-8(14)9-10-11-12/h2,4-5,7,13H,1,3,6H2,(H,9,11,14)/b5-4+/t7-/m1/s1",C8H12N4OS,212,0.16,4.74,5.39,5.09,-150,4.441497266078953,1
O=N[C@@H](CCCC)c1cc(O)c(cc1C=C)O,28/000000135,"InChI=1S/C13H17NO3/c1-3-5-6-11(14-17)10-8-13(16)12(15)7-9(10)4-2/h4,7-8,11,15-16H,2-3,5-6H2,1H3/t11-/m0/s1",C13H17NO3,235,2.61,4.73,-2.56,14.2,-170,3.5661168099505502,1
Oc1cc(c(cc1O)C=C)C/C=C/[C@H]1SCC=C1,28/000000099,"InChI=1S/C15H16O2S/c1-2-11-9-14(16)15(17)10-12(11)5-3-6-13-7-4-8-18-13/h2-4,6-7,9-10,13,16-17H,1,5,8H2/b6-3+/t13-/m1/s1",C15H16O2S,260,3.11,4.72,-1.47,2.22,-170,4.280875962974623,1
Oc1c(O)cc(c(c1)CCCCCNCCCO)C=C,28/000000419,"InChI=1S/C16H25NO3/c1-2-13-11-15(19)16(20)12-14(13)7-4-3-5-8-17-9-6-10-18/h2,11-12,17-20H,1,3-10H2",C16H25NO3,279,2.12,4.72,-0.79,3.58,-20,2.5852292569298996,1
Oc1cc(c(cc1O)C=C)[C@@H](/C=C\Cc1nscc1)C(=O)O,28/000000523,"InChI=1S/C16H15NO4S/c1-2-10-8-14(18)15(19)9-13(10)12(16(20)21)5-3-4-11-6-7-22-17-11/h2-3,5-9,12,18-19H,1,4H2,(H,20,21)/b5-3-/t12-/m1/s1",C16H14NO4S,316,2.06,4.72,-3.57,6.32,-150,4.095902090148991,1
Oc1cc(c(cc1O)C=C)C/C=C\[C@@H](CF)c1nscc1,28/000000641,"InChI=1S/C16H16FNO2S/c1-2-11-8-15(19)16(20)9-12(11)4-3-5-13(10-17)14-6-7-21-18-14/h2-3,5-9,13,19-20H,1,4,10H2/b5-3-/t13-/m0/s1",C16H16NO2SF,305,3.54,4.72,-6.07,3.58,-170,4.280646300217238,1
Oc1cc(c(cc1O)C=C)[C@H](C[NH3+])/C=C\Cc1cnc[nH]1,28/000000629,"InChI=1S/C16H19N3O2/c1-2-11-6-15(20)16(21)7-14(11)12(8-17)4-3-5-13-9-18-10-19-13/h2-4,6-7,9-10,12,20-21H,1,5,8,17H2,(H,18,19)/p+1/b4-3-/t12-/m0/s1",C16H20N3O2,286,1.19,4.72,-4.0,19.1,-150,4.305020224597942,1
Oc1ccc(c(c1)C#CCCC1=CCC(=C1)CO)O,21/000000029,"InChI=1S/C16H16O3/c17-11-13-6-5-12(9-13)3-1-2-4-14-10-15(18)7-8-16(14)19/h5,7-10,17-19H,1,3,6,11H2",C16H16O3,256,1.52,4.71,0.54,3.84,0,3.3751361230116963,1
OC(=O)c1ccc(cc1c1cc(n(c1)CCCCO)C(=O)CN)N,10/000000030,"InChI=1S/C17H21N3O4/c18-9-16(22)15-7-11(10-20(15)5-1-2-6-21)14-8-12(19)3-4-13(14)17(23)24/h3-4,7-8,10,21H,1-2,5-6,9,18-19H2,(H,23,24)",C17H21N3O4,331,0.54,4.71,-5.76,3.58,-160,2.6719188179760316,1
Oc1c(O)cc(c(c1)C=C)[C@@H](/C=C\CC1=CCCC=C1)N=O,28/000000482,"InChI=1S/C18H19NO3/c1-2-14-11-17(20)18(21)12-15(14)16(19-22)10-6-9-13-7-4-3-5-8-13/h2,4,6-8,10-12,16,20-21H,1,3,5,9H2/b10-6-/t16-/m1/s1",C18H19NO3,297,2.82,4.7,-5.19,20.6,-190,4.3261363536644275,1
Oc1cc(c(cc1O)C=C)C/C=C\CCF,28/000000376,"InChI=1S/C13H15FO2/c1-2-10-8-12(15)13(16)9-11(10)6-4-3-5-7-14/h2-4,8-9,15-16H,1,5-7H2/b4-3-",C13H15O2F,222,3.16,4.69,-2.29,2.22,0,3.195280992830849,1
O=N[C@@H](c1cc(O)c(cc1C=C)O)/C=C\Cc1oncn1,28/000000496,"InChI=1S/C14H13N3O4/c1-2-9-6-12(18)13(19)7-10(9)11(17-20)4-3-5-14-15-8-16-21-14/h2-4,6-8,11,18-19H,1,5H2/b4-3-/t11-/m1/s1",C14H13N3O4,287,1.61,4.69,-5.72,23.4,-150,4.303703666579689,1
OC(=O)c1nc(n[nH]1)CNNC[C@H](C)O,21/000000005,"InChI=1S/C7H13N5O3/c1-4(13)2-8-9-3-5-10-6(7(14)15)12-11-5/h4,8-9,13H,2-3H2,1H3,(H,14,15)(H,10,11,12)/t4-/m0/s1",C7H13N5O3,215,-0.09,4.68,8.52,19.0,-170,3.8630444448827506,1
Oc1cc(C(=C)c2cc(S)ccc2F)c(cc1O)C=C,28/000000225,"InChI=1S/C16H13FO2S/c1-3-10-6-15(18)16(19)8-12(10)9(2)13-7-11(20)4-5-14(13)17/h3-8,18-20H,1-2H2",C16H13O2SF,288,4.64,4.67,-6.87,3.58,-20,3.1319901543657958,1
Oc1cc(c(cc1O)C=C)CC(=O)OCCc1snnc1,28/000000567,"InChI=1S/C14H14N2O4S/c1-2-9-5-12(17)13(18)6-10(9)7-14(19)20-4-3-11-8-15-16-21-11/h2,5-6,8,17-18H,1,3-4,7H2",C14H14N2O4S,306,2.43,4.66,1.49,3.58,0,3.1566397090892746,1
Oc1cc(c(cc1O)C=C)[C@@H](CBr)C=C,28/000000139,"InChI=1S/C12H13BrO2/c1-3-8-5-11(14)12(15)6-10(8)9(4-2)7-13/h3-6,9,14-15H,1-2,7H2/t9-/m1/s1",C12H13O2Br,269,3.28,4.66,-5.12,3.58,-170,3.8732911897232754,1
SCC[C@H](C1=NN(CC1)C(=O)C1=CNC=NC1)N,19/000000007,"InChI=1S/C11H17N5OS/c12-9(2-4-18)10-1-3-16(15-10)11(17)8-5-13-7-14-6-8/h5,7,9,18H,1-4,6,12H2,(H,13,14)/t9-/m1/s1",C11H17N5OS,267,-0.22,4.66,2.21,2.22,-150,4.770513972024396,1
Oc1c(O)cc(c(c1)C=C)[C@@H](/C=C\C)c1nocc1,28/000000367,"InChI=1S/C15H15NO3/c1-3-5-11(13-6-7-19-16-13)12-9-15(18)14(17)8-10(12)4-2/h3-9,11,17-18H,2H2,1H3/b5-3-/t11-/m1/s1",C15H15NO3,257,3.0,4.65,-5.14,17.8,-170,3.9163235674192025,1
Oc1cc(c(cc1O)C=C)[C@@H](CCCl)C(=O)OC,28/000000217,"InChI=1S/C13H15ClO4/c1-3-8-6-11(15)12(16)7-10(8)9(4-5-14)13(17)18-2/h3,6-7,9,15-16H,1,4-5H2,2H3/t9-/m1/s1",C13H15O4Cl,270,2.39,4.65,-2.9,4.69,-170,3.456410804603582,1
Oc1cc(c(cc1O)C=C)CC(=O)OCCC=C,28/000000566,"InChI=1S/C14H16O4/c1-3-5-6-18-14(17)9-11-8-13(16)12(15)7-10(11)4-2/h3-4,7-8,15-16H,1-2,5-6,9H2",C14H16O4,248,2.25,4.64,-1.37,2.22,0,2.780363306682654,1
O=NCCOC(=O)Cc1cc(O)c(cc1C=C)O,28/000000576,"InChI=1S/C12H13NO5/c1-2-8-5-10(14)11(15)6-9(8)7-12(16)18-4-3-13-17/h2,5-6,14-15H,1,3-4,7H2",C12H13NO5,251,1.09,4.63,-1.51,2.22,-20,3.0668939189275504,1
Oc1c(O)cc(c(c1)C=C)CC(=O)OCCO,28/000000443,"InChI=1S/C12H14O5/c1-2-8-5-10(14)11(15)6-9(8)7-12(16)17-4-3-13/h2,5-6,13-15H,1,3-4,7H2",C12H14O5,238,0.76,4.63,-2.26,2.22,-20,2.6668669162887166,1
Oc1cc(c(cc1O)C=C)[C@H](c1n[nH]c(=S)[nH]1)SC,28/000000094,"InChI=1S/C12H13N3O2S2/c1-3-6-4-8(16)9(17)5-7(6)10(19-2)11-13-12(18)15-14-11/h3-5,10,16-17H,1H2,2H3,(H2,13,14,15,18)/t10-/m1/s1",C12H13N3O2S2,295,2.86,4.62,-6.26,20.9,-190,4.1841718369290835,1
Oc1cc(c(cc1O)C=C)C/C=C\[C@H](c1nscc1)NN,28/000000465,"InChI=1S/C15H17N3O2S/c1-2-10-8-14(19)15(20)9-11(10)4-3-5-12(17-16)13-6-7-21-18-13/h2-3,5-9,12,17,19-20H,1,4,16H2/b5-3-/t12-/m1/s1",C15H17N3O2S,303,1.84,4.62,-6.36,3.58,-170,4.310856730464957,1
Oc1c(O)cc(c(c1)C=C)C(=O)CCCc1nnc([nH]1)CO,28/000000456,"InChI=1S/C15H17N3O4/c1-2-9-6-12(21)13(22)7-10(9)11(20)4-3-5-14-16-15(8-19)18-17-14/h2,6-7,19,21-22H,1,3-5,8H2,(H,16,17,18)",C15H17N3O4,303,1.86,4.62,-4.5,5.08,0,3.2526025501249656,1
Oc1cc(c(cc1O)C=C)C/C=C\Cc1n[nH]c(n1)CCC,28/000000680,"InChI=1S/C17H21N3O2/c1-3-7-16-18-17(20-19-16)9-6-5-8-13-11-15(22)14(21)10-12(13)4-2/h4-6,10-11,21-22H,2-3,7-9H2,1H3,(H,18,19,20)/b6-5-",C17H21N3O2,299,3.31,4.62,-7.34,5.09,-80,3.3075516450279476,1
Oc1cc(c(cc1O)C=C)[C@@H](CS(=O)(=O)N)C(=O)OCC,28/000000508,"InChI=1S/C13H17NO6S/c1-3-8-5-11(15)12(16)6-9(8)10(7-21(14,18)19)13(17)20-4-2/h3,5-6,10,15-16H,1,4,7H2,2H3,(H2,14,18,19)/t10-/m1/s1",C13H17NO6S,315,0.44,4.61,-2.31,4.69,-200,3.4589760619808985,1
Oc1cc(c(cc1O)C=C)C(=O)CC[C@@H](CCl)c1n[nH]c(=O)[nH]1,28/000000608,"InChI=1S/C15H16ClN3O4/c1-2-8-5-12(21)13(22)6-10(8)11(20)4-3-9(7-16)14-17-15(23)19-18-14/h2,5-6,9,21-22H,1,3-4,7H2,(H2,17,18,19,23)/t9-/m0/s1",C15H16N3O4Cl,337,2.08,4.61,-5.42,7.82,-170,3.9258582285085772,1
Oc1c(O)cc(c(c1)C=C)[C@@H](/C=C\C[NH2+]C)c1nocc1,28/000000570,"InChI=1S/C16H18N2O3/c1-3-11-9-15(19)16(20)10-13(11)12(5-4-7-17-2)14-6-8-21-18-14/h3-6,8-10,12,17,19-20H,1,7H2,2H3/p+1/b5-4-/t12-/m1/s1",C16H19N2O3,287,2.29,4.61,-3.64,19.8,-170,4.6619107069969,1
Oc1c(O)cc(c(c1)C=C)COCCCCO,28/000000051,"InChI=1S/C13H18O4/c1-2-10-7-12(15)13(16)8-11(10)9-17-6-4-3-5-14/h2,7-8,14-16H,1,3-6,9H2",C13H18O4,238,1.44,4.6,-5.54,3.72,-20,2.6519487422333547,1
Oc1ccc(c(c1O)C1=CCNCN1)C(=C)CN,28/000000125,"InChI=1S/C13H17N3O2/c1-8(6-14)9-2-3-11(17)13(18)12(9)10-4-5-15-7-16-10/h2-4,15-18H,1,5-7,14H2",C13H17N3O2,247,0.78,4.59,-8.73,3.58,-200,3.709183425991915,1
Oc1ccc(cc1O)C(=C)[C@H](C/C=C/CCC)N,28/000000178,"InChI=1S/C15H21NO2/c1-3-4-5-6-7-13(16)11(2)12-8-9-14(17)15(18)10-12/h5-6,8-10,13,17-18H,2-4,7,16H2,1H3/b6-5+/t13-/m0/s1",C15H21NO2,247,2.57,4.59,-8.87,2.22,-190,3.321032154682074,1
Oc1cc(c(cc1O)C=C)[C@H](C)/C=C\Cc1n[nH]nc1,28/000000635,"InChI=1S/C15H17N3O2/c1-3-11-7-14(19)15(20)8-13(11)10(2)5-4-6-12-9-16-18-17-12/h3-5,7-10,19-20H,1,6H2,2H3,(H,16,17,18)/b5-4-/t10-/m1/s1",C15H17N3O2,271,3.49,4.58,-5.75,20.0,-170,3.9459521080690383,1
Oc1c(O)cc(c(c1)C(=O)CC[C@H](CC(=O)N)C=C)C=C,28/000000613,"InChI=1S/C16H19NO4/c1-3-10(7-16(17)21)5-6-13(18)12-9-15(20)14(19)8-11(12)4-2/h3-4,8-10,19-20H,1-2,5-7H2,(H2,17,21)/t10-/m1/s1",C16H19NO4,289,1.21,4.58,-5.11,4.94,-180,3.590799988054826,1
Oc1c(O)cc(c(c1)C=C)C/C=C\CCl,28/000000375,"InChI=1S/C12H13ClO2/c1-2-9-7-11(14)12(15)8-10(9)5-3-4-6-13/h2-4,7-8,14-15H,1,5-6H2/b4-3-",C12H13O2Cl,224,2.94,4.58,-2.37,2.22,0,3.190579647884592,1
Oc1cc(c(cc1O)C=C)[C@H](C(=O)OCC)C=S,28/000000611,"InChI=1S/C13H14O4S/c1-3-8-5-11(14)12(15)6-9(8)10(7-18)13(16)17-4-2/h3,5-7,10,14-15H,1,4H2,2H3/t10-/m1/s1",C13H14O4S,266,1.9,4.58,-1.59,4.69,-170,3.6896723430651193,1
Oc1cc(cc2c1SCCC2)CNNCNC/C=C/CS,17/000000038,"InChI=1S/C15H23N3OS2/c19-14-9-12(8-13-4-3-7-21-15(13)14)10-17-18-11-16-5-1-2-6-20/h1-2,8-9,16-20H,3-7,10-11H2/b2-1+",C15H23N3OS2,325,3.59,4.57,-7.2,19.6,-140,3.853122561163569,1
Oc1c(O)cc(c(c1)C=C)C(=O)[C@@H](CCc1nc(=O)o[nH]1)CO,28/000000573,"InChI=1S/C15H16N2O6/c1-2-8-5-11(19)12(20)6-10(8)14(21)9(7-18)3-4-13-16-15(22)23-17-13/h2,5-6,9,18-20H,1,3-4,7H2,(H,16,17,22)/t9-/m0/s1",C15H16N2O6,320,0.21,4.57,-5.71,6.45,-170,3.812919766970115,1
OC(=O)C(=C)c1nc2ncc(c(c2c(=O)[nH]1)S)C(=C)C,23/000000029,"InChI=1S/C13H11N3O3S/c1-5(2)7-4-14-11-8(9(7)20)12(17)16-10(15-11)6(3)13(18)19/h4H,1,3H2,2H3,(H,18,19)(H2,14,15,16,17,20)",C13H11N3O3S,289,1.27,4.57,-2.97,22.7,-160,3.523447580587373,1
Oc1cc(c(cc1O)C=C)[C@@H](NC)C=C,28/000000511,"InChI=1S/C12H15NO2/c1-4-8-6-11(14)12(15)7-9(8)10(5-2)13-3/h4-7,10,13-15H,1-2H2,3H3/t10-/m0/s1",C12H15NO2,205,1.72,4.57,-3.75,11.8,-170,3.704579266646352,1
Oc1c(O)cc(c(c1)C=C)[C@@H](/C=C\CO)C=S,28/000000526,"InChI=1S/C13H14O3S/c1-2-9-6-12(15)13(16)7-11(9)10(8-17)4-3-5-14/h2-4,6-8,10,14-16H,1,5H2/b4-3-/t10-/m0/s1",C13H14O3S,250,1.67,4.56,-5.38,15.9,-150,4.150764636037506,1
Oc1cc(c(cc1O)C=C)C(=O)CC[C@@H](CCCl)Br,28/000000609,"InChI=1S/C14H16BrClO3/c1-2-9-7-13(18)14(19)8-11(9)12(17)4-3-10(15)5-6-16/h2,7-8,10,18-19H,1,3-6H2/t10-/m0/s1",C14H16O3ClBr,347,3.85,4.56,-8.02,3.58,-190,3.58738187869727,1
Oc1ccc(cc1O)C(=C)[C@H](C1=CNCN=C1)N,28/000000199,"InChI=1S/C13H15N3O2/c1-8(9-2-3-11(17)12(18)4-9)13(14)10-5-15-7-16-6-10/h2-6,13,15,17-18H,1,7,14H2/t13-/m1/s1",C13H15N3O2,245,0.38,4.56,-7.24,2.22,-170,4.208940958449736,1
