SMILES;Name;InChI;Formula;MW;LogP;pKd;Structure;Synthesize;Chemical
OC(=O)c1nc(n[nH]1)CNNCC=C;21/000000010;InChI=1S/C7H11N5O2/c1-2-3-8-9-4-5-10-6(7(13)14)12-11-5/h2,8-9H,1,3-4H2,(H,13,14)(H,10,11,12);C7H11N5O2;197;0.77;4.16;6.84;18.80;0
OC(=O)C(=C)c1nc2ncc(c(c2c(=O)[nH]1)S)CC;23/000000005;InChI=1S/C12H11N3O3S/c1-3-6-4-13-10-7(8(6)19)11(16)15-9(14-10)5(2)12(17)18/h4H,2-3H2,1H3,(H,17,18)(H2,13,14,15,16,19);C12H11N3O3S;277;1.09;4.39;-4.10;21.10;-160
SCc1cnc2c(c1S)c(=O)[nH]c(n2)C(=C)C(=O)O;23/000000011;InChI=1S/C11H9N3O3S2/c1-4(11(16)17)8-13-9-6(10(15)14-8)7(19)5(3-18)2-12-9/h2,18H,1,3H2,(H,16,17)(H2,12,13,14,15,19);C11H9N3O3S2;295;0.98;4.30;-3.75;23.00;-140
Sc1c(N(=O)=O)cnc2c1c(=O)[nH]c(n2)CCC;23/000000008;InChI=1S/C10H10N4O3S/c1-2-3-6-12-9-7(10(15)13-6)8(18)5(4-11-9)14(16)17/h4H,2-3H2,1H3,(H2,11,12,13,15,18);C10H10N4O3S;266;1.29;4.01;-4.31;19.80;-140
OC(=O)C(=C)c1nc2ncc(c(c2c(=O)[nH]1)S)S;23/000000014;InChI=1S/C10H7N3O3S2/c1-3(10(15)16)7-12-8-5(9(14)13-7)6(18)4(17)2-11-8/h2,17H,1H2,(H,15,16)(H2,11,12,13,14,18);C10H7N3O3S2;281;0.99;4.36;-3.96;22.40;-140
OC(=O)C(=C)c1nc2ncc(c(c2c(=O)[nH]1)S)CO;23/000000024;InChI=1S/C11H9N3O4S/c1-4(11(17)18)8-13-9-6(10(16)14-8)7(19)5(3-15)2-12-9/h2,15H,1,3H2,(H,17,18)(H2,12,13,14,16,19);C11H9N3O4S;279;-0.20;4.19;-3.81;21.70;-140
OC(=O)C(=C)c1nc2ncc(c(c2c(=O)[nH]1)S)C(=C)C;23/000000028;InChI=1S/C13H11N3O3S/c1-5(2)7-4-14-11-8(9(7)20)12(17)16-10(15-11)6(3)13(18)19/h4H,1,3H2,2H3,(H,18,19)(H2,14,15,16,17,20);C13H11N3O3S;289;1.27;4.56;-3.51;22.70;-160
OC(=O)C(=C)c1nc2ncc(c(c2c(=O)[nH]1)S)CC;23/000000004;InChI=1S/C12H11N3O3S/c1-3-6-4-13-10-7(8(6)19)11(16)15-9(14-10)5(2)12(17)18/h4H,2-3H2,1H3,(H,17,18)(H2,13,14,15,16,19);C12H11N3O3S;277;1.09;4.42;-3.71;21.10;-160
OC(=O)C(=C)c1nc2ncc(c(c2c(=O)[nH]1)S)S;23/000000015;InChI=1S/C10H7N3O3S2/c1-3(10(15)16)7-12-8-5(9(14)13-7)6(18)4(17)2-11-8/h2,17H,1H2,(H,15,16)(H2,11,12,13,14,18);C10H7N3O3S2;281;0.99;4.37;-3.99;22.40;-140
OC(=O)C(=C)c1nc2ncc(c(c2c(=O)[nH]1)S)S;23/000000016;InChI=1S/C10H7N3O3S2/c1-3(10(15)16)7-12-8-5(9(14)13-7)6(18)4(17)2-11-8/h2,17H,1H2,(H,15,16)(H2,11,12,13,14,18);C10H7N3O3S2;281;0.99;4.36;-4.28;22.40;-140
OC(=O)C(=C)c1nc2ncc(c(c2c(=O)[nH]1)S)CC;23/000000006;InChI=1S/C12H11N3O3S/c1-3-6-4-13-10-7(8(6)19)11(16)15-9(14-10)5(2)12(17)18/h4H,2-3H2,1H3,(H,17,18)(H2,13,14,15,16,19);C12H11N3O3S;277;1.09;4.25;-3.63;21.10;-160
OC(=O)C(=C)c1nc2ncc(c(c2c(=O)[nH]1)S)CO;23/000000025;InChI=1S/C11H9N3O4S/c1-4(11(17)18)8-13-9-6(10(16)14-8)7(19)5(3-15)2-12-9/h2,15H,1,3H2,(H,17,18)(H2,12,13,14,16,19);C11H9N3O4S;279;-0.20;4.10;-3.12;21.70;-140
OC(=O)C(=C)c1nc2ncc(c(c2c(=O)[nH]1)S)C(=C)C;23/000000027;InChI=1S/C13H11N3O3S/c1-5(2)7-4-14-11-8(9(7)20)12(17)16-10(15-11)6(3)13(18)19/h4H,1,3H2,2H3,(H,18,19)(H2,14,15,16,17,20);C13H11N3O3S;289;1.27;4.56;-3.47;22.70;-160
OC(=O)C(=C)c1nc2ncc(c(c2c(=O)[nH]1)S)CO;23/000000020;InChI=1S/C11H9N3O4S/c1-4(11(17)18)8-13-9-6(10(16)14-8)7(19)5(3-15)2-12-9/h2,15H,1,3H2,(H,17,18)(H2,12,13,14,16,19);C11H9N3O4S;279;-0.20;4.20;-4.41;21.70;-140
OC(=O)C(=C)c1nc2nccc(c2c(=O)[nH]1)S;23/000000001;InChI=1S/C10H7N3O3S/c1-4(10(15)16)7-12-8-6(9(14)13-7)5(17)2-3-11-8/h2-3H,1H2,(H,15,16)(H2,11,12,13,14,17);C10H7N3O3S;249;0.61;4.08;-4.28;19.90;-140
OC(=O)C(=C)c1nc2ncc(c(c2c(=O)[nH]1)S)CO;23/000000022;InChI=1S/C11H9N3O4S/c1-4(11(17)18)8-13-9-6(10(16)14-8)7(19)5(3-15)2-12-9/h2,15H,1,3H2,(H,17,18)(H2,12,13,14,16,19);C11H9N3O4S;279;-0.20;4.18;-4.78;21.70;-140
OC(=O)C(=C)c1nc2ncc(c(c2c(=O)[nH]1)S)CO;23/000000019;InChI=1S/C11H9N3O4S/c1-4(11(17)18)8-13-9-6(10(16)14-8)7(19)5(3-15)2-12-9/h2,15H,1,3H2,(H,17,18)(H2,12,13,14,16,19);C11H9N3O4S;279;-0.20;4.21;-3.75;21.70;-140
OC(=O)C(=C)c1nc2ncc(c(c2c(=O)[nH]1)S)C(=C)C;23/000000026;InChI=1S/C13H11N3O3S/c1-5(2)7-4-14-11-8(9(7)20)12(17)16-10(15-11)6(3)13(18)19/h4H,1,3H2,2H3,(H,18,19)(H2,14,15,16,17,20);C13H11N3O3S;289;1.27;4.13;-4.02;22.70;-160
Sc1cnc2c(c1NC(=S)NN)c(=O)[nH]c(n2)CF;23/000000007;InChI=1S/C9H9FN6OS2/c10-1-4-13-7-5(8(17)14-4)6(3(18)2-12-7)15-9(19)16-11/h2,18H,1,11H2,(H3,12,13,14,15,16,17,19);C9H9N6OS2F;300;-0.34;4.00;-3.05;24.60;-100
OC(=O)C(=C)c1nc2ncc(c(c2c(=O)[nH]1)S)CO;23/000000023;InChI=1S/C11H9N3O4S/c1-4(11(17)18)8-13-9-6(10(16)14-8)7(19)5(3-15)2-12-9/h2,15H,1,3H2,(H,17,18)(H2,12,13,14,16,19);C11H9N3O4S;279;-0.20;4.20;-4.08;21.70;-140
Oc1c(/C=C/CC)c(F)ccc1P(=O)(O)O;23/000000031;InChI=1S/C10H12FO4P/c1-2-3-4-7-8(11)5-6-9(10(7)12)16(13,14)15/h3-6,12H,2H2,1H3,(H2,13,14,15)/b4-3+;C10H12O4PF;246;1.04;4.24;-4.66;4.81;-60
SCCCCc1cnc2c(c1C#CCN)c(=O)[nH]c(n2)CF;23/000000012;InChI=1S/C15H17FN4OS/c16-8-12-19-14-13(15(21)20-12)11(5-3-6-17)10(9-18-14)4-1-2-7-22/h9,22H,1-2,4,6-8,17H2,(H,18,19,20,21);C15H17N4OSF;320;1.74;4.13;-9.36;24.50;-120
OC(=O)C(=C)c1nc2ncc(c(c2c(=O)[nH]1)S)CO;23/000000021;InChI=1S/C11H9N3O4S/c1-4(11(17)18)8-13-9-6(10(16)14-8)7(19)5(3-15)2-12-9/h2,15H,1,3H2,(H,17,18)(H2,12,13,14,16,19);C11H9N3O4S;279;-0.20;4.19;-4.36;21.70;-140
OC(=O)C(=C)c1nc2nccc(c2c(=O)[nH]1)S;23/000000002;InChI=1S/C10H7N3O3S/c1-4(10(15)16)7-12-8-6(9(14)13-7)5(17)2-3-11-8/h2-3H,1H2,(H,15,16)(H2,11,12,13,14,17);C10H7N3O3S;249;0.61;4.18;-4.19;19.90;-140
OC(=O)C(=C)c1nc2ncc(c(c2c(=O)[nH]1)S)C(=C)C;23/000000030;InChI=1S/C13H11N3O3S/c1-5(2)7-4-14-11-8(9(7)20)12(17)16-10(15-11)6(3)13(18)19/h4H,1,3H2,2H3,(H,18,19)(H2,14,15,16,17,20);C13H11N3O3S;289;1.27;4.09;-3.44;22.70;-160
OC(=O)C(=C)c1nc2nccc(c2c(=O)[nH]1)S;23/000000003;InChI=1S/C10H7N3O3S/c1-4(10(15)16)7-12-8-6(9(14)13-7)5(17)2-3-11-8/h2-3H,1H2,(H,15,16)(H2,11,12,13,14,17);C10H7N3O3S;249;0.61;4.18;-4.19;19.90;-140
OC(=O)C(=C)c1nc2ncc(c(c2c(=O)[nH]1)S)C(=C)C;23/000000029;InChI=1S/C13H11N3O3S/c1-5(2)7-4-14-11-8(9(7)20)12(17)16-10(15-11)6(3)13(18)19/h4H,1,3H2,2H3,(H,18,19)(H2,14,15,16,17,20);C13H11N3O3S;289;1.27;4.57;-2.97;22.70;-160
Sc1c(N(=O)=O)cnc2c1c(=O)[nH]c(n2)CCC;23/000000009;InChI=1S/C10H10N4O3S/c1-2-3-6-12-9-7(10(15)13-6)8(18)5(4-11-9)14(16)17/h4H,2-3H2,1H3,(H2,11,12,13,15,18);C10H10N4O3S;266;1.29;4.06;-4.34;19.80;-140
OC(=O)C(=C)c1nc2ncc(c(c2c(=O)[nH]1)S)S;23/000000018;InChI=1S/C10H7N3O3S2/c1-3(10(15)16)7-12-8-5(9(14)13-7)6(18)4(17)2-11-8/h2,17H,1H2,(H,15,16)(H2,11,12,13,14,18);C10H7N3O3S2;281;0.99;4.36;-4.28;22.40;-140
OC(=O)C(=C)c1nc2ncc(c(c2c(=O)[nH]1)S)S;23/000000013;InChI=1S/C10H7N3O3S2/c1-3(10(15)16)7-12-8-5(9(14)13-7)6(18)4(17)2-11-8/h2,17H,1H2,(H,15,16)(H2,11,12,13,14,18);C10H7N3O3S2;281;0.99;4.36;-4.28;22.40;-140
SCc1cnc2c(c1S)c(=O)[nH]c(n2)C(=C)C(=O)O;23/000000010;InChI=1S/C11H9N3O3S2/c1-4(11(16)17)8-13-9-6(10(15)14-8)7(19)5(3-18)2-12-9/h2,18H,1,3H2,(H,16,17)(H2,12,13,14,15,19);C11H9N3O3S2;295;0.98;4.37;-3.17;23.00;-140
OC(=O)C(=C)c1nc2ncc(c(c2c(=O)[nH]1)S)S;23/000000017;InChI=1S/C10H7N3O3S2/c1-3(10(15)16)7-12-8-5(9(14)13-7)6(18)4(17)2-11-8/h2,17H,1H2,(H,15,16)(H2,11,12,13,14,18);C10H7N3O3S2;281;0.99;4.36;-4.28;22.40;-140
OCc1ccc2c(c1)cncc2/C=C/CNCCCON;26/000000001;InChI=1S/C16H21N3O2/c17-21-8-2-7-18-6-1-3-14-10-19-11-15-9-13(12-20)4-5-16(14)15/h1,3-5,9-11,18,20H,2,6-8,12,17H2/b3-1+;C16H21N3O2;287;0.48;4.10;-2.22;15.40;-80
Sc1nnc(n1N)/C(=C\CNC/C=C/CCN)/C;26/000000004;InChI=1S/C11H20N6S/c1-9(10-15-16-11(18)17(10)13)5-8-14-7-4-2-3-6-12/h2,4-5,14H,3,6-8,12-13H2,1H3,(H,16,18)/b4-2+,9-5-;C11H20N6S;268;0.05;4.05;1.20;5.09;-80
OCc1ccc2c(c1)cncc2/C=C/CNCCCON;26/000000002;InChI=1S/C16H21N3O2/c17-21-8-2-7-18-6-1-3-14-10-19-11-15-9-13(12-20)4-5-16(14)15/h1,3-5,9-11,18,20H,2,6-8,12,17H2/b3-1+;C16H21N3O2;287;0.48;5.32;-1.54;15.40;-80
OCc1ccc2c(c1)cncc2/C=C/CNCCCON;26/000000003;InChI=1S/C16H21N3O2/c17-21-8-2-7-18-6-1-3-14-10-19-11-15-9-13(12-20)4-5-16(14)15/h1,3-5,9-11,18,20H,2,6-8,12,17H2/b3-1+;C16H21N3O2;287;0.48;5.32;-1.54;15.40;-80
Oc1cc(c(cc1O)C=C)C(=O)CCCc1nnc[nH]1;28/000000234;InChI=1S/C14H15N3O3/c1-2-9-6-12(19)13(20)7-10(9)11(18)4-3-5-14-15-8-16-17-14/h2,6-8,19-20H,1,3-5H2,(H,15,16,17);C14H15N3O3;273;2.66;4.24;-6.08;4.94;0
Oc1cc(c(cc1O)C=C)C/C=C\CCCC;28/000000209;InChI=1S/C15H20O2/c1-3-5-6-7-8-9-13-11-15(17)14(16)10-12(13)4-2/h4,7-8,10-11,16-17H,2-3,5-6,9H2,1H3/b8-7-;C15H20O2;232;3.67;4.04;-6.66;2.22;-60
Oc1cc(c(cc1O)C=C)C(=O)CCCc1nnc[nH]1;28/000000238;InChI=1S/C14H15N3O3/c1-2-9-6-12(19)13(20)7-10(9)11(18)4-3-5-14-15-8-16-17-14/h2,6-8,19-20H,1,3-5H2,(H,15,16,17);C14H15N3O3;273;2.66;4.22;-5.91;4.94;0
Oc1c(O)cc(c(c1)C=C)C/C=C\[C@@H](NCCO)C1=CCSS1;28/000000520;InChI=1S/C17H21NO3S2/c1-2-12-10-15(20)16(21)11-13(12)4-3-5-14(18-7-8-19)17-6-9-22-23-17/h2-3,5-6,10-11,14,18-21H,1,4,7-9H2/b5-3-/t14-/m1/s1;C17H21NO3S2;351;1.89;4.16;-7.84;5.09;-190
ON[C@@H](CC(=O)c1c(C=C)cc(c(c1)O)O)C;28/000000189;InChI=1S/C12H15NO4/c1-3-8-5-11(15)12(16)6-9(8)10(14)4-7(2)13-17/h3,5-7,13,15-17H,1,4H2,2H3/t7-/m1/s1;C12H15NO4;237;1.41;4.05;-5.92;3.58;-170
Oc1cc(c(cc1O)C=C)C/C=C\CN(=O)=O;28/000000417;InChI=1S/C12H13NO4/c1-2-9-7-11(14)12(15)8-10(9)5-3-4-6-13(16)17/h2-4,7-8,14-15H,1,5-6H2/b4-3-;C12H13NO4;235;2.00;4.33;-6.34;2.22;0
Oc1cc(c(cc1O)C=C)C/C=C\Cn1nn[nH]c1=[NH2];28/000000192;InChI=1S/C13H16N5O2/c1-2-9-7-11(19)12(20)8-10(9)5-3-4-6-18-13(14)15-16-17-18/h2-4,7-8,19-20H,1,5-6,14H2,(H,15,17)/b4-3-;C13H15N5O2;273;0.08;4.10;-6.52;3.58;0
Oc1cc(c(cc1O)C=C)CNC(=O)N;28/000000043;InChI=1S/C10H12N2O3/c1-2-6-3-8(13)9(14)4-7(6)5-12-10(11)15/h2-4,13-14H,1,5H2,(H3,11,12,15);C10H12N2O3;208;0.25;4.10;-3.68;5.09;0
Oc1cc(c(cc1O)C=C)C(=O)CCCCBr;28/000000294;InChI=1S/C13H15BrO3/c1-2-9-7-12(16)13(17)8-10(9)11(15)5-3-4-6-14/h2,7-8,16-17H,1,3-6H2;C13H15O3Br;299;3.21;4.42;-6.81;3.58;0
Oc1cc(c(cc1O)C=C)C(=O)CC[C@H](c1nnc[nH]1)NN;28/000000472;InChI=1S/C14H17N5O3/c1-2-8-5-12(21)13(22)6-9(8)11(20)4-3-10(18-15)14-16-7-17-19-14/h2,5-7,10,18,21-22H,1,3-4,15H2,(H,16,17,19)/t10-/m1/s1;C14H17N5O3;303;1.60;4.36;-6.66;5.08;-150
Oc1c(O)cc(c(c1)C=C)C/C=C\Cc1n[nH]c(n1)CN;28/000000538;InChI=1S/C15H18N4O2/c1-2-10-7-12(20)13(21)8-11(10)5-3-4-6-14-17-15(9-16)19-18-14/h2-4,7-8,20-21H,1,5-6,9,16H2,(H,17,18,19)/b4-3-;C15H18N4O2;286;1.60;4.36;-7.32;3.58;-40
Oc1c(O)cc(c(c1)C=C)[C@H](c1cc[nH]c1)F;28/000000347;InChI=1S/C13H12FNO2/c1-2-8-5-11(16)12(17)6-10(8)13(14)9-3-4-15-7-9/h2-7,13,15-17H,1H2/t13-/m0/s1;C13H12NO2F;233;2.26;4.08;-6.00;16.50;-150
S[C@H](CCc1n[nH]c(=O)[nH]1)C(=O)c1cc(O)c(cc1C=C)O;28/000000666;InChI=1S/C14H15N3O4S/c1-2-7-5-9(18)10(19)6-8(7)13(20)11(22)3-4-12-15-14(21)17-16-12/h2,5-6,11,18-19,22H,1,3-4H2,(H2,15,16,17,21)/t11-/m1/s1;C14H15N3O4S;321;1.63;4.43;-4.77;6.45;-170
SCCC/C=C\Cc1cc(O)c(cc1C=C)O;28/000000115;InChI=1S/C14H18O2S/c1-2-11-9-13(15)14(16)10-12(11)7-5-3-4-6-8-17/h2-3,5,9-10,15-17H,1,4,6-8H2/b5-3-;C14H18O2S;250;3.56;4.03;-7.48;2.22;-40
Oc1c(O)cc(c(c1)CCCCCNCCCO)C=C;28/000000290;InChI=1S/C16H25NO3/c1-2-13-11-15(19)16(20)12-14(13)7-4-3-5-8-17-9-6-10-18/h2,11-12,17-20H,1,3-10H2;C16H25NO3;279;2.12;4.68;-0.45;3.58;0
O[C@H](C(=O)CC(=O)C=C)c1cc(O)c(cc1C=C)O;28/000000596;InChI=1S/C14H14O5/c1-3-8-5-11(16)12(17)7-10(8)14(19)13(18)6-9(15)4-2/h3-5,7,14,16-17,19H,1-2,6H2/t14-/m0/s1;C14H14O5;262;0.14;4.33;-7.70;17.20;-190
Oc1ccc(cc1O)C(=C)[C@H](C1=NCC=C1)F;28/000000357;InChI=1S/C13H12FNO2/c1-8(13(14)10-3-2-6-15-10)9-4-5-11(16)12(17)7-9/h2-5,7,13,16-17H,1,6H2/t13-/m1/s1;C13H12NO2F;233;1.28;4.23;-6.41;2.22;-150
Oc1c(O)cc(c(c1)C=C)C/C=C/CN;28/000000332;InChI=1S/C12H15NO2/c1-2-9-7-11(14)12(15)8-10(9)5-3-4-6-13/h2-4,7-8,14-15H,1,5-6,13H2/b4-3+;C12H15NO2;205;1.59;4.61;-3.56;2.22;0
Oc1cc(c(cc1O)C=C)C(=O)CCCCCl;28/000000315;InChI=1S/C13H15ClO3/c1-2-9-7-12(16)13(17)8-10(9)11(15)5-3-4-6-14/h2,7-8,16-17H,1,3-6H2;C13H15O3Cl;254;2.88;4.27;-8.30;3.58;0
Oc1c(O)cc(c(c1)C=C)C/C=C/C=S;28/000000355;InChI=1S/C12H12O2S/c1-2-9-7-11(13)12(14)8-10(9)5-3-4-6-15/h2-4,6-8,13-14H,1,5H2/b4-3+;C12H12O2S;220;2.09;4.04;-2.52;2.22;0
Oc1cc(c(cc1O)C=C)C/C=C\Cn1nn[nH]c1=[NH2];28/000000195;InChI=1S/C13H16N5O2/c1-2-9-7-11(19)12(20)8-10(9)5-3-4-6-18-13(14)15-16-17-18/h2-4,7-8,19-20H,1,5-6,14H2,(H,15,17)/b4-3-;C13H15N5O2;273;0.08;4.08;-5.75;3.58;-20
Oc1cc(c(cc1O)C=C)C/C=C\Cc1nscc1;28/000000170;InChI=1S/C15H15NO2S/c1-2-11-9-14(17)15(18)10-12(11)5-3-4-6-13-7-8-19-16-13/h2-4,7-10,17-18H,1,5-6H2/b4-3-;C15H15NO2S;273;3.12;4.40;-6.59;3.58;0
Oc1c(O)cc(c(c1)C=C)C/C=C/CN;28/000000334;InChI=1S/C12H15NO2/c1-2-9-7-11(14)12(15)8-10(9)5-3-4-6-13/h2-4,7-8,14-15H,1,5-6,13H2/b4-3+;C12H15NO2;205;1.59;4.64;-3.16;2.22;0
Oc1c(O)cc(c(c1)C=C)C/C=C/CN;28/000000379;InChI=1S/C12H15NO2/c1-2-9-7-11(14)12(15)8-10(9)5-3-4-6-13/h2-4,7-8,14-15H,1,5-6,13H2/b4-3+;C12H15NO2;205;1.59;4.64;-3.16;2.22;0
Oc1c(O)cc(c(c1)C(=O)CC[C@H](CC(=O)N)C=C)C=C;28/000000616;InChI=1S/C16H19NO4/c1-3-10(7-16(17)21)5-6-13(18)12-9-15(20)14(19)8-11(12)4-2/h3-4,8-10,19-20H,1-2,5-7H2,(H2,17,21)/t10-/m1/s1;C16H19NO4;289;1.21;4.40;-5.34;4.94;-180
O=NCCOC(=O)Cc1cc(O)c(cc1C=C)O;28/000000576;InChI=1S/C12H13NO5/c1-2-8-5-10(14)11(15)6-9(8)7-12(16)18-4-3-13-17/h2,5-6,14-15H,1,3-4,7H2;C12H13NO5;251;1.09;4.63;-1.51;2.22;-20
Oc1cc(c(cc1O)C=C)C/C=C\Cc1n[nH]c(n1)CCC;28/000000679;InChI=1S/C17H21N3O2/c1-3-7-16-18-17(20-19-16)9-6-5-8-13-11-15(22)14(21)10-12(13)4-2/h4-6,10-11,21-22H,2-3,7-9H2,1H3,(H,18,19,20)/b6-5-;C17H21N3O2;299;3.31;4.60;-6.36;5.09;-80
Oc1cc(c(cc1O)C=C)C/C=C/CC(=O)C;28/000000062;InChI=1S/C14H16O3/c1-3-11-8-13(16)14(17)9-12(11)7-5-4-6-10(2)15/h3-5,8-9,16-17H,1,6-7H2,2H3/b5-4+;C14H16O3;232;2.16;4.35;-2.38;2.22;-20
Oc1cc(c(cc1O)C=C)CC(=O)OCCCC[NH3+];28/000000651;InChI=1S/C14H19NO4/c1-2-10-7-12(16)13(17)8-11(10)9-14(18)19-6-4-3-5-15/h2,7-8,16-17H,1,3-6,9,15H2/p+1;C14H20NO4;266;1.41;4.20;-0.63;3.58;0
Oc1c(O)cc(c(c1)[C@@H](C=C)c1nnco1)C=C;28/000000341;InChI=1S/C13H12N2O3/c1-3-8-5-11(16)12(17)6-10(8)9(4-2)13-15-14-7-18-13/h3-7,9,16-17H,1-2H2/t9-/m1/s1;C13H12N2O3;244;2.98;4.42;-5.09;18.60;-150
Sc1nnc(s1)[C@H](/C=C\C)c1c(C=C)cc(c(c1)O)O;28/000000353;InChI=1S/C14H14N2O2S2/c1-3-5-9(13-15-16-14(19)20-13)10-7-12(18)11(17)6-8(10)4-2/h3-7,9,17-18H,2H2,1H3,(H,16,19)/b5-3-/t9-/m1/s1;C14H14N2O2S2;306;3.66;5.09;-5.95;23.00;-190
O=N[C@@H](c1cc(O)c(cc1C=C)O)/C=C\Cc1oncn1;28/000000497;InChI=1S/C14H13N3O4/c1-2-9-6-12(18)13(19)7-10(9)11(17-20)4-3-5-14-15-8-16-21-14/h2-4,6-8,11,18-19H,1,5H2/b4-3-/t11-/m1/s1;C14H13N3O4;287;1.61;4.59;-5.80;23.40;-150
Oc1cc(c(cc1O)C=C)C/C=C\CC1COC1;28/000000214;InChI=1S/C15H18O3/c1-2-12-7-14(16)15(17)8-13(12)6-4-3-5-11-9-18-10-11/h2-4,7-8,11,16-17H,1,5-6,9-10H2/b4-3-;C15H18O3;246;2.36;4.17;-1.81;2.22;-170
Oc1cc(c(cc1O)C=C)CC(=O)OCC;28/000000407;InChI=1S/C12H14O4/c1-3-8-5-10(13)11(14)6-9(8)7-12(15)16-4-2/h3,5-6,13-14H,1,4,7H2,2H3;C12H14O4;222;1.90;4.24;-1.93;2.22;-20
S[C@@H](CCSCc1cc(O)c(cc1C=C)O)CNCC#C;28/000000672;InChI=1S/C16H21NO2S2/c1-3-6-17-10-14(20)5-7-21-11-13-9-16(19)15(18)8-12(13)4-2/h1,4,8-9,14,17-20H,2,5-7,10-11H2/t14-/m0/s1;C16H21NO2S2;323;3.18;4.58;1.32;21.00;-200
Oc1cc(c(cc1O)C=C)CC(=O)OCCCC[NH3+];28/000000652;InChI=1S/C14H19NO4/c1-2-10-7-12(16)13(17)8-11(10)9-14(18)19-6-4-3-5-15/h2,7-8,16-17H,1,3-6,9,15H2/p+1;C14H20NO4;266;1.41;4.22;-1.34;3.58;0
Oc1ccc(cc1O)C(=C)C[NH3+];28/000000403;InChI=1S/C9H11NO2/c1-6(5-10)7-2-3-8(11)9(12)4-7/h2-4,11-12H,1,5,10H2/p+1;C9H12NO2;166;0.77;4.27;-5.55;2.22;-20
OC[C@@H](c1cc(O)c(cc1C=C)O)/C=C\CCC(=O)C;28/000000657;InChI=1S/C16H20O4/c1-3-12-8-15(19)16(20)9-14(12)13(10-17)7-5-4-6-11(2)18/h3,5,7-9,13,17,19-20H,1,4,6,10H2,2H3/b7-5-/t13-/m0/s1;C16H20O4;276;1.42;4.10;-3.46;5.53;-170
Oc1cc(c(cc1O)C=C)C/C=C\[C@@H](CF)c1nscc1;28/000000640;InChI=1S/C16H16FNO2S/c1-2-11-8-15(19)16(20)9-12(11)4-3-5-13(10-17)14-6-7-21-18-14/h2-3,5-9,13,19-20H,1,4,10H2/b5-3-/t13-/m0/s1;C16H16NO2SF;305;3.54;4.64;-5.81;3.58;-150
Oc1cc(c(cc1O)C=C)C/C=C\CNCC1=CC=NCN1;28/000000581;InChI=1S/C17H21N3O2/c1-2-13-9-16(21)17(22)10-14(13)5-3-4-7-18-11-15-6-8-19-12-20-15/h2-4,6,8-10,18,20-22H,1,5,7,11-12H2/b4-3-;C17H21N3O2;299;1.83;4.06;-8.63;3.58;-40
Oc1cc(c(cc1O)C=C)[C@H](COC)/C=C\Cc1cnc[nH]1;28/000000454;InChI=1S/C17H20N2O3/c1-3-12-7-16(20)17(21)8-15(12)13(10-22-2)5-4-6-14-9-18-11-19-14/h3-5,7-9,11,13,20-21H,1,6,10H2,2H3,(H,18,19)/b5-4-/t13-/m0/s1;C17H20N2O3;300;1.78;4.47;-5.32;19.50;-170
Oc1c(O)cc(c(c1)C=C)[C@@H](/C=C\CC1=CCCC=C1)N=O;28/000000482;InChI=1S/C18H19NO3/c1-2-14-11-17(20)18(21)12-15(14)16(19-22)10-6-9-13-7-4-3-5-8-13/h2,4,6-8,10-12,16,20-21H,1,3,5,9H2/b10-6-/t16-/m1/s1;C18H19NO3;297;2.82;4.70;-5.19;20.60;-190
Oc1c(O)cc(c(c1)C=C)C(=O)CCCC(=C)N(=O)=O;28/000000114;InChI=1S/C14H15NO5/c1-3-10-7-13(17)14(18)8-11(10)12(16)6-4-5-9(2)15(19)20/h3,7-8,17-18H,1-2,4-6H2;C14H15NO5;277;2.41;4.06;-8.48;4.94;-60
Oc1c(O)cc(c(c1)C(=C)CN)NC(=O)CCl;28/000000124;InChI=1S/C11H13ClN2O3/c1-6(5-13)7-2-9(15)10(16)3-8(7)14-11(17)4-12/h2-3,15-16H,1,4-5,13H2,(H,14,17);C11H13N2O3Cl;256;0.26;4.04;-7.01;3.58;-20
Oc1c(O)cc(c(c1)C=C)C(=O)CCCc1nnc([nH]1)CO;28/000000456;InChI=1S/C15H17N3O4/c1-2-9-6-12(21)13(22)7-10(9)11(20)4-3-5-14-16-15(8-19)18-17-14/h2,6-7,19,21-22H,1,3-5,8H2,(H,16,17,18);C15H17N3O4;303;1.86;4.62;-4.50;5.08;0
Oc1cc(c(cc1O)C=C)[C@@H](/C=C\Cc1nscc1)C(=O)O;28/000000524;InChI=1S/C16H15NO4S/c1-2-10-8-14(18)15(19)9-13(10)12(16(20)21)5-3-4-11-6-7-22-17-11/h2-3,5-9,12,18-19H,1,4H2,(H,20,21)/b5-3-/t12-/m1/s1;C16H14NO4S;316;2.06;4.68;-3.50;6.32;-150
Oc1cc(c(cc1O)C(=O)N)C(=C)CN;28/000000103;InChI=1S/C10H12N2O3/c1-5(4-11)6-2-8(13)9(14)3-7(6)10(12)15/h2-3,13-14H,1,4,11H2,(H2,12,15);C10H12N2O3;208;-0.35;4.75;-4.98;13.20;0
O=N[C@@H](CCCC)c1cc(O)c(cc1C=C)O;28/000000136;InChI=1S/C13H17NO3/c1-3-5-6-11(14-17)10-8-13(16)12(15)7-9(10)4-2/h4,7-8,11,15-16H,2-3,5-6H2,1H3/t11-/m0/s1;C13H17NO3;235;2.61;4.71;-1.69;14.20;-170
