SMILES;Name;InChI;Formula;MW;LogP;pKd;Structure;Synthesize;Chemical
Sc1nnnn1[C@@H](CNNC)c1n[nH]cn1;5/000000011;InChI=1S/C6H11N9S/c1-7-9-2-4(5-8-3-10-11-5)15-6(16)12-13-14-15/h3-4,7,9H,2H2,1H3,(H,8,10,11)(H,12,14,16)/t4-/m0/s1;C6H11N9S;241;-0.17;4.23;8.39;24.30;-170
OC(=O)/C=C/C[C@@](NO)(I)Cl;5/000000004;InChI=1S/C5H7ClINO3/c6-5(7,8-11)3-1-2-4(9)10/h1-2,8,11H,3H2,(H,9,10)/b2-1+/t5-/m0/s1;C5H7NO3ClI;291;1.30;4.24;2.93;2.22;-150
Sc1nnnn1[C@@H](CNNC)c1n[nH]cn1;5/000000014;InChI=1S/C6H11N9S/c1-7-9-2-4(5-8-3-10-11-5)15-6(16)12-13-14-15/h3-4,7,9H,2H2,1H3,(H,8,10,11)(H,12,14,16)/t4-/m0/s1;C6H11N9S;241;-0.17;4.16;8.65;24.30;-170
Sc1nnnn1[C@H](c1ccccc1)C(=O)N;5/000000005;InChI=1S/C9H9N5OS/c10-8(15)7(6-4-2-1-3-5-6)14-9(16)11-12-13-14/h1-5,7H,(H2,10,15)(H,11,13,16)/t7-/m1/s1;C9H9N5OS;235;-0.37;4.56;6.83;19.20;-150
Sc1nnnn1[C@@H](CO)/C=C/CC=C;5/000000008;InChI=1S/C8H12N4OS/c1-2-3-4-5-7(6-13)12-8(14)9-10-11-12/h2,4-5,7,13H,1,3,6H2,(H,9,11,14)/b5-4+/t7-/m1/s1;C8H12N4OS;212;0.16;4.58;5.30;5.09;-150
Sc1nnnn1[C@@H](CO)/C=C/CC=C;5/000000006;InChI=1S/C8H12N4OS/c1-2-3-4-5-7(6-13)12-8(14)9-10-11-12/h2,4-5,7,13H,1,3,6H2,(H,9,11,14)/b5-4+/t7-/m1/s1;C8H12N4OS;212;0.16;4.65;5.40;5.09;-150
Sc1nnnn1[C@@H](CO)/C=C/CC=C;5/000000007;InChI=1S/C8H12N4OS/c1-2-3-4-5-7(6-13)12-8(14)9-10-11-12/h2,4-5,7,13H,1,3,6H2,(H,9,11,14)/b5-4+/t7-/m1/s1;C8H12N4OS;212;0.16;4.74;5.39;5.09;-150
Sc1nnnn1[C@@H](CNNC)c1n[nH]cn1;5/000000012;InChI=1S/C6H11N9S/c1-7-9-2-4(5-8-3-10-11-5)15-6(16)12-13-14-15/h3-4,7,9H,2H2,1H3,(H,8,10,11)(H,12,14,16)/t4-/m0/s1;C6H11N9S;241;-0.17;4.07;8.56;24.30;-170
OC(=O)[C@H](CN)c1nncs1;5/000000002;InChI=1S/C5H7N3O2S/c6-1-3(5(9)10)4-8-7-2-11-4/h2-3H,1,6H2,(H,9,10)/t3-/m1/s1;C5H7N3O2S;173;-0.24;4.01;5.85;2.22;-150
OC(=O)[C@H](CN)c1nncs1;5/000000001;InChI=1S/C5H7N3O2S/c6-1-3(5(9)10)4-8-7-2-11-4/h2-3H,1,6H2,(H,9,10)/t3-/m1/s1;C5H7N3O2S;173;-0.24;4.01;5.85;2.22;-150
OC(=O)/C=C/C[C@@](CO)(I)Cl;5/000000003;InChI=1S/C6H8ClIO3/c7-6(8,4-9)3-1-2-5(10)11/h1-2,9H,3-4H2,(H,10,11)/b2-1+/t6-/m0/s1;C6H8O3ClI;290;1.20;4.24;3.54;2.22;-150
Sc1nnnn1[C@@H](CO)/C=C/CC=C;5/000000009;InChI=1S/C8H12N4OS/c1-2-3-4-5-7(6-13)12-8(14)9-10-11-12/h2,4-5,7,13H,1,3,6H2,(H,9,11,14)/b5-4+/t7-/m1/s1;C8H12N4OS;212;0.16;4.27;5.19;5.09;-150
Sc1nnnn1[C@@H](CNNC)c1n[nH]cn1;5/000000013;InChI=1S/C6H11N9S/c1-7-9-2-4(5-8-3-10-11-5)15-6(16)12-13-14-15/h3-4,7,9H,2H2,1H3,(H,8,10,11)(H,12,14,16)/t4-/m0/s1;C6H11N9S;241;-0.17;4.32;8.84;24.30;-170
Sc1nnnn1[C@@H](CNNC)c1n[nH]cn1;5/000000010;InChI=1S/C6H11N9S/c1-7-9-2-4(5-8-3-10-11-5)15-6(16)12-13-14-15/h3-4,7,9H,2H2,1H3,(H,8,10,11)(H,12,14,16)/t4-/m0/s1;C6H11N9S;241;-0.17;4.17;8.44;24.30;-170
OC(=O)c1ccc(cc1C(=O)Nc1ccccc1N(=O)=O)N;10/000000005;InChI=1S/C14H11N3O5/c15-8-5-6-9(14(19)20)10(7-8)13(18)16-11-3-1-2-4-12(11)17(21)22/h1-7H,15H2,(H,16,18)(H,19,20);C14H11N3O5;301;1.68;4.09;-7.62;3.58;-60
N1C(=NO[C@@H]1CF)CC/C=C/C[NH3+];10/000000011;InChI=1S/C8H14FN3O/c9-6-8-11-7(12-13-8)4-2-1-3-5-10/h1,3,8H,2,4-6,10H2,(H,11,12)/p+1/b3-1+/t8-/m1/s1;C8H15N3OF;188;1.21;4.03;-0.17;3.58;-150
N1C(=NO[C@@H]1CBr)CC/C=C/C[NH3+];10/000000024;InChI=1S/C8H14BrN3O/c9-6-8-11-7(12-13-8)4-2-1-3-5-10/h1,3,8H,2,4-6,10H2,(H,11,12)/p+1/b3-1+/t8-/m1/s1;C8H15N3OBr;249;1.69;4.25;-0.03;3.58;-150
c1nc(ncc1[C@H]([NH3+])Br)N;10/000000008;InChI=1S/C5H7BrN4/c6-4(7)3-1-9-5(8)10-2-3/h1-2,4H,7H2,(H2,8,9,10)/p+1/t4-/m0/s1;C5H8N4Br;204;-0.39;4.20;5.43;1.00;-150
N1C(=NO[C@@H]1CF)CC/C=C/C[NH3+];10/000000014;InChI=1S/C8H14FN3O/c9-6-8-11-7(12-13-8)4-2-1-3-5-10/h1,3,8H,2,4-6,10H2,(H,11,12)/p+1/b3-1+/t8-/m1/s1;C8H15N3OF;188;1.21;4.03;-1.14;3.58;-150
OC(=O)c1ccc(cc1c1cc(n(c1)CCCCO)C(=O)CN)N;10/000000028;InChI=1S/C17H21N3O4/c18-9-16(22)15-7-11(10-20(15)5-1-2-6-21)14-8-12(19)3-4-13(14)17(23)24/h3-4,7-8,10,21H,1-2,5-6,9,18-19H2,(H,23,24);C17H21N3O4;331;0.54;4.62;-6.22;3.58;-160
OC(=O)c1ccc(cc1C(=O)Nc1ccccc1N(=O)=O)N;10/000000004;InChI=1S/C14H11N3O5/c15-8-5-6-9(14(19)20)10(7-8)13(18)16-11-3-1-2-4-12(11)17(21)22/h1-7H,15H2,(H,16,18)(H,19,20);C14H11N3O5;301;1.68;4.04;-7.96;3.58;-60
O[C@H](C[NH3+])CC#CCc1nncs1;10/000000034;InChI=1S/C8H11N3OS/c9-5-7(12)3-1-2-4-8-11-10-6-13-8/h6-7,12H,3-5,9H2/p+1/t7-/m0/s1;C8H12N3OS;198;0.40;4.17;-0.97;2.22;-150
Oc1cc(C(=O)N)cc(c1C(=O)C)CC#CC[NH3+];10/000000020;InChI=1S/C13H14N2O3/c1-8(16)12-9(4-2-3-5-14)6-10(13(15)18)7-11(12)17/h6-7,17H,4-5,14H2,1H3,(H2,15,18)/p+1;C13H15N2O3;247;-0.06;4.09;-2.83;3.58;-20
OC(=O)C[C@H]([NH3+])C#CCC1=CCC=C1;10/000000027;InChI=1S/C11H13NO2/c12-10(8-11(13)14)7-3-6-9-4-1-2-5-9/h1,4-5,10H,2,6,8,12H2,(H,13,14)/p+1/t10-/m1/s1;C11H14NO2;192;0.18;4.07;-0.64;16.20;-150
O[C@H](C[NH3+])CC#CCc1nncs1;10/000000032;InChI=1S/C8H11N3OS/c9-5-7(12)3-1-2-4-8-11-10-6-13-8/h6-7,12H,3-5,9H2/p+1/t7-/m0/s1;C8H12N3OS;198;0.40;4.18;-0.91;2.22;-150
Oc1cc(C(=O)N)cc(c1)CC#CC[NH3+];10/000000006;InChI=1S/C11H12N2O2/c12-4-2-1-3-8-5-9(11(13)15)7-10(14)6-8/h5-7,14H,3-4,12H2,(H2,13,15)/p+1;C11H13N2O2;205;0.10;4.01;-1.58;2.22;0
N1C(=NO[C@@H]1CF)CC/C=C/C[NH3+];10/000000016;InChI=1S/C8H14FN3O/c9-6-8-11-7(12-13-8)4-2-1-3-5-10/h1,3,8H,2,4-6,10H2,(H,11,12)/p+1/b3-1+/t8-/m1/s1;C8H15N3OF;188;1.21;4.11;0.65;3.58;-150
N1C(=NO[C@@H]1CF)CC/C=C/C[NH3+];10/000000015;InChI=1S/C8H14FN3O/c9-6-8-11-7(12-13-8)4-2-1-3-5-10/h1,3,8H,2,4-6,10H2,(H,11,12)/p+1/b3-1+/t8-/m1/s1;C8H15N3OF;188;1.21;4.00;-1.20;3.58;-150
Oc1cc(C(=O)N)cc(c1C(=O)C)CC#CC[NH3+];10/000000022;InChI=1S/C13H14N2O3/c1-8(16)12-9(4-2-3-5-14)6-10(13(15)18)7-11(12)17/h6-7,17H,4-5,14H2,1H3,(H2,15,18)/p+1;C13H15N2O3;247;-0.06;4.02;-2.93;3.58;-20
N1C(=NO[C@@H]1CBr)CC/C=C/C[NH3+];10/000000025;InChI=1S/C8H14BrN3O/c9-6-8-11-7(12-13-8)4-2-1-3-5-10/h1,3,8H,2,4-6,10H2,(H,11,12)/p+1/b3-1+/t8-/m1/s1;C8H15N3OBr;249;1.69;4.18;-1.04;3.58;-150
OC(=O)/C=C/Cc1c(Cl)nc([nH]1)c1cc(N)ccc1C(=O)O;10/000000001;InChI=1S/C14H12ClN3O4/c15-12-10(2-1-3-11(19)20)17-13(18-12)9-6-7(16)4-5-8(9)14(21)22/h1,3-6H,2,16H2,(H,17,18)(H,19,20)(H,21,22)/b3-1+;C14H12N3O4Cl;321;1.70;4.07;-5.82;23.00;-160
N1C(=NO[C@@H]1CBr)CC/C=C/C[NH3+];10/000000026;InChI=1S/C8H14BrN3O/c9-6-8-11-7(12-13-8)4-2-1-3-5-10/h1,3,8H,2,4-6,10H2,(H,11,12)/p+1/b3-1+/t8-/m1/s1;C8H15N3OBr;249;1.69;4.17;-1.50;3.58;-170
c1nc(ncc1[C@H]([NH3+])Br)N;10/000000007;InChI=1S/C5H7BrN4/c6-4(7)3-1-9-5(8)10-2-3/h1-2,4H,7H2,(H2,8,9,10)/p+1/t4-/m0/s1;C5H8N4Br;204;-0.39;4.20;5.43;1.00;-150
O[C@H](C[NH3+])CC#CCc1nncs1;10/000000033;InChI=1S/C8H11N3OS/c9-5-7(12)3-1-2-4-8-11-10-6-13-8/h6-7,12H,3-5,9H2/p+1/t7-/m0/s1;C8H12N3OS;198;0.40;4.17;-0.72;2.22;-150
Oc1cc(C(=O)N)cc(c1C(=O)C)CC#CC[NH3+];10/000000019;InChI=1S/C13H14N2O3/c1-8(16)12-9(4-2-3-5-14)6-10(13(15)18)7-11(12)17/h6-7,17H,4-5,14H2,1H3,(H2,15,18)/p+1;C13H15N2O3;247;-0.06;4.09;-2.74;3.58;-20
Oc1cc(C(=O)N)cc(c1C(=O)C)CC#CC[NH3+];10/000000023;InChI=1S/C13H14N2O3/c1-8(16)12-9(4-2-3-5-14)6-10(13(15)18)7-11(12)17/h6-7,17H,4-5,14H2,1H3,(H2,15,18)/p+1;C13H15N2O3;247;-0.06;4.00;-3.49;3.58;-20
O[C@H](C[NH3+])CC#CCc1nncs1;10/000000031;InChI=1S/C8H11N3OS/c9-5-7(12)3-1-2-4-8-11-10-6-13-8/h6-7,12H,3-5,9H2/p+1/t7-/m0/s1;C8H12N3OS;198;0.40;4.06;-1.81;2.22;-150
N1C(=NO[C@@H]1CF)CC/C=C/C[NH3+];10/000000012;InChI=1S/C8H14FN3O/c9-6-8-11-7(12-13-8)4-2-1-3-5-10/h1,3,8H,2,4-6,10H2,(H,11,12)/p+1/b3-1+/t8-/m1/s1;C8H15N3OF;188;1.21;4.18;0.19;3.58;-150
Oc1cc(C(=O)N)cc(c1C(=O)C)CC#CC[NH3+];10/000000021;InChI=1S/C13H14N2O3/c1-8(16)12-9(4-2-3-5-14)6-10(13(15)18)7-11(12)17/h6-7,17H,4-5,14H2,1H3,(H2,15,18)/p+1;C13H15N2O3;247;-0.06;4.20;-1.52;3.58;-20
OC(=O)c1ccc(cc1c1cc(n(c1)CCCCO)C(=O)CN)N;10/000000029;InChI=1S/C17H21N3O4/c18-9-16(22)15-7-11(10-20(15)5-1-2-6-21)14-8-12(19)3-4-13(14)17(23)24/h3-4,7-8,10,21H,1-2,5-6,9,18-19H2,(H,23,24);C17H21N3O4;331;0.54;4.63;-6.18;3.58;-160
OC(=O)/C=C/Cc1c(Cl)nc([nH]1)c1cc(N)ccc1C(=O)O;10/000000003;InChI=1S/C14H12ClN3O4/c15-12-10(2-1-3-11(19)20)17-13(18-12)9-6-7(16)4-5-8(9)14(21)22/h1,3-6H,2,16H2,(H,17,18)(H,19,20)(H,21,22)/b3-1+;C14H12N3O4Cl;321;1.70;4.59;-5.43;23.00;-180
OC(=O)c1ccc(cc1c1cc(n(c1)CCCCO)C(=O)CN)N;10/000000030;InChI=1S/C17H21N3O4/c18-9-16(22)15-7-11(10-20(15)5-1-2-6-21)14-8-12(19)3-4-13(14)17(23)24/h3-4,7-8,10,21H,1-2,5-6,9,18-19H2,(H,23,24);C17H21N3O4;331;0.54;4.71;-5.76;3.58;-160
OC(=O)/C=C/Cc1c(Cl)nc([nH]1)c1cc(N)ccc1C(=O)O;10/000000002;InChI=1S/C14H12ClN3O4/c15-12-10(2-1-3-11(19)20)17-13(18-12)9-6-7(16)4-5-8(9)14(21)22/h1,3-6H,2,16H2,(H,17,18)(H,19,20)(H,21,22)/b3-1+;C14H12N3O4Cl;321;1.70;5.07;-5.73;23.00;-160
N1C(=NO[C@@H]1CF)CC/C=C/C[NH3+];10/000000009;InChI=1S/C8H14FN3O/c9-6-8-11-7(12-13-8)4-2-1-3-5-10/h1,3,8H,2,4-6,10H2,(H,11,12)/p+1/b3-1+/t8-/m1/s1;C8H15N3OF;188;1.21;4.10;0.32;3.58;-150
ON[C@H]1C=CC(=C1)CC#CC[NH3+];10/000000018;InChI=1S/C9H12N2O/c10-6-2-1-3-8-4-5-9(7-8)11-12/h4-5,7,9,11-12H,3,6,10H2/p+1/t9-/m0/s1;C9H13N2O;165;-0.19;4.47;-1.44;14.20;-150
N1C(=NO[C@@H]1CF)CC/C=C/C[NH3+];10/000000010;InChI=1S/C8H14FN3O/c9-6-8-11-7(12-13-8)4-2-1-3-5-10/h1,3,8H,2,4-6,10H2,(H,11,12)/p+1/b3-1+/t8-/m1/s1;C8H15N3OF;188;1.21;4.04;-0.35;3.58;-150
O[C@H](C[NH3+])C/C=C/C#CCC1=CCCC1=O;10/000000017;InChI=1S/C13H17NO2/c14-10-12(15)8-4-2-1-3-6-11-7-5-9-13(11)16/h2,4,7,12,15H,5-6,8-10,14H2/p+1/b4-2+/t12-/m0/s1;C13H18NO2;220;-0.20;4.01;-0.44;2.35;-150
N1C(=NO[C@@H]1CF)CC/C=C/C[NH3+];10/000000013;InChI=1S/C8H14FN3O/c9-6-8-11-7(12-13-8)4-2-1-3-5-10/h1,3,8H,2,4-6,10H2,(H,11,12)/p+1/b3-1+/t8-/m1/s1;C8H15N3OF;188;1.21;4.03;-0.68;3.58;-150
Oc1cc(cc(c1F)NC(=O)N)/C(=C\CC)/CC;11/000000005;InChI=1S/C13H17FN2O2/c1-3-5-8(4-2)9-6-10(16-13(15)18)12(14)11(17)7-9/h5-7,17H,3-4H2,1-2H3,(H3,15,16,18)/b8-5-;C13H17N2O2F;252;1.63;4.08;-6.00;3.58;-140
[NH2]=C1N[C@@H](CN1)CCCc1cccc(c1)CN;11/000000003;InChI=1S/C13H21N4/c14-8-11-5-1-3-10(7-11)4-2-6-12-9-16-13(15)17-12/h1,3,5,7,12,16-17H,2,4,6,8-9,14-15H2/t12-/m1/s1;C13H20N4;232;0.69;4.25;2.46;3.58;-150
[NH2]=C1N[C@@H](CN1)CCCc1cccc(c1)CN;11/000000004;InChI=1S/C13H21N4/c14-8-11-5-1-3-10(7-11)4-2-6-12-9-16-13(15)17-12/h1,3,5,7,12,16-17H,2,4,6,8-9,14-15H2/t12-/m1/s1;C13H20N4;232;0.69;4.28;2.43;3.58;-150
Oc1cc(Oc2cc(c3nnco3)cc(c2)CN)ccc1;11/000000001;InChI=1S/C15H13N3O3/c16-8-10-4-11(15-18-17-9-20-15)6-14(5-10)21-13-3-1-2-12(19)7-13/h1-7,9,19H,8,16H2;C15H13N3O3;283;3.09;4.40;-5.26;18.40;-160
Oc1cc(Oc2cc(c3nnco3)cc(c2)CN)ccc1;11/000000002;InChI=1S/C15H13N3O3/c16-8-10-4-11(15-18-17-9-20-15)6-14(5-10)21-13-3-1-2-12(19)7-13/h1-7,9,19H,8,16H2;C15H13N3O3;283;3.09;4.04;-5.88;18.40;-180
c1nnc(s1)Sc1ccc(c2c1c(=O)[nH]nn2)CCCN;13/000000006;InChI=1S/C12H12N6OS2/c13-5-1-2-7-3-4-8(21-12-17-14-6-20-12)9-10(7)15-18-16-11(9)19/h3-4,6H,1-2,5,13H2,(H,15,16,19);C12H12N6OS2;320;2.09;4.04;-8.72;3.58;-140
c1nnc(s1)Sc1ccc(c2c1c(=O)[nH]nn2)CCCN;13/000000004;InChI=1S/C12H12N6OS2/c13-5-1-2-7-3-4-8(21-12-17-14-6-20-12)9-10(7)15-18-16-11(9)19/h3-4,6H,1-2,5,13H2,(H,15,16,19);C12H12N6OS2;320;2.09;4.02;-7.54;3.58;-100
c1cc(c2c(c1)c(=O)[nH]nn2)CCCC[NH3+];13/000000001;InChI=1S/C11H14N4O/c12-7-2-1-4-8-5-3-6-9-10(8)13-15-14-11(9)16/h3,5-6H,1-2,4,7,12H2,(H,13,14,16)/p+1;C11H15N4O;219;0.96;4.09;-6.59;3.58;-100
c1nnc(s1)Sc1ccc(c2c1c(=O)[nH]nn2)CCCN;13/000000005;InChI=1S/C12H12N6OS2/c13-5-1-2-7-3-4-8(21-12-17-14-6-20-12)9-10(7)15-18-16-11(9)19/h3-4,6H,1-2,5,13H2,(H,15,16,19);C12H12N6OS2;320;2.09;4.02;-8.95;3.58;-140
NCC(=O)c1ccc(c2c1nn[nH]c2=O)Sc1nncs1;13/000000002;InChI=1S/C11H8N6O2S2/c12-3-6(18)5-1-2-7(21-11-16-13-4-20-11)8-9(5)14-17-15-10(8)19/h1-2,4H,3,12H2,(H,14,15,19);C11H8N6O2S2;320;1.19;4.20;-8.38;3.58;-120
NCC(=O)c1ccc(c2c1nn[nH]c2=O)Sc1nncs1;13/000000003;InChI=1S/C11H8N6O2S2/c12-3-6(18)5-1-2-7(21-11-16-13-4-20-11)8-9(5)14-17-15-10(8)19/h1-2,4H,3,12H2,(H,14,15,19);C11H8N6O2S2;320;1.19;4.01;-8.53;3.58;-120
Oc1cc(cc2c1ccc(=O)o2)COS(=O)(=O)N;17/000000043;InChI=1S/C10H9NO6S/c11-18(14,15)16-5-6-3-8(12)7-1-2-10(13)17-9(7)4-6/h1-4,12H,5H2,(H2,11,14,15);C10H9NO6S;271;-0.39;4.17;-3.47;3.85;-140
Oc1cc(cc2c1SCCC2)COC(=O)Cc1nn[nH]c1;17/000000081;InChI=1S/C14H15N3O3S/c18-12-5-9(4-10-2-1-3-21-14(10)12)8-20-13(19)6-11-7-15-17-16-11/h4-5,7,18H,1-3,6,8H2,(H,15,16,17);C14H15N3O3S;305;2.04;4.20;-1.17;22.50;-120
Oc1cc(cc2c1SCCC2)CNNCBr;17/000000062;InChI=1S/C11H15BrN2OS/c12-7-14-13-6-8-4-9-2-1-3-16-11(9)10(15)5-8/h4-5,13-15H,1-3,6-7H2;C11H15N2OSBr;303;3.51;4.20;-7.44;14.00;-120
Oc1cccc2c1C=C(C2)CNC[C@H](C1=NN=CNC1)S;17/000000005;InChI=1S/C15H18N4OS/c20-14-3-1-2-11-4-10(5-12(11)14)6-16-8-15(21)13-7-17-9-18-19-13/h1-3,5,9,15-16,20-21H,4,6-8H2,(H,17,18)/t15-/m1/s1;C15H18N4OS;302;1.58;4.50;4.71;21.20;-190
Oc1cccc(c1C(=O)C/C=C\[C@H](C1=NN=CNC1)N)O;17/000000011;InChI=1S/C14H16N4O3/c15-9(10-7-16-8-17-18-10)3-1-4-11(19)14-12(20)5-2-6-13(14)21/h1-3,5-6,8-9,20-21H,4,7,15H2,(H,16,17)/b3-1-/t9-/m1/s1;C14H16N4O3;288;0.70;4.87;2.21;3.58;-150
Oc1cc(/C(=C/C)/c2cnoc2C(=O)N)cc2c1SCCC2;17/000000045;InChI=1S/C16H16N2O3S/c1-2-11(12-8-18-21-14(12)16(17)20)10-6-9-4-3-5-22-15(9)13(19)7-10/h2,6-8,19H,3-5H2,1H3,(H2,17,20)/b11-2-;C16H16N2O3S;316;2.72;4.03;-6.84;22.70;-160
O[C@@H](C1=NN=CNC1)C#CCc1ccccc1;17/000000014;InChI=1S/C13H13N3O/c17-13(12-9-14-10-15-16-12)8-4-7-11-5-2-1-3-6-11/h1-3,5-6,10,13,17H,7,9H2,(H,14,15)/t13-/m1/s1;C13H13N3O;227;1.70;4.35;1.81;3.58;-150
Oc1cccc2c1C=C(C2)CNC[C@H](C1=NN=CNC1)S;17/000000008;InChI=1S/C15H18N4OS/c20-14-3-1-2-11-4-10(5-12(11)14)6-16-8-15(21)13-7-17-9-18-19-13/h1-3,5,9,15-16,20-21H,4,6-8H2,(H,17,18)/t15-/m1/s1;C15H18N4OS;302;1.58;4.53;4.84;21.20;-190
Oc1c(N)c(cc2c1SCCC2)C(=O)CN;17/000000024;InChI=1S/C11H14N2O2S/c12-5-8(14)7-4-6-2-1-3-16-11(6)10(15)9(7)13/h4,15H,1-3,5,12-13H2;C11H14N2O2S;238;0.42;4.26;-5.81;14.50;-120
Oc1cc(c(c2c1SCCC2)CO)CN(CCCN)C;17/000000034;InChI=1S/C15H24N2O2S/c1-17(6-3-5-16)9-11-8-14(19)15-12(13(11)10-18)4-2-7-20-15/h8,18-19H,2-7,9-10,16H2,1H3;C15H24N2O2S;296;1.02;4.14;-4.29;15.90;-160
Oc1cc(cc2c1SCCC2)CNNCBr;17/000000066;InChI=1S/C11H15BrN2OS/c12-7-14-13-6-8-4-9-2-1-3-16-11(9)10(15)5-8/h4-5,13-15H,1-3,6-7H2;C11H15N2OSBr;303;3.51;4.27;-5.75;14.00;-120
Oc1c(F)ccc(c1)C(=O)c1n[nH]c(=[NH2])[nH]1;17/000000054;InChI=1S/C9H8FN4O2/c10-5-2-1-4(3-6(5)15)7(16)8-12-9(11)14-13-8/h1-3,14-15H,11H2,(H,12,13);C9H7N4O2F;222;1.00;4.21;-6.46;2.22;-60
Oc1cc(cc2c1SCCC2)COC(=O)Cc1nn[nH]c1;17/000000082;InChI=1S/C14H15N3O3S/c18-12-5-9(4-10-2-1-3-21-14(10)12)8-20-13(19)6-11-7-15-17-16-11/h4-5,7,18H,1-3,6,8H2,(H,15,16,17);C14H15N3O3S;305;2.04;4.23;-0.88;22.50;-120
Oc1cc(cc2c1SCCC2)CNNCCCl;17/000000028;InChI=1S/C12H17ClN2OS/c13-3-4-14-15-8-9-6-10-2-1-5-17-12(10)11(16)7-9/h6-7,14-16H,1-5,8H2;C12H17N2OSCl;272;3.53;4.19;-7.48;14.60;-120
Oc1cc(cc2c1SCCC2)CNNCNC/C=C/CS;17/000000038;InChI=1S/C15H23N3OS2/c19-14-9-12(8-13-4-3-7-21-15(13)14)10-17-18-11-16-5-1-2-6-20/h1-2,8-9,16-20H,3-7,10-11H2/b2-1+;C15H23N3OS2;325;3.59;4.57;-7.20;19.60;-140
Oc1cccc2c1C=C(C2)CNC[C@H](C1=NN=CNC1)S;17/000000004;InChI=1S/C15H18N4OS/c20-14-3-1-2-11-4-10(5-12(11)14)6-16-8-15(21)13-7-17-9-18-19-13/h1-3,5,9,15-16,20-21H,4,6-8H2,(H,17,18)/t15-/m1/s1;C15H18N4OS;302;1.58;4.49;5.31;21.20;-190
Oc1cc(cc2c1SCCC2)COC(=O)Cc1nn[nH]c1;17/000000077;InChI=1S/C14H15N3O3S/c18-12-5-9(4-10-2-1-3-21-14(10)12)8-20-13(19)6-11-7-15-17-16-11/h4-5,7,18H,1-3,6,8H2,(H,15,16,17);C14H15N3O3S;305;2.04;4.05;-1.59;22.50;-120
O[C@@H](C1=NN=CNC1)c1nc(n[nH]1)S;17/000000016;InChI=1S/C6H8N6OS/c13-4(3-1-7-2-8-10-3)5-9-6(14)12-11-5/h2,4,13H,1H2,(H,7,8)(H2,9,11,12,14)/t4-/m0/s1;C6H8N6OS;212;-0.15;4.17;3.29;19.80;-150
Oc1cc(cc2c1SCCC2)CNNCCCl;17/000000027;InChI=1S/C12H17ClN2OS/c13-3-4-14-15-8-9-6-10-2-1-5-17-12(10)11(16)7-9/h6-7,14-16H,1-5,8H2;C12H17N2OSCl;272;3.53;4.17;-7.38;14.60;-120
Oc1c(F)ccc(c1)C(=O)c1c(=O)nc([nH]c1)S;17/000000032;InChI=1S/C11H7FN2O3S/c12-7-2-1-5(3-8(7)15)9(16)6-4-13-11(18)14-10(6)17/h1-4,15H,(H2,13,14,17,18);C11H7N2O3SF;266;1.60;4.17;-6.80;21.10;-60
O[C@@H](C1=NN=CNC1)c1nc(n[nH]1)S;17/000000015;InChI=1S/C6H8N6OS/c13-4(3-1-7-2-8-10-3)5-9-6(14)12-11-5/h2,4,13H,1H2,(H,7,8)(H2,9,11,12,14)/t4-/m0/s1;C6H8N6OS;212;-0.15;4.24;3.66;19.80;-150
Oc1cccc2c1C=C(C2)CNC[C@H](C1=NN=CNC1)S;17/000000006;InChI=1S/C15H18N4OS/c20-14-3-1-2-11-4-10(5-12(11)14)6-16-8-15(21)13-7-17-9-18-19-13/h1-3,5,9,15-16,20-21H,4,6-8H2,(H,17,18)/t15-/m1/s1;C15H18N4OS;302;1.58;4.51;5.25;21.20;-190
Oc1cc(cc2c1SCCC2)CNNCNC/C=C/CS;17/000000035;InChI=1S/C15H23N3OS2/c19-14-9-12(8-13-4-3-7-21-15(13)14)10-17-18-11-16-5-1-2-6-20/h1-2,8-9,16-20H,3-7,10-11H2/b2-1+;C15H23N3OS2;325;3.59;4.28;-7.26;19.60;-140
Oc1cc(C(=O)NCC=C)c(cc1Cl)Cl;17/000000048;InChI=1S/C10H9Cl2NO2/c1-2-3-13-10(15)6-4-9(14)8(12)5-7(6)11/h2,4-5,14H,1,3H2,(H,13,15);C10H9NO2Cl2;245;2.88;4.00;-6.13;3.85;0
Oc1cc(cc2c1ccc(=O)o2)COS(=O)(=O)N;17/000000044;InChI=1S/C10H9NO6S/c11-18(14,15)16-5-6-3-8(12)7-1-2-10(13)17-9(7)4-6/h1-4,12H,5H2,(H2,11,14,15);C10H9NO6S;271;-0.39;4.24;-3.33;3.85;-140
Oc1c(N)c(cc2c1SCCC2)CN(C)C(=O)N;17/000000055;InChI=1S/C12H17N3O2S/c1-15(12(14)17)6-8-5-7-3-2-4-18-11(7)10(16)9(8)13/h5,16H,2-4,6,13H2,1H3,(H2,14,17);C12H17N3O2S;267;0.34;4.17;-8.52;16.50;-140
OCC(=O)OCc1cc(O)c2c3c1cccc3[nH]c2=O;17/000000072;InChI=1S/C14H11NO5/c16-5-11(18)20-6-7-4-10(17)13-12-8(7)2-1-3-9(12)15-14(13)19/h1-4,16-17H,5-6H2,(H,15,19);C14H11NO5;273;0.72;4.24;-5.28;16.60;-200
Oc1c(N)c(cc2c1SCCC2)CN(C)C(=O)N;17/000000059;InChI=1S/C12H17N3O2S/c1-15(12(14)17)6-8-5-7-3-2-4-18-11(7)10(16)9(8)13/h5,16H,2-4,6,13H2,1H3,(H2,14,17);C12H17N3O2S;267;0.34;4.22;-7.28;16.50;-140
